Subject,List,CardSet,VerbCat,Response,VerbClass,Item,Homogeneity,PrimeType
46,6,3,read,1,Dative,10,Heterogeneous,Preferred
46,6,3,spray,1,Locative,37,Homogeneous,Preferred
46,6,3,spray,0,Locative,39,Homogeneous,Dispreferred
46,6,3,show,0,Dative,14,Heterogeneous,Dispreferred
47,7,4,read,1,Dative,9,Homogeneous,Dispreferred
47,7,4,rub,1,Locative,32,Heterogeneous,Preferred
47,7,4,put,0,Locative,27,Heterogeneous,Dispreferred
47,7,4,spray,1,Locative,37,Heterogeneous,Preferred
47,7,4,give,1,Dative,3,Heterogeneous,Preferred
47,7,4,show,1,Dative,16,Heterogeneous,Dispreferred
47,7,4,put,1,Locative,28,Heterogeneous,Dispreferred
47,7,4,throw,1,Dative,20,Homogeneous,Dispreferred
47,7,4,rub,0,Locative,31,Heterogeneous,Preferred
47,7,4,throw,1,Dative,21,Homogeneous,Dispreferred
47,7,4,throw,1,Dative,22,Homogeneous,Preferred
47,7,4,throw,1,Dative,23,Homogeneous,Preferred
47,7,4,sprinkle,1,Locative,45,Homogeneous,Preferred
47,7,4,give,1,Dative,4,Heterogeneous,Preferred
47,7,4,sprinkle,1,Locative,47,Homogeneous,Preferred
47,7,4,sprinkle,1,Locative,46,Homogeneous,Dispreferred
47,7,4,show,1,Dative,15,Heterogeneous,Dispreferred
48,8,4,read,1,Dative,9,Homogeneous,Preferred
48,8,4,sprinkle,1,Locative,44,Heterogeneous,Preferred
48,8,4,spray,1,Locative,37,Heterogeneous,Dispreferred
48,8,4,read,0,Dative,8,Heterogeneous,Dispreferred
48,8,4,give,0,Dative,3,Heterogeneous,Dispreferred
48,8,4,throw,1,Dative,19,Heterogeneous,Preferred
48,8,4,show,1,Dative,16,Heterogeneous,Preferred
48,8,4,rub,1,Locative,36,Homogeneous,Dispreferred
48,8,4,throw,1,Dative,20,Homogeneous,Preferred
48,8,4,throw,0,Dative,21,Homogeneous,Preferred
48,8,4,spray,0,Locative,41,Heterogeneous,Preferred
48,8,4,throw,1,Dative,22,Homogeneous,Dispreferred
48,8,4,throw,1,Dative,23,Homogeneous,Dispreferred
48,8,4,give,0,Dative,4,Heterogeneous,Dispreferred
48,8,4,sprinkle,1,Locative,47,Homogeneous,Dispreferred
48,8,4,read,1,Dative,7,Heterogeneous,Dispreferred
48,8,4,sprinkle,1,Locative,46,Homogeneous,Preferred
48,8,4,show,1,Dative,15,Heterogeneous,Preferred
48,8,4,throw,1,Dative,24,Heterogeneous,Preferred
