"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.754754332527124,0.24588130558727,3.06958811172914,0.0021435416587723
"PrimeType.lev",-1.55804378080455,0.217023840842907,-7.17913651676794,7.01530701795449e-13
"ExpCond.lev",-0.033941560858139,0.140008713283391,-0.242424632454396,0.808451149586337
"PrimeType.lev:ExpCond.lev",0.558006323356745,0.277287360685396,2.01237561631901,0.0441803568697178
