"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",6.65260972452769,0.025265253459574,90.6399746854279,263.310626793128,0
"Relatedness1",-0.0238616519130871,0.0133619780444267,53.6883094439343,-1.78578739118942,0.0797819505476112
"VerbType1",-0.0328485658633596,0.0344832405265985,48.4012098997406,-0.952595097262451,0.345528436974234
"soasimultaneous",-0.00141345051774673,0.00947286807081265,60.9623531783888,-0.149210408841414,0.881880125495652
"Relatedness1:VerbType1",-0.00194049844059868,0.0240098319562965,80.6824104006774,-0.0808209921723253,0.93578445978207
"Relatedness1:soasimultaneous",0.0150484870102858,0.017302054003696,82.074955231269,0.869751476158335,0.386972781105692
"VerbType1:soasimultaneous",0.0236123839455799,0.0168287191284567,129.798187924548,1.40310048348554,0.162974490531198
"Relatedness1:VerbType1:soasimultaneous",-0.0242048698713586,0.0331747595760448,109.888518781358,-0.729617039601299,0.467176707779893
