,soa,Noun,VerbType,Pic,Distractor,Verb,Relatedness,DistractorType,Subj,Order,Block,Ncategory,expName,session,participant,Transcription,transcription,R0,R1,R2,R3,R4,R5,R6,utterance,Vagr,Vcodability,unaccusativity,obj,Item,OnsetThe,Onset,The,dog,above,the,apple,is,AppleIs
3912,simultaneous,chair,Unerg,rabitUnerg.jpeg,swim,smile,Unrelated,Verb,rabit,72,3,funiture,List5,1,45,{SL} The rabbit above the church is smiling,NA,NA,NA,NA,NA,NA,NA,NA,7,0.46,2.955,0.11,reverse,rabitUnerg.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
3913,negative,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Unrelated,Verb,cowboy,73,4,instrument,List5,1,45,{SL} The cowboy above the sword is winking,NA,851.7,89.8,439,459,89.8,458.9,139.7,1,0.64,1.628,0.24,reverse,cowboyUnerg.jpeg.reverse,941.5,851.7,89.8,439,459,89.8,458.9,139.7,598.6
3914,negative,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Unrelated,Verb,penguine,74,4,fruit,List5,1,45,{SL} The penguin below the drill is sneezing,NA,761.9,139.7,458.9,479,159.6,458.9,79.9,1,0.78,1.088,NA,reverse,penguineUnerg.jpeg.reverse,901.6,761.9,139.7,458.9,479,159.6,458.9,79.9,538.8
3915,simultaneous,desk,Unacc,boyUnacc.jpeg,drown,float,Related,Verb,boy,75,4,funiture,List5,1,45,{SL} The boy below the lighthouse is floating,NA,901.6,69.8,1087.6,518.8,99.8,628.5,169.6,1,0.7,1.718,0.92,reverse,boyUnacc.jpeg.reverse,971.4,901.6,69.8,1087.6,518.8,99.8,628.5,169.6,798.1
3916,simultaneous,apple,Unerg,dogUnerg.jpeg,yell,bark,Related,Verb,dog,76,4,fruit,List5,1,45,{SL} The dog above the hammer is barking,NA,991.4,109.7,369.2,259.4,89.8,339.2,159.7,1,0.7,0.987,0,reverse,dogUnerg.jpeg.reverse,1101.1,991.4,109.7,369.2,259.4,89.8,339.2,159.7,498.9
3917,negative,dresser,Unacc,chefUnacc.jpeg,float,drown,Related,Verb,chef,77,4,funiture,List5,1,45,{SL} The chef above the windmill is drowning,NA,NA,NA,NA,NA,NA,NA,NA,8,0.68,1.912,1,reverse,chefUnacc.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
3918,simultaneous,castle,Unacc,snailUnacc.jpeg,trip,melt,Unrelated,Verb,snail,78,4,building,List5,1,45,{SL} The snail below the table is melting,NA,1171,129.7,419,319.3,79.8,469,89.8,1,0.16,3.886,0.58,reverse,snailUnacc.jpeg.reverse,1300.7,1171,129.7,419,319.3,79.8,469,89.8,558.8
3919,negative,ax,Unacc,ballerinaUnacc.jpeg,float,shrink,Unrelated,Verb,ballerina,79,4,weapon,List5,1,45,{SL} The ballerina above the harp is shrinking,NA,1061.2,99.8,578.7,518.8,79.8,728.4,319.2,1,0.76,1.56,0.92,reverse,ballerinaUnacc.jpeg.reverse,1161,1061.2,99.8,578.7,518.8,79.8,728.4,319.2,1047.6
3920,simultaneous,spoon,Unacc,octopusUnacc.jpeg,melt,boil,Related,Verb,octopus,80,4,tool,List5,1,45,{SL} The octopus below the lemon is boiling,NA,1839.5,59.8,618.6,329.3,79.8,439,179.6,1,0.5,2.319,0.96,reverse,octopusUnacc.jpeg.reverse,1899.3,1839.5,59.8,618.6,329.3,79.8,439,179.6,618.6
3921,simultaneous,hammer,Unacc,dogUnacc.jpeg,sink,spin,Unrelated,Verb,dog,81,4,tool,List5,1,45,{SL} The dog above the apple is spinning,NA,542.4,99.8,369.1,299.4,149.6,498.9,439,1,0.12,3.022,0.9,reverse,dogUnacc.jpeg.reverse,642.2,542.4,99.8,369.1,299.4,149.6,498.9,439,937.9
3922,negative,windmill,Unerg,chefUnerg.jpeg,sleep,yell,Unrelated,Verb,chef,82,4,building,List5,1,45,{SL} The chef above the drawer is yelling,NA,1131.1,99.7,379.2,349.2,129.7,339.2,369.2,1,0.78,0.961,0.06,reverse,chefUnerg.jpeg.reverse,1230.8,1131.1,99.7,379.2,349.2,129.7,339.2,369.2,708.4
3923,negative,sword,Unacc,cowboyUnacc.jpeg,sink,fall,Related,Verb,cowboy,83,4,weapon,List5,1,45,{SL} The cowboy above the piano is falling,NA,682.1,99.8,319.2,389.1,89.8,429.1,119.7,1,0.84,1.114,0.98,reverse,cowboyUnacc.jpeg.reverse,781.9,682.1,99.8,319.2,389.1,89.8,429.1,119.7,548.8
3924,simultaneous,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Unrelated,Verb,pirate,84,4,instrument,List5,1,45,{SL} The pirate below the gun is sinking,NA,NA,NA,NA,NA,NA,NA,NA,6,0.72,1.649,0.92,reverse,pirateUnacc.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
3925,simultaneous,violin,Unacc,clownUnacc.jpeg,shrink,grow,Related,Verb,clown,85,4,instrument,List5,1,45,{SL} The clown below the canon is growing,NA,1031.3,109.7,419.1,249.4,79.8,399.1,209.6,1,0.7,1.918,1,reverse,clownUnacc.jpeg.reverse,1141,1031.3,109.7,419.1,249.4,79.8,399.1,209.6,608.7
3926,negative,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Unrelated,Verb,monkey,86,4,fruit,List5,1,45,{SL} The monkey above the knife is tripping,NA,692.1,109.7,459,359.2,99.7,439,379.2,1,0.36,3.082,0.59,reverse,monkeyUnacc.jpeg.reverse,801.8,692.1,109.7,459,359.2,99.7,439,379.2,818.2
3927,negative,chair,Unerg,rabitUnerg.jpeg,wink,smile,Related,Verb,rabit,87,4,funiture,List5,1,45,{SL} The rabbit above the church is smiling,NA,672.1,259.4,259.4,568.7,209.6,538.7,169.7,1,0.46,2.955,0.11,reverse,rabitUnerg.jpeg.reverse,931.5,672.1,259.4,259.4,568.7,209.6,538.7,169.7,708.4
3928,simultaneous,cannon,Unerg,clownUnerg.jpeg,cough,walk,Unrelated,Verb,clown,88,4,weapon,List5,1,45,{SL} The clown below the violin is walking,NA,1949.2,279.4,399.1,259.4,79.8,459,109.7,1,0.58,0.961,0.24,reverse,clownUnerg.jpeg.reverse,2228.6,1949.2,279.4,399.1,259.4,79.8,459,109.7,568.7
3929,simultaneous,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Unrelated,Verb,octopus,89,4,fruit,List5,1,45,{SL} The octopus below the spoon is swimming,NA,901.6,149.6,508.9,239.4,59.9,309.3,129.7,1,0.74,1.574,0.11,reverse,octopusUnerg.jpeg.reverse,1051.2,901.6,149.6,508.9,239.4,59.9,309.3,129.7,439
3930,simultaneous,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Unrelated,Verb,boy,90,4,building,List5,1,45,{SL} The boy below the desk is yawning,NA,NA,NA,NA,NA,NA,NA,NA,5,0.82,0.771,0.18,reverse,boyUnerg.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
3931,negative,church,Unacc,rabbitUnacc.jpeg,grow,shake,Unrelated,Verb,rabbit,91,4,building,List5,1,45,{SL} The rabbit above the chair is shaking,NA,881.6,79.9,409,309.3,79.8,349.2,59.9,1,0.54,2.711,0.8,reverse,rabbitUnacc.jpeg.reverse,961.5,881.6,79.9,409,309.3,79.8,349.2,59.9,409.1
3932,simultaneous,gun,Unerg,pirateUnerg.jpeg,sneeze,cough,Related,Verb,pirate,92,4,weapon,List5,1,45,{SL} The pirate below the guitar is coughing,NA,831.7,109.8,468.9,658.5,209.6,518.8,209.5,1,0.7,0.987,0,reverse,pirateUnerg.jpeg.reverse,941.5,831.7,109.8,468.9,658.5,209.6,518.8,209.5,728.3
3933,negative,drill,Unacc,penguineUnacc.jpeg,shake,bounce,Related,Verb,penguine,93,4,tool,List5,1,45,{SL} The penguin below the tomato is bouncing,NA,622.2,99.8,449,199.5,109.8,788.2,548.7,1,0.54,1.736,NA,reverse,penguineUnacc.jpeg.reverse,722,622.2,99.8,449,199.5,109.8,788.2,548.7,1336.9
3934,simultaneous,table,Unerg,snailUnerg.jpeg,walk,crawl,Related,Verb,snail,94,4,funiture,List5,1,45,{SL} The snail below the castle is crawling,NA,NA,NA,NA,NA,NA,NA,NA,11,0.14,3.728,0.74,reverse,snailUnerg.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
3935,negative,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Related,Verb,monkey,95,4,tool,List5,1,45,{SL} The monkey above the carrot is sleeping,NA,851.7,89.8,429,319.3,69.8,538.8,309.3,1,0.9,0.606,0,reverse,monkeyUnerg.jpeg.reverse,941.5,851.7,89.8,429,319.3,69.8,538.8,309.3,848.1
3936,negative,harp,Unerg,ballerinaUnerg.jpeg,swim,run,Related,Verb,ballerina,96,4,instrument,List5,1,45,{SL} The ballerina above the ax is running,NA,542.4,89.8,848.1,339.2,89.8,399.1,169.6,1,0.84,1.034,0.04,reverse,ballerinaUnerg.jpeg.reverse,632.2,542.4,89.8,848.1,339.2,89.8,399.1,169.6,568.7
3937,negative,spoon,Unacc,octopusUnacc.jpeg,melt,boil,Related,Verb,octopus,1,2,tool,List6,1,46,{SL} The octopus below the lemon is boiling,NA,1071.2,159.6,648.6,389.1,159.6,478.9,429.1,1,0.5,2.319,0.96,reverse,octopusUnacc.jpeg.reverse,1230.8,1071.2,159.6,648.6,389.1,159.6,478.9,429.1,908
3938,simultaneous,ax,Unacc,ballerinaUnacc.jpeg,float,shrink,Unrelated,Verb,ballerina,2,2,weapon,List6,1,46,{SL} The ballerina above the harp is shrinking,NA,991.4,79.8,748.3,528.8,139.7,578.7,149.6,1,0.76,1.56,0.92,reverse,ballerinaUnacc.jpeg.reverse,1071.2,991.4,79.8,748.3,528.8,139.7,578.7,149.6,728.3
3939,negative,desk,Unacc,boyUnacc.jpeg,drown,float,Related,Verb,boy,3,2,funiture,List6,1,46,{SL} The boy below the lighthouse is floating,NA,1081.2,109.7,429.1,448.9,89.8,818.2,229.4,1,0.7,1.718,0.92,reverse,boyUnacc.jpeg.reverse,1190.9,1081.2,109.7,429.1,448.9,89.8,818.2,229.4,1047.6
3940,simultaneous,sword,Unacc,cowboyUnacc.jpeg,sink,fall,Related,Verb,cowboy,4,2,weapon,List6,1,46,{SL} The cowboy above the piano is falling,NA,921.5,89.8,648.6,409,89.8,708.4,259.4,1,0.84,1.114,0.98,reverse,cowboyUnacc.jpeg.reverse,1011.3,921.5,89.8,648.6,409,89.8,708.4,259.4,967.8
3941,negative,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Unrelated,Verb,pirate,5,2,instrument,List6,1,46,{SL} The pirate below the gun is sinking,NA,1031.3,79.8,658.5,399.1,89.8,618.6,199.5,1,0.72,1.649,0.92,reverse,pirateUnacc.jpeg.reverse,1111.1,1031.3,79.8,658.5,399.1,89.8,618.6,199.5,818.1
3942,simultaneous,windmill,Unerg,chefUnerg.jpeg,sleep,yell,Unrelated,Verb,chef,6,2,building,List6,1,46,{SL} The chef above the drawer is yelling,NA,1111.1,89.8,608.6,429,99.8,658.5,249.5,1,0.78,0.961,0.06,reverse,chefUnerg.jpeg.reverse,1200.9,1111.1,89.8,608.6,429,99.8,658.5,249.5,908
3943,negative,violin,Unacc,clownUnacc.jpeg,shrink,grow,Related,Verb,clown,7,2,instrument,List6,1,46,{SL} The clown below the canon is growing,NA,1091.2,129.7,528.8,319.2,79.9,678.4,259.4,1,0.7,1.918,1,reverse,clownUnacc.jpeg.reverse,1220.9,1091.2,129.7,528.8,319.2,79.9,678.4,259.4,937.8
3944,simultaneous,drill,Unacc,penguineUnacc.jpeg,shake,bounce,Related,Verb,penguine,8,2,tool,List6,1,46,{SL} The penguin below the tomato is bouncing,NA,1051.2,89.8,648.6,369.1,129.7,678.5,269.4,1,0.54,1.736,NA,reverse,penguineUnacc.jpeg.reverse,1141,1051.2,89.8,648.6,369.1,129.7,678.5,269.4,947.9
3945,simultaneous,dresser,Unacc,chefUnacc.jpeg,float,drown,Related,Verb,chef,9,2,funiture,List6,1,46,{SL} The chef above the windmill is drowning,NA,NA,NA,NA,NA,NA,NA,NA,4,0.68,1.912,1,reverse,chefUnacc.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
3946,simultaneous,harp,Unerg,ballerinaUnerg.jpeg,swim,run,Related,Verb,ballerina,10,2,instrument,List6,1,46,{SL} The ballerina above the ax is running,NA,1280.7,89.8,1726.1,409.1,199.5,588.7,319.3,1,0.84,1.034,0.04,reverse,ballerinaUnerg.jpeg.reverse,1370.5,1280.7,89.8,1726.1,409.1,199.5,588.7,319.3,908
3947,negative,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Unrelated,Verb,octopus,11,2,fruit,List6,1,46,{SL} The octopus below the spoon is swimming,NA,911.6,159.6,568.7,299.3,109.8,449,59.8,1,0.74,1.574,0.11,reverse,octopusUnerg.jpeg.reverse,1071.2,911.6,159.6,568.7,299.3,109.8,449,59.8,508.8
3948,negative,castle,Unacc,snailUnacc.jpeg,trip,melt,Unrelated,Verb,snail,12,2,building,List6,1,46,{SL} The snail below the table is melting,NA,1390.5,99.7,449,299.3,99.8,508.9,189.5,1,0.16,3.886,0.58,reverse,snailUnacc.jpeg.reverse,1490.2,1390.5,99.7,449,299.3,99.8,508.9,189.5,698.4
3949,simultaneous,chair,Unerg,rabitUnerg.jpeg,wink,smile,Related,Verb,rabit,13,2,funiture,List6,1,46,{SL} The rabbit above the church is smiling,NA,1131.1,109.7,508.9,319.2,139.7,498.9,99.8,1,0.46,2.955,0.11,reverse,rabitUnerg.jpeg.reverse,1240.8,1131.1,109.7,508.9,319.2,139.7,498.9,99.8,598.7
3950,simultaneous,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Related,Verb,monkey,14,2,tool,List6,1,46,{SL} The monkey above the carrot is sleeping,NA,1979.1,199.6,568.7,369.2,89.7,439.1,139.6,1,0.9,0.606,0,reverse,monkeyUnerg.jpeg.reverse,2178.7,1979.1,199.6,568.7,369.2,89.7,439.1,139.6,578.7
3951,simultaneous,church,Unacc,rabbitUnacc.jpeg,grow,shake,Unrelated,Verb,rabbit,15,2,building,List6,1,46,{SL} The rabbit above the chair is shaking,NA,1320.6,109.8,678.4,419.1,79.8,628.6,498.8,1,0.54,2.711,0.8,reverse,rabbitUnacc.jpeg.reverse,1430.4,1320.6,109.8,678.4,419.1,79.8,628.6,498.8,1127.4
3952,negative,apple,Unerg,dogUnerg.jpeg,yell,bark,Related,Verb,dog,16,2,fruit,List6,1,46,{SL} The dog above the hammer is barking,NA,1101.1,89.8,488.9,478.9,109.8,598.6,319.3,1,0.7,0.987,0,reverse,dogUnerg.jpeg.reverse,1190.9,1101.1,89.8,488.9,478.9,109.8,598.6,319.3,917.9
3953,simultaneous,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Unrelated,Verb,cowboy,17,2,instrument,List6,1,46,{SL} The cowboy above the sword is winking,NA,1270.7,119.8,568.7,329.2,89.8,498.9,219.5,1,0.64,1.628,0.24,reverse,cowboyUnerg.jpeg.reverse,1390.5,1270.7,119.8,568.7,329.2,89.8,498.9,219.5,718.4
3954,simultaneous,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Unrelated,Verb,penguine,18,2,fruit,List6,1,46,{SL} The penguin below the drill is sneezing,NA,1460.3,99.8,558.7,429,129.8,548.7,119.7,1,0.78,1.088,NA,reverse,penguineUnerg.jpeg.reverse,1560.1,1460.3,99.8,558.7,429,129.8,548.7,119.7,668.4
3955,negative,gun,Unerg,pirateUnerg.jpeg,sneeze,cough,Related,Verb,pirate,19,2,weapon,List6,1,46,{SL} The pirate below the guitar is coughing,NA,1230.8,209.6,628.5,429.1,99.7,638.6,179.6,1,0.7,0.987,0,reverse,pirateUnerg.jpeg.reverse,1440.4,1230.8,209.6,628.5,429.1,99.7,638.6,179.6,818.2
3956,negative,table,Unerg,snailUnerg.jpeg,walk,crawl,Related,Verb,snail,20,2,funiture,List6,1,46,{SL} The snail below the castle is crawling,NA,881.6,99.8,449,279.4,109.7,718.4,179.6,1,0.14,3.728,0.74,reverse,snailUnerg.jpeg.reverse,981.4,881.6,99.8,449,279.4,109.7,718.4,179.6,898
3957,negative,cannon,Unerg,clownUnerg.jpeg,cough,walk,Unrelated,Verb,clown,21,2,weapon,List6,1,46,{SL} The clown below the violin is walking,NA,2587.8,129.7,448.9,229.5,99.8,498.9,159.6,1,0.58,0.961,0.24,reverse,clownUnerg.jpeg.reverse,2717.5,2587.8,129.7,448.9,229.5,99.8,498.9,159.6,658.5
3958,simultaneous,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Unrelated,Verb,monkey,22,2,fruit,List6,1,46,{SL} The monkey above the knife is tripping,NA,1171,119.7,528.8,538.8,99.7,598.7,259.4,1,0.36,3.082,0.59,reverse,monkeyUnacc.jpeg.reverse,1290.7,1171,119.7,528.8,538.8,99.7,598.7,259.4,858.1
3959,negative,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Unrelated,Verb,boy,23,2,building,List6,1,46,{SL} The boy below the desk is yawning,NA,1051.2,89.8,309.3,508.9,498.8,538.8,259.4,1,0.82,0.771,0.18,reverse,boyUnerg.jpeg.reverse,1141,1051.2,89.8,309.3,508.9,498.8,538.8,259.4,798.2
3960,negative,hammer,Unacc,dogUnacc.jpeg,sink,spin,Unrelated,Verb,dog,24,2,tool,List6,1,46,{SL} The dog above the apple is spinning,NA,1490.2,99.8,449,389.1,169.6,419.1,89.8,1,0.12,3.022,0.9,reverse,dogUnacc.jpeg.reverse,1590,1490.2,99.8,449,389.1,169.6,419.1,89.8,508.9
3961,simultaneous,lighthouse,Unerg,boyUnerg.jpeg,sleep,yawn,Related,Verb,boy,25,3,building,List6,1,46,{SL} The boy below the desk is yawning,NA,931.5,89.8,329.3,528.8,109.7,578.7,249.4,1,0.82,0.771,0.18,reverse,boyUnerg.jpeg.reverse,1021.3,931.5,89.8,329.3,528.8,109.7,578.7,249.4,828.1
3962,negative,gun,Unerg,pirateUnerg.jpeg,walk,cough,Unrelated,Verb,pirate,26,3,weapon,List6,1,46,{SL} The pirate below the guitar is coughing,NA,1091.2,109.7,498.9,399.1,99.7,528.8,159.7,1,0.7,0.987,0,reverse,pirateUnerg.jpeg.reverse,1200.9,1091.2,109.7,498.9,399.1,99.7,528.8,159.7,688.5
3963,negative,apple,Unerg,dogUnerg.jpeg,yawn,bark,Unrelated,Verb,dog,27,3,fruit,List6,1,46,{SL} The dog above the hammer is barking,NA,1131.1,99.7,329.3,269.4,79.8,478.9,179.6,1,0.7,0.987,0,reverse,dogUnerg.jpeg.reverse,1230.8,1131.1,99.7,329.3,269.4,79.8,478.9,179.6,658.5
3964,simultaneous,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Related,Verb,pirate,28,3,instrument,List6,1,46,{SL} The pirate below the gun is sinking,NA,901.6,79.8,419.1,329.2,99.8,359.2,129.7,1,0.72,1.649,0.92,reverse,pirateUnacc.jpeg.reverse,981.4,901.6,79.8,419.1,329.2,99.8,359.2,129.7,488.9
3965,negative,ax,Unacc,ballerinaUnacc.jpeg,grow,shrink,Related,Verb,ballerina,29,3,weapon,List6,1,46,{SL} The ballerina above the harp is shrinking,NA,881.6,99.8,558.7,379.2,99.7,389.2,89.8,1,0.76,1.56,0.92,reverse,ballerinaUnacc.jpeg.reverse,981.4,881.6,99.8,558.7,379.2,99.7,389.2,89.8,479
3966,simultaneous,lemon,Unerg,octopusUnerg.jpeg,run,swim,Related,Verb,octopus,30,3,fruit,List6,1,46,{SL} The octopus below the spoon is swimming,NA,841.7,59.9,598.6,309.3,79.8,528.8,119.8,1,0.74,1.574,0.11,reverse,octopusUnerg.jpeg.reverse,901.6,841.7,59.9,598.6,309.3,79.8,528.8,119.8,648.6
3967,negative,tomato,Unerg,penguineUnerg.jpeg,cough,sneeze,Related,Verb,penguine,31,3,fruit,List6,1,46,{SL} The penguin below the drill is sneezing,NA,801.8,89.8,478.9,289.4,89.8,608.6,169.6,1,0.78,1.088,NA,reverse,penguineUnerg.jpeg.reverse,891.6,801.8,89.8,478.9,289.4,89.8,608.6,169.6,778.2
3968,simultaneous,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Unrelated,Verb,chef,32,3,funiture,List6,1,46,{SL} The chef above the windmill is drowning,NA,1151,69.9,458.9,389.1,129.7,828.2,299.3,1,0.68,1.912,1,reverse,chefUnacc.jpeg.reverse,1220.9,1151,69.9,458.9,389.1,129.7,828.2,299.3,1127.5
3969,simultaneous,castle,Unacc,snailUnacc.jpeg,boil,melt,Related,Verb,snail,33,3,building,List6,1,46,{SL} The snail below the table is melting,NA,1111.1,99.8,518.8,369.2,109.7,578.7,159.6,1,0.16,3.886,0.58,reverse,snailUnacc.jpeg.reverse,1210.9,1111.1,99.8,518.8,369.2,109.7,578.7,159.6,738.3
3970,simultaneous,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Unrelated,Verb,monkey,34,3,tool,List6,1,46,{SL} The monkey above the carrot is sleeping,NA,1031.3,99.8,389.1,239.4,109.8,528.8,139.7,1,0.9,0.606,0,reverse,monkeyUnerg.jpeg.reverse,1131.1,1031.3,99.8,389.1,239.4,109.8,528.8,139.7,668.5
3971,simultaneous,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Related,Verb,clown,35,3,weapon,List6,1,46,{SL} The clown below the violin is walking,NA,1779.6,109.7,469,319.3,79.8,578.7,189.5,1,0.58,0.961,0.24,reverse,clownUnerg.jpeg.reverse,1889.3,1779.6,109.7,469,319.3,79.8,578.7,189.5,768.2
3972,negative,windmill,Unerg,chefUnerg.jpeg,bark,yell,Related,Verb,chef,36,3,building,List6,1,46,{SL} The chef above the drawer is yelling,NA,1719.7,109.8,508.8,508.9,89.8,518.8,229.5,1,0.78,0.961,0.06,reverse,chefUnerg.jpeg.reverse,1829.5,1719.7,109.8,508.8,508.9,89.8,518.8,229.5,748.3
3973,simultaneous,harp,Unerg,ballerinaUnerg.jpeg,sneeze,run,Unrelated,Verb,ballerina,37,3,instrument,List6,1,46,{SL} The ballerina above the ax is running,NA,1420.4,79.8,558.8,309.3,189.5,399.1,149.7,1,0.84,1.034,0.04,reverse,ballerinaUnerg.jpeg.reverse,1500.2,1420.4,79.8,558.8,309.3,189.5,399.1,149.7,548.8
3974,negative,desk,Unacc,boyUnacc.jpeg,shrink,float,Unrelated,Verb,boy,38,3,funiture,List6,1,46,{SL} The boy below the lighthouse is floating,NA,771.9,119.7,389.1,409.1,109.7,688.5,209.5,1,0.7,1.718,0.92,reverse,boyUnacc.jpeg.reverse,891.6,771.9,119.7,389.1,409.1,109.7,688.5,209.5,898
3975,simultaneous,drill,Unacc,penguineUnacc.jpeg,drown,bounce,Unrelated,Verb,penguine,39,3,tool,List6,1,46,{SL} The penguin below the tomato is bouncing,NA,1181,89.7,588.7,409.1,119.7,708.4,229.5,1,0.54,1.736,NA,reverse,penguineUnacc.jpeg.reverse,1270.7,1181,89.7,588.7,409.1,119.7,708.4,229.5,937.9
3976,negative,table,Unerg,snailUnerg.jpeg,wink,crawl,Unrelated,Verb,snail,40,3,funiture,List6,1,46,{SL} The snail below the castle is crawling,NA,1001.4,89.8,608.6,349.2,139.7,688.4,129.7,1,0.14,3.728,0.74,reverse,snailUnerg.jpeg.reverse,1091.2,1001.4,89.8,608.6,349.2,139.7,688.4,129.7,818.1
3977,simultaneous,hammer,Unacc,dogUnacc.jpeg,trip,spin,Related,Verb,dog,41,3,tool,List6,1,46,{SL} The dog above the apple is spinning,NA,841.7,119.8,359.1,259.4,199.6,528.8,79.8,1,0.12,3.022,0.9,reverse,dogUnacc.jpeg.reverse,961.5,841.7,119.8,359.1,259.4,199.6,528.8,79.8,608.6
3978,negative,violin,Unacc,clownUnacc.jpeg,shake,grow,Unrelated,Verb,clown,42,3,instrument,List6,1,46,{SL} The clown below the canon is growing,NA,1729.7,99.8,518.8,309.3,89.8,518.8,249.4,1,0.7,1.918,1,reverse,clownUnacc.jpeg.reverse,1829.5,1729.7,99.8,518.8,309.3,89.8,518.8,249.4,768.2
3979,negative,church,Unacc,rabbitUnacc.jpeg,bounce,shake,Related,Verb,rabbit,43,3,building,List6,1,46,{SL} The rabbit above the chair is shaking,NA,881.6,79.9,518.8,399.1,99.7,638.6,309.3,1,0.54,2.711,0.8,reverse,rabbitUnacc.jpeg.reverse,961.5,881.6,79.9,518.8,399.1,99.7,638.6,309.3,947.9
3980,negative,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Related,Verb,cowboy,44,3,instrument,List6,1,46,{SL} The cowboy above the sword is winking,NA,761.9,109.8,538.7,329.3,99.8,488.8,199.6,1,0.64,1.628,0.24,reverse,cowboyUnerg.jpeg.reverse,871.7,761.9,109.8,538.7,329.3,99.8,488.8,199.6,688.4
3981,negative,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Unrelated,Verb,octopus,45,3,tool,List6,1,46,{SL} The octopus below the lemon is boiling,NA,971.4,139.7,578.7,319.3,89.8,439,269.4,1,0.5,2.319,0.96,reverse,octopusUnacc.jpeg.reverse,1111.1,971.4,139.7,578.7,319.3,89.8,439,269.4,708.4
3982,negative,carrot,Unacc,monkeyUnacc.jpeg,spin,trip,Related,Verb,monkey,46,3,fruit,List6,1,46,{SL} The monkey above the knife is tripping,NA,761.9,89.8,558.7,548.8,139.7,518.8,269.4,1,0.36,3.082,0.59,reverse,monkeyUnacc.jpeg.reverse,851.7,761.9,89.8,558.7,548.8,139.7,518.8,269.4,788.2
3983,simultaneous,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Unrelated,Verb,cowboy,47,3,weapon,List6,1,46,{SL} The cowboy above the piano is falling,NA,801.8,89.8,588.7,339.2,89.8,648.5,249.5,1,0.84,1.114,0.98,reverse,cowboyUnacc.jpeg.reverse,891.6,801.8,89.8,588.7,339.2,89.8,648.5,249.5,898
3984,simultaneous,chair,Unerg,rabitUnerg.jpeg,swim,smile,Unrelated,Verb,rabit,48,3,funiture,List6,1,46,{SL} The rabbit above the church is smiling,NA,742,119.7,598.6,329.3,149.6,548.8,119.7,1,0.46,2.955,0.11,reverse,rabitUnerg.jpeg.reverse,861.7,742,119.7,598.6,329.3,149.6,548.8,119.7,668.5
3985,negative,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Unrelated,Verb,cowboy,49,4,instrument,List6,1,46,{SL} The cowboy above the sword is winking,NA,1410.4,89.8,558.8,249.4,99.8,419,259.4,1,0.64,1.628,0.24,reverse,cowboyUnerg.jpeg.reverse,1500.2,1410.4,89.8,558.8,249.4,99.8,419,259.4,678.4
3986,negative,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Unrelated,Verb,penguine,50,4,fruit,List6,1,46,{SL} The penguin below the drill is sneezing,NA,911.6,79.8,528.8,289.3,129.7,518.8,139.7,1,0.78,1.088,NA,reverse,penguineUnerg.jpeg.reverse,991.4,911.6,79.8,528.8,289.3,129.7,518.8,139.7,658.5
3987,simultaneous,desk,Unacc,boyUnacc.jpeg,drown,float,Related,Verb,boy,51,4,funiture,List6,1,46,{SL} The boy below the lighthouse is floating,NA,981.4,79.8,349.2,389.1,79.9,788.2,199.5,1,0.7,1.718,0.92,reverse,boyUnacc.jpeg.reverse,1061.2,981.4,79.8,349.2,389.1,79.9,788.2,199.5,987.7
3988,simultaneous,apple,Unerg,dogUnerg.jpeg,yell,bark,Related,Verb,dog,52,4,fruit,List6,1,46,{SL} The dog above the hammer is barking,NA,722,89.8,339.2,239.5,119.7,518.8,189.6,1,0.7,0.987,0,reverse,dogUnerg.jpeg.reverse,811.8,722,89.8,339.2,239.5,119.7,518.8,189.6,708.4
