"","Relatedness","VerbType","Pic","Picture","PictureVersion","Distractor","DistractorType","Verb","Anoun","Snoun","Order","expName","participant","Transcription","Utterance","Vcodability","Vagr","Vfreq","Aagreement","Acodability","Afreq","Sfreq","Scodability","Onset","The","dog","above","the","apple","is","soa","syllable","visual_complexity","unaccusativity","OnsetThe","experiment"
"4290","Unrelated","Unerg","penguineUnerg.jpeg","penguineUnerg.jpeg.drill","","run","Verb","sneeze","drill","penguin",66,"List8",48,"{SL} The penguin below the drill is sneezing","coughing",1.088,0.78,540,0.63,1.704,2.197,2222,0.689,NA,NA,NA,NA,NA,NA,NA,"n150","short",16254,0.04,NA,"Exp1"
"4291","Related","Unerg","pirateUnerg.jpeg","pirateUnerg.jpeg.guitar","","piano","Noun","cough","guitar","pirate",67,"List8",48,"{SL} The pirate below the guitar is coughing","sneezing",0.987,0.7,2215,0.98,0.141,2.079,6292,0.69,NA,NA,NA,NA,NA,NA,NA,"n150","long",12032,0,NA,"Exp1"
"4292","Related","Unerg","snailUnerg.jpeg","snailUnerg.jpeg.castle","","church","Noun","crawl","castle","snail",68,"List8",48,"{SL} The snail below the castle is crawling","",3.728,0.14,3131,1,0,3.332,10191,0,2068.3,99.7,478.9,309.3,119.8,578.6,329.3,"n150","long",22746,0.74,2168,"Exp1"
"4293","Unrelated","Unerg","clownUnerg.jpeg","clownUnerg.jpeg.violin","B","desk","Noun","walk","violin","clown",69,"List8",48,"{SL} The clown below the violin is walking","",2.218,0.58,33093,0.82,0.858,1.946,2761,1.896,2347.6,89.8,349.2,259.4,89.8,478.9,159.7,"n150","long",8571,0.24,2437.4,"Exp1"
"4294","Unrelated","Unacc","monkeyUnacc.jpeg","monkeyUnacc.jpeg.knife","B","melt","Verb","trip","knife","monkey",70,"List8",48,"{SL} The monkey above the knife is tripping","",3.082,0.36,28399,1,0.057,3.807,4882,0.815,2108.2,99.7,369.2,279.4,69.8,319.3,159.6,"n150","long",8773,0.59,2207.9,"Exp1"
"4295","Unrelated","Unerg","boyUnerg.jpeg","boyUnerg.jpeg.desk","A","violin","Noun","yawn","desk","boy",71,"List8",48,"{SL} The boy below the desk is yawning","",0.771,0.82,1333,1,0,4.522,42823,1.896,2217.9,99.8,429,319.3,149.6,379.2,139.7,"n150","short",17761,0.18,2317.7,"Exp1"
"4296","Unrelated","Unacc","dogUnacc.jpeg","dogUnacc.jpeg.apple","A","lighthouse","Noun","spin","apple","dog",72,"List8",48,"{SL} The dog above the apple is spinning","",3.022,0.12,10683,1,0.029,3.434,58314,0.995,2198,109.7,309.3,309.3,89.8,468.9,99.8,"n150","long",8241,0.9,2307.7,"Exp1"
"4297","Related","Unerg","boyUnerg.jpeg","boyUnerg.jpeg.desk","A","sleep","Verb","yawn","desk","boy",73,"List8",48,"{SL} The boy below the desk is yawning","",0.771,0.82,1333,1,0,4.522,42823,1.896,2397.5,89.8,259.4,269.4,129.7,369.2,109.7,"n150","short",17761,0.18,2487.3,"Exp1"
"4298","Unrelated","Unerg","pirateUnerg.jpeg","pirateUnerg.jpeg.guitar","","gun","Noun","cough","guitar","pirate",74,"List8",48,"{SL} The pirate below the guitar is coughing","captain",0.987,0.7,2215,0.98,0.141,2.079,6292,0.69,NA,NA,NA,NA,NA,NA,NA,"n150","long",12032,0,NA,"Exp1"
"4299","Unrelated","Unerg","dogUnerg.jpeg","dogUnerg.jpeg.hammer","B","dresser","Noun","bark","hammer","dog",75,"List8",48,"{SL} The dog above the hammer is barking","",0.987,0.7,2441,1,0.057,2.485,58314,0.629,2946.3,99.7,339.3,329.2,69.9,319.2,159.7,"n150","long",9533,0,3046,"Exp1"
"4300","Related","Unacc","pirateUnacc.jpeg","pirateUnacc.jpeg.gun","","fall","Verb","sink","gun","pirate",76,"List8",48,"{SL} The pirate below the gun is sinking","",1.594,0.72,8579,0.9,0.687,4.605,6292,0.592,2277.8,69.8,459,229.5,139.6,269.4,129.7,"n150","short",10904,0.92,2347.6,"Exp1"
"4301","Related","Unacc","ballerinaUnacc.jpeg","ballerinaUnacc.jpeg.harp","B","violin","Noun","shrink","harp","ballerina",77,"List8",48,"{SL} The ballerina above the harp is shrinking","",1.56,0.76,4085,0.96,0.388,1.386,140,1.937,1988.4,79.9,628.5,259.4,119.8,189.5,169.6,"n150","short",14170,0.92,2068.3,"Exp1"
"4302","Related","Unerg","octopusUnerg.jpeg","octopusUnerg.jpeg.spoon","","run","Verb","swim","spoon","octopus",78,"List8",48,"{SL} The octopus below the spoon is swimming","",1.574,0.74,5116,1,0.029,2.773,900,0.48,1599.3,139.7,868,279.4,119.7,409.1,189.6,"n150","short",7344,0.11,1739,"Exp1"
"4303","Related","Unerg","penguineUnerg.jpeg","penguineUnerg.jpeg.drill","","hammer","Noun","sneeze","drill","penguin",79,"List8",48,"{SL} The penguin below the drill is sneezing","coughing",1.088,0.78,540,0.63,1.704,2.197,2222,0.689,NA,NA,NA,NA,NA,NA,NA,"n150","short",16254,0.04,NA,"Exp1"
"4304","Unrelated","Unacc","chefUnacc.jpeg","chefUnacc.jpeg.windmill","B","bounce","Verb","drown","windmill","chef",80,"List8",48,"{SL} The chef above the windmill is drowning","sinking",1.912,0.68,1415,0.93,0.55,2.303,1418,0.774,NA,NA,NA,NA,NA,NA,NA,"n150","long",12430,1,2916.3,"Exp1"
"4305","Related","Unacc","snailUnacc.jpeg","snailUnacc.jpeg.table","","boil","Verb","melt","table","snail",81,"List8",48,"{SL} The snail below the table is melting","",3.886,0.16,2781,0.98,0.141,5.464,10191,0,2088.2,89.8,409.1,289.3,119.7,449,119.8,"n150","long",12010,0.58,2178,"Exp1"
"4306","Unrelated","Unerg","monkeyUnerg.jpeg","monkeyUnerg.jpeg.carrot","A","yell","Verb","sleep","carrot","monkey",82,"List8",48,"{SL} The monkey above the carrot is sleeping","",0.606,0.9,25606,1,0,2.197,4882,0.357,2088.2,89.8,419.1,289.3,59.9,389.1,99.7,"n150","long",13201,0,2178,"Exp1"
"4307","Related","Unerg","clownUnerg.jpeg","clownUnerg.jpeg.violin","B","crawl","Verb","walk","violin","clown",83,"List8",48,"{SL} The clown below the violin is walking","",2.218,0.58,33093,0.82,0.858,1.946,2761,1.896,1858.7,139.7,349.2,229.5,109.7,538.8,139.7,"n150","long",8571,0.24,1998.4,"Exp1"
"4308","Related","Unerg","chefUnerg.jpeg","chefUnerg.jpeg.drawer","A","table","Noun","yell","drawer","chef",84,"List8",48,"{SL} The chef above the drawer is yelling","",0.961,0.78,3322,0.48,2.095,1.792,1418,0.774,1719,99.8,329.3,339.2,79.8,399.1,159.7,"n150","long",21173,0.06,1818.8,"Exp1"
"4309","Unrelated","Unerg","ballerinaUnerg.jpeg","ballerinaUnerg.jpeg.ax","A","sneeze","Verb","run","ax","ballerina",85,"List8",48,"{SL} The ballerina above the ax is running","",1.034,0.84,223338,0.86,0.668,2.303,140,1.707,2567.1,69.9,598.6,389.1,129.7,409.1,179.6,"n150","short",7849,0.04,2637,"Exp1"
"4310","Unrelated","Unacc","boyUnacc.jpeg","boyUnacc.jpeg.lighthouse","B","apple","Noun","float","lighthouse","boy",86,"List8",48,"{SL} The boy below the lighthouse is floating","",1.718,0.7,5704,0.94,0.409,1.386,42823,1.733,1559.4,99.8,239.4,339.3,139.7,588.6,538.8,"n150","long",31692,0.92,1659.2,"Exp1"
"4311","Unrelated","Unacc","penguineUnacc.jpeg","penguineUnacc.jpeg.tomato","","drown","Verb","bounce","tomato","penguin",87,"List8",48,"{SL} The penguin below the tomato is bouncing","",1.645,0.54,4243,0.98,0.141,2.079,2222,0.303,2198,99.7,409.1,239.5,119.7,488.9,139.7,"n150","long",8388,0.56,2297.7,"Exp1"
"4312","Unrelated","Unerg","snailUnerg.jpeg","snailUnerg.jpeg.castle","","knife","Noun","crawl","castle","snail",88,"List8",48,"{SL} The snail below the castle is crawling","",3.728,0.14,3131,1,0,3.332,10191,0,2257.8,89.8,369.2,269.4,109.7,498.9,139.7,"n150","long",22746,0.74,2347.6,"Exp1"
"4313","Related","Unacc","dogUnacc.jpeg","dogUnacc.jpeg.apple","A","trip","Verb","spin","apple","dog",89,"List8",48,"{SL} The dog above the apple is spinning","",3.022,0.12,10683,1,0.029,3.434,58314,0.995,1549.4,89.8,309.3,289.4,89.8,389.1,99.8,"n150","long",8241,0.9,1639.2,"Exp1"
"4314","Unrelated","Unacc","clownUnacc.jpeg","clownUnacc.jpeg.canon","A","lemon","Noun","grow","canon","clown",90,"List8",48,"{SL} The clown below the canon is growing","",1.786,0.7,24803,1,0.111,1.946,2761,0.179,1509.5,99.8,868,349.2,109.8,458.9,159.7,"n150","long",17678,1,1609.3,"Exp1"
"4315","Related","Unacc","rabbitUnacc.jpeg","rabbitUnacc.jpeg.chair","","desk","Noun","shake","chair","rabbit",91,"List8",48,"{SL} The rabbit above the chair is shaking","",2.711,0.54,5292,1,0,4.92,5751,1.086,1539.5,99.7,379.2,319.2,89.8,399.1,139.7,"n150","short",11238,0.8,1639.2,"Exp1"
"4316","Related","Unerg","cowboyUnerg.jpeg","cowboyUnerg.jpeg.sword","B","ax","Noun","wink","sword","cowboy",92,"List8",48,"{SL} The cowboy above the sword is winking","",1.643,0.64,1494,0.92,0.522,2.89,2826,0.35,1649.2,99.8,419,299.3,109.8,329.2,139.7,"n150","short",10243,0.24,1749,"Exp1"
"4317","Unrelated","Unacc","octopusUnacc.jpeg","octopusUnacc.jpeg.lemon","","cannon","Noun","boil","lemon","octopus",93,"List8",48,"{SL} The octopus below the lemon is boiling","",2.319,0.5,3837,1,0.029,2.773,900,0.656,1619.3,139.7,548.7,269.4,139.7,389.1,149.7,"n150","long",8524,0.96,1759,"Exp1"
"4318","Related","Unacc","monkeyUnacc.jpeg","monkeyUnacc.jpeg.knife","B","spoon","Noun","trip","knife","monkey",94,"List8",48,"{SL} The monkey above the knife is tripping","",3.082,0.36,28399,1,0.057,3.807,4882,0.815,2048.3,59.9,349.2,299.3,69.8,329.3,159.6,"n150","long",8773,0.59,2108.2,"Exp1"
"4319","Unrelated","Unacc","cowboyUnacc.jpeg","cowboyUnacc.jpeg.piano","A","boil","Verb","fall","piano","cowboy",95,"List8",48,"{SL} The cowboy above the piano is falling","",1.114,0.84,46059,1,0.029,3.332,2826,0.885,1669.2,89.8,419,309.3,109.8,468.9,149.6,"n150","long",19570,0.98,1759,"Exp1"
"4320","Unrelated","Unerg","rabitUnerg.jpeg","rabitUnerg.jpeg.church","","swim","Verb","smile","church","rabbit",96,"List8",48,"{SL} The rabbit above the church is smiling","",2.748,0.46,12276,0.96,0.282,5.215,5751,1.061,1958.5,89.8,359.2,289.3,89.8,339.3,79.8,"n150","short",34595,0.11,2048.3,"Exp1"
"4321","Related","Unacc","octopusUnacc.jpeg","octopusUnacc.jpeg.spoon","","apple","Noun","boil","spoon","octopus",1,"List2",49,"{SL} The octopus below the lemon is boiling","",2.319,0.5,3837,1,0.029,2.773,900,0.656,1000.7,149.6,848.1,359.2,379.1,598.7,1197.3,"n150","short",7344,0.96,1150.3,"Exp1"
"4322","Unrelated","Unacc","ballerinaUnacc.jpeg","ballerinaUnacc.jpeg.ax","A","float","Verb","shrink","ax","ballerina",2,"List2",49,"{SL} The ballerina above the harp is shrinking","",1.56,0.76,4085,0.86,0.668,2.303,140,1.937,1000.7,269.4,508.8,439,119.7,399.1,508.9,"n150","short",7849,0.92,1270.1,"Exp1"
"4323","Related","Unacc","boyUnacc.jpeg","boyUnacc.jpeg.desk","A","windmill","Noun","float","desk","boy",3,"List2",49,"{SL} The boy below the lighthouse is floating","repair",1.718,0.7,5704,1,0,4.522,42823,1.733,NA,NA,NA,NA,NA,NA,NA,"n150","short",17761,0.92,NA,"Exp1"
"4324","Related","Unacc","cowboyUnacc.jpeg","cowboyUnacc.jpeg.sword","B","sink","Verb","fall","sword","cowboy",4,"List2",49,"{SL} The cowboy above the piano is falling","",1.114,0.84,46059,0.92,0.522,2.89,2826,0.885,1070.5,279.4,429,598.7,129.7,548.7,568.7,"n150","short",10243,0.98,1349.9,"Exp1"
"4325","Unrelated","Unacc","pirateUnacc.jpeg","pirateUnacc.jpeg.guitar","","guitar","Noun","sink","guitar","pirate",5,"List2",49,"{SL} The pirate below the gun is sinking","",1.594,0.72,8579,0.98,0.141,2.079,6292,0.592,1000.7,548.7,1376.9,369.2,89.8,478.9,309.3,"n150","long",12032,0.92,1549.4,"Exp1"
"4326","Unrelated","Unerg","chefUnerg.jpeg","chefUnerg.jpeg.windmill","B","sleep","Verb","yell","windmill","chef",6,"List2",49,"{SL} The chef above the drawer is yelling","repair",0.946,0.78,3322,0.93,0.55,2.303,1418,1.194,NA,NA,NA,NA,NA,NA,NA,"n150","long",12430,0.06,NA,"Exp1"
"4327","Related","Unacc","clownUnacc.jpeg","clownUnacc.jpeg.violin","B","gun","Noun","grow","violin","clown",7,"List2",49,"{SL} The clown below the canon is growing","repair",1.786,0.7,24803,0.82,0.858,1.946,2761,0.179,NA,NA,NA,NA,NA,NA,NA,"n150","long",8571,1,NA,"Exp1"
"4328","Related","Unacc","penguineUnacc.jpeg","penguineUnacc.jpeg.drill","","shake","Verb","bounce","drill","penguin",8,"List2",49,"{SL} The penguin below the tomato is bouncing","",1.645,0.54,4243,0.63,1.704,2.197,2222,0.303,861,79.8,858.1,458.9,89.8,439,119.7,"n150","short",16254,0.56,940.8,"Exp1"
"4329","Related","Unacc","chefUnacc.jpeg","chefUnacc.jpeg.drawer","A","float","Verb","drown","drawer","chef",9,"List2",49,"{SL} The chef above the windmill is drowning","",1.912,0.68,1415,0.48,2.095,1.792,1418,1.194,1320,89.8,458.9,449,109.7,548.8,668.5,"n150","long",21173,1,1409.8,"Exp1"
"4330","Related","Unerg","ballerinaUnerg.jpeg","ballerinaUnerg.jpeg.harp","B","swim","Verb","run","harp","ballerina",10,"List2",49,"{SL} The ballerina above the ax is running","",1.034,0.84,223338,0.96,0.388,1.386,140,1.707,1569.4,69.8,2125.2,429,209.5,329.3,109.8,"n150","short",14170,0.04,1639.2,"Exp1"
"4331","Unrelated","Unerg","octopusUnerg.jpeg","octopusUnerg.jpeg.lemon","","ax","Noun","swim","lemon","octopus",11,"List2",49,"{SL} The octopus below the spoon is swimming","",1.574,0.74,5116,0.96,0.31,2.773,900,0.48,940.8,149.7,658.5,299.3,79.8,478.9,129.7,"n150","long",8524,0.11,1090.5,"Exp1"
"4332","Unrelated","Unacc","snailUnacc.jpeg","snailUnacc.jpeg.castle","","tomato","Noun","melt","castle","snail",12,"List2",49,"{SL} The snail below the table is melting","desk",3.886,0.16,2781,1,0,3.332,10191,0,NA,NA,NA,NA,NA,NA,NA,"n150","long",22746,0.58,NA,"Exp1"
"4333","Related","Unerg","rabitUnerg.jpeg","rabitUnerg.jpeg.chair","","wink","Verb","smile","chair","rabbit",13,"List2",49,"{SL} The rabbit above the church is smiling","repair",2.748,0.46,12276,1,0,4.92,5751,1.061,NA,NA,NA,NA,NA,NA,NA,"n150","short",11238,0.11,NA,"Exp1"
"4334","Related","Unerg","monkeyUnerg.jpeg","monkeyUnerg.jpeg.knife","B","yawn","Verb","sleep","knife","monkey",14,"List2",49,"{SL} The monkey above the carrot is sleeping","",0.606,0.9,25606,1,0.057,3.807,4882,0.357,940.8,89.8,309.3,299.3,59.9,458.9,119.8,"n150","long",8773,0,1030.6,"Exp1"
"4335","Unrelated","Unacc","rabbitUnacc.jpeg","rabbitUnacc.jpeg.church","","grow","Verb","shake","church","rabbit",15,"List2",49,"{SL} The rabbit above the chair is shaking","",2.711,0.54,5292,0.96,0.282,5.215,5751,1.086,1050.6,129.7,588.6,359.2,69.9,429,578.7,"n150","short",34595,0.8,1180.3,"Exp1"
"4336","Related","Unerg","dogUnerg.jpeg","dogUnerg.jpeg.apple","A","drill","Noun","bark","apple","dog",16,"List2",49,"{SL} The dog above the hammer is barking","",0.987,0.7,2441,1,0.029,3.434,58314,0.629,881,79.8,339.2,708.4,1317,399.1,149.6,"n150","long",8241,0,960.8,"Exp1"
"4337","Unrelated","Unerg","cowboyUnerg.jpeg","cowboyUnerg.jpeg.piano","A","crawl","Verb","wink","piano","cowboy",17,"List2",49,"{SL} The cowboy above the sword is winking","",1.643,0.64,1494,1,0.029,3.332,2826,0.35,741.3,69.8,299.3,528.8,109.8,449,189.5,"n150","long",19570,0.24,811.1,"Exp1"
"4338","Unrelated","Unerg","penguineUnerg.jpeg","penguineUnerg.jpeg.tomato","","run","Verb","sneeze","tomato","penguin",18,"List2",49,"{SL} The penguin below the drill is sneezing","",1.088,0.78,540,0.98,0.141,2.708,2222,0.689,1000.7,239.4,638.6,508.8,169.6,429.1,987.7,"n150","long",8388,0.04,1240.1,"Exp1"
"4339","Related","Unerg","pirateUnerg.jpeg","pirateUnerg.jpeg.gun","","piano","Noun","cough","gun","pirate",19,"List2",49,"{SL} The pirate below the guitar is coughing","repair",0.987,0.7,2215,0.9,0.687,4.605,6292,0.69,NA,NA,NA,NA,NA,NA,NA,"n150","short",10904,0,NA,"Exp1"
"4340","Related","Unerg","snailUnerg.jpeg","snailUnerg.jpeg.table","","church","Noun","crawl","table","snail",20,"List2",49,"{SL} The snail below the castle is crawling","",3.728,0.14,3131,0.98,0.141,5.464,10191,0,1270.1,109.7,469,319.2,648.6,578.6,668.5,"n150","long",12010,0.74,1379.8,"Exp1"
"4341","Unrelated","Unerg","clownUnerg.jpeg","clownUnerg.jpeg.canon","A","desk","Noun","walk","canon","clown",21,"List2",49,"{SL} The clown below the violin is walking","",2.218,0.58,33093,1,0.111,1.946,2761,1.896,1040.6,718.4,478.9,379.1,79.8,578.7,189.6,"n150","long",17678,0.24,1759,"Exp1"
"4342","Unrelated","Unacc","monkeyUnacc.jpeg","monkeyUnacc.jpeg.carrot","A","melt","Verb","trip","carrot","monkey",22,"List2",49,"{SL} The monkey above the knife is tripping","",3.082,0.36,28399,1,0,2.197,4882,0.815,711.3,139.7,459,458.9,808.2,409.1,448.9,"n150","long",13201,0.59,851,"Exp1"
"4343","Unrelated","Unerg","boyUnerg.jpeg","boyUnerg.jpeg.lighthouse","B","violin","Noun","yawn","lighthouse","boy",23,"List2",49,"{SL} The boy below the desk is yawning","",0.771,0.82,1333,0.94,0.409,1.386,42823,1.896,881,239.4,578.7,578.7,1766,399.1,139.6,"n150","long",31692,0.18,1120.4,"Exp1"
"4344","Unrelated","Unacc","dogUnacc.jpeg","dogUnacc.jpeg.hammer","B","lighthouse","Noun","spin","hammer","dog",24,"List2",49,"{SL} The dog above the apple is spinning","",3.022,0.12,10683,1,0.057,2.485,58314,0.629,1768.9,129.7,389.2,309.3,329.2,359.2,289.3,"n150","long",9533,0.9,1898.6,"Exp1"
"4345","Related","Unerg","boyUnerg.jpeg","boyUnerg.jpeg.lighthouse","B","sleep","Verb","yawn","lighthouse","boy",25,"List2",49,"{SL} The boy below the desk is yawning","",0.771,0.82,1333,0.94,0.409,1.386,42823,1.896,851,109.8,359.2,628.5,129.7,718.4,409.1,"n150","long",31692,0.18,960.8,"Exp1"
"4346","Unrelated","Unerg","pirateUnerg.jpeg","pirateUnerg.jpeg.gun","","gun","Noun","cough","gun","pirate",26,"List2",49,"{SL} The pirate below the guitar is coughing","",0.987,0.7,2215,0.9,0.687,4.605,6292,0.69,940.8,459,548.7,359.2,119.7,1366.9,329.3,"n150","short",10904,0,1399.8,"Exp1"
"4347","Unrelated","Unerg","dogUnerg.jpeg","dogUnerg.jpeg.apple","A","dresser","Noun","bark","apple","dog",27,"List2",49,"{SL} The dog above the hammer is barking","",0.987,0.7,2441,1,0.029,3.434,58314,0.629,1070.5,99.8,279.4,259.4,79.8,399.1,239.4,"n150","long",8241,0,1170.3,"Exp1"
"4348","Related","Unacc","pirateUnacc.jpeg","pirateUnacc.jpeg.guitar","","fall","Verb","sink","guitar","pirate",28,"List2",49,"{SL} The pirate below the gun is sinking","repair",1.594,0.72,8579,0.98,0.141,2.079,6292,0.592,NA,NA,NA,NA,NA,NA,NA,"n150","long",12032,0.92,NA,"Exp1"
"4349","Related","Unacc","ballerinaUnacc.jpeg","ballerinaUnacc.jpeg.ax","A","violin","Noun","shrink","ax","ballerina",29,"List2",49,"{SL} The ballerina above the harp is shrinking","",1.56,0.76,4085,0.86,0.668,2.303,140,1.937,831.1,89.8,538.7,359.2,99.8,319.3,419,"n150","short",7849,0.92,920.9,"Exp1"
"4350","Related","Unerg","octopusUnerg.jpeg","octopusUnerg.jpeg.lemon","","run","Verb","swim","lemon","octopus",30,"List2",49,"{SL} The octopus below the spoon is swimming","",1.574,0.74,5116,0.96,0.31,2.773,900,0.48,851,69.9,698.4,339.2,79.8,469,379.1,"n150","long",8524,0.11,920.9,"Exp1"
"4351","Related","Unerg","penguineUnerg.jpeg","penguineUnerg.jpeg.tomato","","hammer","Noun","sneeze","tomato","penguin",31,"List2",49,"{SL} The penguin below the drill is sneezing","",1.088,0.78,540,0.98,0.141,2.708,2222,0.689,821.1,69.8,419.1,329.2,109.8,498.8,858.1,"n150","long",8388,0.04,890.9,"Exp1"
"4352","Unrelated","Unacc","chefUnacc.jpeg","chefUnacc.jpeg.drawer","A","bounce","Verb","drown","drawer","chef",32,"List2",49,"{SL} The chef above the windmill is drowning","",1.912,0.68,1415,0.48,2.095,1.792,1418,1.194,1030.6,199.6,468.9,369.2,89.7,508.9,149.7,"n150","long",21173,1,1230.2,"Exp1"
"4353","Related","Unacc","snailUnacc.jpeg","snailUnacc.jpeg.castle","","boil","Verb","melt","castle","snail",33,"List2",49,"{SL} The snail below the table is melting","repair, desk",3.886,0.16,2781,1,0,3.332,10191,0,NA,NA,NA,NA,NA,NA,NA,"n150","long",22746,0.58,NA,"Exp1"
"4354","Unrelated","Unerg","monkeyUnerg.jpeg","monkeyUnerg.jpeg.knife","B","yell","Verb","sleep","knife","monkey",34,"List2",49,"{SL} The monkey above the carrot is sleeping","",0.606,0.9,25606,1,0.057,3.807,4882,0.357,851,79.8,309.3,269.4,59.9,439,149.6,"n150","long",8773,0,930.8,"Exp1"
"4355","Related","Unerg","clownUnerg.jpeg","clownUnerg.jpeg.canon","A","crawl","Verb","walk","canon","clown",35,"List2",49,"{SL} The clown below the violin is walking","",2.218,0.58,33093,1,0.111,1.946,2761,1.896,940.8,618.6,548.8,548.7,1107.5,518.8,189.6,"n150","long",17678,0.24,1559.4,"Exp1"
"4356","Related","Unerg","chefUnerg.jpeg","chefUnerg.jpeg.windmill","B","table","Noun","yell","windmill","chef",36,"List2",49,"{SL} The chef above the drawer is yelling","",0.946,0.78,3322,0.93,0.55,2.303,1418,1.194,721.3,99.8,309.3,359.2,917.9,498.8,189.6,"n150","long",12430,0.06,821.1,"Exp1"
"4357","Unrelated","Unerg","ballerinaUnerg.jpeg","ballerinaUnerg.jpeg.harp","B","sneeze","Verb","run","harp","ballerina",37,"List2",49,"{SL} The ballerina above the ax is running","",1.034,0.84,223338,0.96,0.388,1.386,140,1.707,1020.6,69.9,578.7,538.7,199.6,409.1,588.6,"n150","short",14170,0.04,1090.5,"Exp1"
"4358","Unrelated","Unacc","boyUnacc.jpeg","boyUnacc.jpeg.desk","A","apple","Noun","float","desk","boy",38,"List2",49,"{SL} The boy below the lighthouse is floating","",1.718,0.7,5704,1,0,4.522,42823,1.733,1020.6,109.8,439,508.8,159.7,678.4,359.2,"n150","short",17761,0.92,1130.4,"Exp1"
"4359","Unrelated","Unacc","penguineUnacc.jpeg","penguineUnacc.jpeg.drill","","drown","Verb","bounce","drill","penguin",39,"List2",49,"{SL} The penguin below the tomato is bouncing","",1.645,0.54,4243,0.63,1.704,2.197,2222,0.303,651.5,79.8,478.9,488.9,119.7,588.7,389.1,"n150","short",16254,0.56,731.3,"Exp1"
"4360","Unrelated","Unerg","snailUnerg.jpeg","snailUnerg.jpeg.table","","knife","Noun","crawl","table","snail",40,"List2",49,"{SL} The snail below the castle is crawling","",3.728,0.14,3131,0.98,0.141,5.464,10191,0,1000.7,99.8,379.1,399.1,59.8,598.7,868,"n150","long",12010,0.74,1100.5,"Exp1"
"4361","Related","Unacc","dogUnacc.jpeg","dogUnacc.jpeg.hammer","B","trip","Verb","spin","hammer","dog",41,"List2",49,"{SL} The dog above the apple is spinning","",3.022,0.12,10683,1,0.057,2.485,58314,0.629,741.3,109.7,329.3,349.2,79.8,568.7,289.3,"n150","long",9533,0.9,851,"Exp1"
"4362","Unrelated","Unacc","clownUnacc.jpeg","clownUnacc.jpeg.violin","B","lemon","Noun","grow","violin","clown",42,"List2",49,"{SL} The clown below the canon is growing","",1.786,0.7,24803,0.82,0.858,1.946,2761,0.179,1050.6,99.7,419.1,458.9,79.9,588.6,608.6,"n150","long",8571,1,1150.3,"Exp1"
"4363","Related","Unacc","rabbitUnacc.jpeg","rabbitUnacc.jpeg.church","","desk","Noun","shake","church","rabbit",43,"List2",49,"{SL} The rabbit above the chair is shaking","",2.711,0.54,5292,0.96,0.282,5.215,5751,1.086,1020.6,498.9,518.8,568.7,169.6,528.8,508.9,"n150","short",34595,0.8,1519.5,"Exp1"
"4364","Related","Unerg","cowboyUnerg.jpeg","cowboyUnerg.jpeg.piano","A","ax","Noun","wink","piano","cowboy",44,"List2",49,"{SL} The cowboy above the sword is winking","",1.643,0.64,1494,1,0.029,3.332,2826,0.35,1060.5,79.9,439,448.9,129.7,548.8,838.1,"n150","long",19570,0.24,1140.4,"Exp1"
"4365","Unrelated","Unacc","octopusUnacc.jpeg","octopusUnacc.jpeg.spoon","","cannon","Noun","boil","spoon","octopus",45,"List2",49,"{SL} The octopus below the lemon is boiling","",2.319,0.5,3837,1,0.029,2.773,900,0.656,980.7,219.5,518.8,259.5,79.8,458.9,239.5,"n150","short",7344,0.96,1200.2,"Exp1"
"4366","Related","Unacc","monkeyUnacc.jpeg","monkeyUnacc.jpeg.carrot","A","spoon","Noun","trip","carrot","monkey",46,"List2",49,"{SL} The monkey above the knife is tripping","",3.082,0.36,28399,1,0,2.197,4882,0.815,751.2,89.8,369.2,339.2,59.9,399.1,668.5,"n150","long",13201,0.59,841,"Exp1"
"4367","Unrelated","Unacc","cowboyUnacc.jpeg","cowboyUnacc.jpeg.sword","B","boil","Verb","fall","sword","cowboy",47,"List2",49,"{SL} The cowboy above the piano is falling","",1.114,0.84,46059,0.92,0.522,2.89,2826,0.885,1489.6,897.9,379.2,548.7,59.9,528.8,129.7,"n150","short",10243,0.98,2387.5,"Exp1"
"4368","Unrelated","Unerg","rabitUnerg.jpeg","rabitUnerg.jpeg.chair","","swim","Verb","smile","chair","rabbit",48,"List2",49,"{SL} The rabbit above the church is smiling","",2.748,0.46,12276,1,0,4.92,5751,1.061,890.9,129.7,399.1,439,129.7,628.6,299.3,"n150","short",11238,0.11,1020.6,"Exp1"
"4369","Unrelated","Unerg","cowboyUnerg.jpeg","cowboyUnerg.jpeg.piano","A","drill","Noun","wink","piano","cowboy",49,"List2",49,"{SL} The cowboy above the sword is winking","",1.643,0.64,1494,1,0.029,3.332,2826,0.35,731.3,99.8,319.2,528.8,59.9,508.8,329.3,"n150","long",19570,0.24,831.1,"Exp1"
"4370","Unrelated","Unerg","penguineUnerg.jpeg","penguineUnerg.jpeg.tomato","","sword","Noun","sneeze","tomato","penguin",50,"List2",49,"{SL} The penguin below the drill is sneezing","",1.088,0.78,540,0.98,0.141,2.708,2222,0.689,1080.5,89.8,439,279.4,129.7,429,179.6,"n150","long",8388,0.04,1170.3,"Exp1"
"4371","Related","Unacc","boyUnacc.jpeg","boyUnacc.jpeg.desk","A","drown","Verb","float","desk","boy",51,"List2",49,"{SL} The boy below the lighthouse is floating","",1.718,0.7,5704,1,0,4.522,42823,1.733,890.9,99.8,379.1,359.2,89.8,718.4,369.1,"n150","short",17761,0.92,990.7,"Exp1"
