"Subject" "AbsTrial" "List" "CardSet" "VerbCat" "Confusable." "TargBinary" "PTnumeric" "VerbClass" "Item" "PrimeType" "Homogeneity"
"601" 29 1367 5 3 "put" 1 1 1 "Locative" 30 "preferred" "Homogenous"
"602" 29 1370 5 3 "rub" 0 1 1 "Locative" 34 "preferred" "Heterogenous"
"603" 29 1371 5 3 "show" 1 0 0 "Dative" 16 "dispreferred" "Homogenous"
"604" 29 1374 5 3 "show" 1 0 0 "Dative" 15 "dispreferred" "Homogenous"
"605" 29 1376 5 3 "sprinkle" 0 1 0 "Locative" 47 "dispreferred" "Heterogenous"
"606" 29 1379 5 3 "spray" 0 1 0 "Locative" 40 "dispreferred" "Heterogenous"
"607" 29 1380 5 3 "show" 1 1 1 "Dative" 18 "preferred" "Homogenous"
"608" 29 1381 5 3 "spray" 1 1 0 "Locative" 41 "dispreferred" "Homogenous"
"609" 29 1383 5 3 "read" 0 1 0 "Dative" 10 "dispreferred" "Heterogenous"
"610" 29 1384 5 3 "spray" 1 1 0 "Locative" 37 "dispreferred" "Homogenous"
"611" 29 1386 5 3 "give" 0 0 0 "Dative" 2 "dispreferred" "Heterogenous"
"612" 29 1387 5 3 "spray" 1 0 1 "Locative" 39 "preferred" "Homogenous"
"613" 29 1389 5 3 "throw" 0 1 1 "Dative" 21 "preferred" "Heterogenous"
"614" 30 1393 6 3 "give" 1 0 0 "Dative" 3 "dispreferred" "Homogenous"
"615" 30 1396 6 3 "give" 1 0 0 "Dative" 4 "dispreferred" "Homogenous"
"616" 30 1399 6 3 "give" 1 0 1 "Dative" 5 "preferred" "Homogenous"
"617" 30 1401 6 3 "spray" 0 1 0 "Locative" 42 "dispreferred" "Heterogenous"
"618" 30 1402 6 3 "give" 1 0 1 "Dative" 6 "preferred" "Homogenous"
"619" 30 1405 6 3 "give" 0 0 1 "Dative" 1 "preferred" "Heterogenous"
"620" 30 1409 6 3 "put" 1 1 1 "Locative" 28 "preferred" "Homogenous"
"621" 30 1411 6 3 "show" 0 0 0 "Dative" 13 "dispreferred" "Heterogenous"
"622" 30 1414 6 3 "throw" 0 1 0 "Dative" 20 "dispreferred" "Heterogenous"
"623" 30 1415 6 3 "put" 1 0 0 "Locative" 30 "dispreferred" "Homogenous"
"624" 30 1418 6 3 "rub" 0 1 0 "Locative" 34 "dispreferred" "Heterogenous"
"625" 30 1419 6 3 "show" 1 0 1 "Dative" 16 "preferred" "Homogenous"
"626" 30 1422 6 3 "show" 1 0 1 "Dative" 15 "preferred" "Homogenous"
"627" 30 1427 6 3 "spray" 0 0 1 "Locative" 40 "preferred" "Heterogenous"
"628" 30 1428 6 3 "show" 1 0 0 "Dative" 18 "dispreferred" "Homogenous"
"629" 30 1431 6 3 "read" 0 1 1 "Dative" 10 "preferred" "Heterogenous"
"630" 30 1432 6 3 "spray" 1 1 1 "Locative" 37 "preferred" "Homogenous"
"631" 30 1434 6 3 "give" 0 0 1 "Dative" 2 "preferred" "Heterogenous"
"632" 30 1435 6 3 "spray" 1 0 0 "Locative" 39 "dispreferred" "Homogenous"
"633" 30 1440 6 3 "show" 0 0 0 "Dative" 14 "dispreferred" "Heterogenous"
"634" 31 1443 7 4 "rub" 0 1 1 "Locative" 32 "preferred" "Heterogenous"
"635" 31 1444 7 4 "read" 1 1 0 "Dative" 10 "dispreferred" "Homogenous"
"636" 31 1446 7 4 "put" 0 0 0 "Locative" 27 "dispreferred" "Heterogenous"
"637" 31 1450 7 4 "read" 1 1 1 "Dative" 12 "preferred" "Homogenous"
"638" 31 1452 7 4 "spray" 0 1 1 "Locative" 37 "preferred" "Heterogenous"
"639" 31 1456 7 4 "give" 0 1 1 "Dative" 3 "preferred" "Heterogenous"
"640" 31 1462 7 4 "show" 0 1 0 "Dative" 16 "dispreferred" "Heterogenous"
"641" 31 1480 7 4 "sprinkle" 1 1 1 "Locative" 47 "preferred" "Homogenous"
"642" 31 1483 7 4 "sprinkle" 1 1 0 "Locative" 46 "dispreferred" "Homogenous"
"643" 32 1491 8 4 "rub" 0 1 0 "Locative" 32 "dispreferred" "Heterogenous"
"644" 32 1492 8 4 "read" 1 1 1 "Dative" 10 "preferred" "Homogenous"
"645" 32 1495 8 4 "read" 1 1 0 "Dative" 11 "dispreferred" "Homogenous"
"646" 32 1501 8 4 "read" 0 1 0 "Dative" 8 "dispreferred" "Heterogenous"
"647" 32 1508 8 4 "rub" 1 1 0 "Locative" 35 "dispreferred" "Homogenous"
"648" 32 1514 8 4 "put" 0 1 1 "Locative" 28 "preferred" "Heterogenous"
"649" 32 1515 8 4 "throw" 1 0 1 "Dative" 20 "preferred" "Homogenous"
"650" 32 1517 8 4 "rub" 0 1 0 "Locative" 31 "dispreferred" "Heterogenous"
"651" 32 1518 8 4 "throw" 1 0 1 "Dative" 21 "preferred" "Homogenous"
"652" 32 1520 8 4 "spray" 0 1 1 "Locative" 41 "preferred" "Heterogenous"
"653" 32 1524 8 4 "throw" 1 0 0 "Dative" 23 "dispreferred" "Homogenous"
"654" 32 1528 8 4 "sprinkle" 1 1 0 "Locative" 47 "dispreferred" "Homogenous"
"655" 32 1531 8 4 "sprinkle" 1 1 1 "Locative" 46 "preferred" "Homogenous"
"656" 33 1537 1 1 "give" 1 0 0 "Dative" 1 "dispreferred" "Homogenous"
"657" 33 1540 1 1 "give" 1 0 0 "Dative" 2 "dispreferred" "Homogenous"
"658" 33 1543 1 1 "give" 1 0 1 "Dative" 3 "preferred" "Homogenous"
"659" 33 1546 1 1 "give" 1 0 1 "Dative" 4 "preferred" "Homogenous"
"660" 33 1549 1 1 "give" 0 0 0 "Dative" 5 "dispreferred" "Heterogenous"
"661" 33 1552 1 1 "read" 0 0 1 "Dative" 9 "preferred" "Heterogenous"
"662" 33 1559 1 1 "put" 1 1 0 "Locative" 28 "dispreferred" "Homogenous"
"663" 33 1563 1 1 "show" 1 1 1 "Dative" 13 "preferred" "Homogenous"
"664" 33 1566 1 1 "show" 1 1 1 "Dative" 14 "preferred" "Homogenous"
"665" 33 1568 1 1 "sprinkle" 0 1 1 "Locative" 47 "preferred" "Heterogenous"
"666" 33 1569 1 1 "show" 1 0 0 "Dative" 16 "dispreferred" "Homogenous"
"667" 33 1572 1 1 "show" 1 1 0 "Dative" 15 "dispreferred" "Homogenous"
"668" 33 1575 1 1 "read" 0 1 0 "Dative" 10 "dispreferred" "Heterogenous"
"669" 33 1578 1 1 "give" 0 1 1 "Dative" 6 "preferred" "Heterogenous"
"670" 33 1581 1 1 "throw" 0 1 0 "Dative" 20 "dispreferred" "Heterogenous"
"671" 33 1582 1 1 "spray" 1 1 0 "Locative" 37 "dispreferred" "Homogenous"
"672" 33 1584 1 1 "show" 0 1 1 "Dative" 18 "preferred" "Heterogenous"
"673" 34 1588 2 1 "give" 1 1 1 "Dative" 2 "preferred" "Homogenous"
"674" 34 1591 2 1 "give" 1 0 0 "Dative" 3 "dispreferred" "Homogenous"
"675" 34 1594 2 1 "give" 1 1 0 "Dative" 4 "dispreferred" "Homogenous"
"676" 34 1597 2 1 "give" 0 1 1 "Dative" 5 "preferred" "Heterogenous"
"677" 34 1604 2 1 "put" 1 1 1 "Locative" 27 "preferred" "Homogenous"
"678" 34 1610 2 1 "rub" 0 1 0 "Locative" 34 "dispreferred" "Heterogenous"
"679" 34 1611 2 1 "show" 1 1 0 "Dative" 13 "dispreferred" "Homogenous"
"680" 34 1613 2 1 "put" 0 1 1 "Locative" 30 "preferred" "Heterogenous"
"681" 34 1614 2 1 "show" 1 1 0 "Dative" 14 "dispreferred" "Homogenous"
"682" 34 1616 2 1 "sprinkle" 0 1 0 "Locative" 47 "dispreferred" "Heterogenous"
"683" 34 1617 2 1 "show" 1 1 1 "Dative" 16 "preferred" "Homogenous"
"684" 34 1620 2 1 "show" 1 1 1 "Dative" 15 "preferred" "Homogenous"
"685" 34 1621 2 1 "spray" 1 1 0 "Locative" 42 "dispreferred" "Homogenous"
"686" 34 1623 2 1 "read" 0 1 1 "Dative" 10 "preferred" "Heterogenous"
"687" 34 1624 2 1 "spray" 1 1 0 "Locative" 40 "dispreferred" "Homogenous"
"688" 34 1626 2 1 "give" 0 1 0 "Dative" 6 "dispreferred" "Heterogenous"
"689" 34 1627 2 1 "spray" 1 1 1 "Locative" 41 "preferred" "Homogenous"
"690" 34 1629 2 1 "throw" 0 1 1 "Dative" 20 "preferred" "Heterogenous"
"691" 34 1630 2 1 "spray" 1 1 1 "Locative" 37 "preferred" "Homogenous"
"692" 34 1632 2 1 "show" 0 1 0 "Dative" 18 "dispreferred" "Heterogenous"
"693" 35 1633 3 2 "read" 1 1 1 "Dative" 7 "preferred" "Homogenous"
"694" 35 1639 3 2 "read" 1 1 0 "Dative" 9 "dispreferred" "Homogenous"
"695" 35 1646 3 2 "rub" 1 0 1 "Locative" 31 "preferred" "Homogenous"
"696" 35 1648 3 2 "give" 0 0 1 "Dative" 3 "preferred" "Heterogenous"
"697" 35 1651 3 2 "throw" 0 0 0 "Dative" 23 "dispreferred" "Heterogenous"
"698" 35 1659 3 2 "throw" 1 1 1 "Dative" 24 "preferred" "Homogenous"
"699" 35 1661 3 2 "rub" 0 1 1 "Locative" 35 "preferred" "Heterogenous"
"700" 35 1662 3 2 "throw" 1 1 1 "Dative" 19 "preferred" "Homogenous"
"701" 35 1665 3 2 "throw" 1 1 0 "Dative" 20 "dispreferred" "Homogenous"
"702" 35 1667 3 2 "sprinkle" 0 1 1 "Locative" 46 "preferred" "Heterogenous"
"703" 35 1668 3 2 "throw" 1 1 0 "Dative" 21 "dispreferred" "Homogenous"
"704" 35 1669 3 2 "sprinkle" 1 1 0 "Locative" 43 "dispreferred" "Homogenous"
"705" 35 1671 3 2 "give" 0 1 1 "Dative" 4 "preferred" "Heterogenous"
"706" 35 1672 3 2 "sprinkle" 1 1 0 "Locative" 44 "dispreferred" "Homogenous"
"707" 35 1678 3 2 "sprinkle" 1 1 1 "Locative" 47 "preferred" "Homogenous"
"708" 36 1683 4 2 "rub" 0 1 1 "Locative" 36 "preferred" "Heterogenous"
"709" 36 1692 4 2 "spray" 0 1 0 "Locative" 41 "dispreferred" "Heterogenous"
"710" 36 1696 4 2 "give" 0 1 0 "Dative" 3 "dispreferred" "Heterogenous"
"711" 36 1700 4 2 "rub" 1 1 1 "Locative" 33 "preferred" "Homogenous"
"712" 36 1702 4 2 "show" 0 1 1 "Dative" 15 "preferred" "Heterogenous"
"713" 36 1706 4 2 "put" 0 1 1 "Locative" 28 "preferred" "Heterogenous"
"714" 36 1709 4 2 "rub" 0 1 0 "Locative" 35 "dispreferred" "Heterogenous"
"715" 36 1710 4 2 "throw" 1 1 0 "Dative" 19 "dispreferred" "Homogenous"
"716" 36 1715 4 2 "sprinkle" 0 1 0 "Locative" 46 "dispreferred" "Heterogenous"
"717" 36 1719 4 2 "give" 0 1 0 "Dative" 4 "dispreferred" "Heterogenous"
"718" 36 1720 4 2 "sprinkle" 1 1 1 "Locative" 44 "preferred" "Homogenous"
"719" 36 1722 4 2 "read" 0 1 1 "Dative" 11 "preferred" "Heterogenous"
"720" 36 1725 4 2 "show" 0 1 1 "Dative" 16 "preferred" "Heterogenous"
"721" 36 1726 4 2 "sprinkle" 1 1 0 "Locative" 47 "dispreferred" "Homogenous"
"722" 36 1728 4 2 "throw" 0 1 0 "Dative" 22 "dispreferred" "Heterogenous"
"723" 37 1732 5 3 "give" 1 0 1 "Dative" 4 "preferred" "Homogenous"
"724" 37 1735 5 3 "give" 1 0 0 "Dative" 5 "dispreferred" "Homogenous"
"725" 37 1737 5 3 "spray" 0 1 1 "Locative" 42 "preferred" "Heterogenous"
"726" 37 1738 5 3 "give" 1 0 0 "Dative" 6 "dispreferred" "Homogenous"
"727" 37 1741 5 3 "give" 0 0 0 "Dative" 1 "dispreferred" "Heterogenous"
"728" 37 1750 5 3 "throw" 0 1 1 "Dative" 20 "preferred" "Heterogenous"
"729" 37 1751 5 3 "put" 1 1 1 "Locative" 30 "preferred" "Homogenous"
"730" 37 1754 5 3 "rub" 0 1 1 "Locative" 34 "preferred" "Heterogenous"
"731" 37 1755 5 3 "show" 1 0 0 "Dative" 16 "dispreferred" "Homogenous"
"732" 37 1758 5 3 "show" 1 0 0 "Dative" 15 "dispreferred" "Homogenous"
"733" 37 1764 5 3 "show" 1 0 1 "Dative" 18 "preferred" "Homogenous"
"734" 37 1765 5 3 "spray" 1 0 0 "Locative" 41 "dispreferred" "Homogenous"
"735" 37 1768 5 3 "spray" 1 1 0 "Locative" 37 "dispreferred" "Homogenous"
"736" 37 1770 5 3 "give" 0 0 0 "Dative" 2 "dispreferred" "Heterogenous"
"737" 37 1771 5 3 "spray" 1 0 1 "Locative" 39 "preferred" "Homogenous"
"738" 38 1777 6 3 "give" 1 0 0 "Dative" 3 "dispreferred" "Homogenous"
"739" 38 1780 6 3 "give" 1 0 0 "Dative" 4 "dispreferred" "Homogenous"
"740" 38 1783 6 3 "give" 1 0 1 "Dative" 5 "preferred" "Homogenous"
"741" 38 1786 6 3 "give" 1 0 1 "Dative" 6 "preferred" "Homogenous"
"742" 38 1789 6 3 "give" 0 0 1 "Dative" 1 "preferred" "Heterogenous"
"743" 38 1790 6 3 "put" 1 0 1 "Locative" 27 "preferred" "Homogenous"
"744" 38 1792 6 3 "read" 0 0 1 "Dative" 9 "preferred" "Heterogenous"
"745" 38 1793 6 3 "put" 1 0 1 "Locative" 28 "preferred" "Homogenous"
"746" 38 1795 6 3 "show" 0 0 0 "Dative" 13 "dispreferred" "Heterogenous"
"747" 38 1798 6 3 "throw" 0 1 0 "Dative" 20 "dispreferred" "Heterogenous"
"748" 38 1799 6 3 "put" 1 0 0 "Locative" 30 "dispreferred" "Homogenous"
"749" 38 1802 6 3 "rub" 0 1 0 "Locative" 34 "dispreferred" "Heterogenous"
"750" 38 1803 6 3 "show" 1 0 1 "Dative" 16 "preferred" "Homogenous"
"751" 38 1806 6 3 "show" 1 0 1 "Dative" 15 "preferred" "Homogenous"
"752" 38 1808 6 3 "sprinkle" 0 1 1 "Locative" 47 "preferred" "Heterogenous"
"753" 38 1811 6 3 "spray" 0 1 1 "Locative" 40 "preferred" "Heterogenous"
"754" 38 1812 6 3 "show" 1 0 0 "Dative" 18 "dispreferred" "Homogenous"
"755" 38 1813 6 3 "spray" 1 0 1 "Locative" 41 "preferred" "Homogenous"
"756" 38 1815 6 3 "read" 0 1 1 "Dative" 10 "preferred" "Heterogenous"
"757" 38 1816 6 3 "spray" 1 1 1 "Locative" 37 "preferred" "Homogenous"
"758" 38 1818 6 3 "give" 0 0 1 "Dative" 2 "preferred" "Heterogenous"
"759" 38 1819 6 3 "spray" 1 0 0 "Locative" 39 "dispreferred" "Homogenous"
"760" 38 1821 6 3 "throw" 0 1 0 "Dative" 21 "dispreferred" "Heterogenous"
"761" 38 1824 6 3 "show" 0 0 0 "Dative" 14 "dispreferred" "Heterogenous"
"762" 39 1825 7 4 "read" 1 1 0 "Dative" 9 "dispreferred" "Homogenous"
"763" 39 1827 7 4 "rub" 0 1 1 "Locative" 32 "preferred" "Heterogenous"
"764" 39 1828 7 4 "read" 1 1 0 "Dative" 10 "dispreferred" "Homogenous"
"765" 39 1830 7 4 "put" 0 0 0 "Locative" 27 "dispreferred" "Heterogenous"
"766" 39 1838 7 4 "rub" 1 0 0 "Locative" 33 "dispreferred" "Homogenous"
"767" 39 1840 7 4 "give" 0 1 1 "Dative" 3 "preferred" "Heterogenous"
"768" 39 1843 7 4 "throw" 0 1 0 "Dative" 19 "dispreferred" "Heterogenous"
"769" 39 1846 7 4 "show" 0 1 0 "Dative" 16 "dispreferred" "Heterogenous"
"770" 39 1850 7 4 "put" 0 1 0 "Locative" 28 "dispreferred" "Heterogenous"
"771" 39 1851 7 4 "throw" 1 0 0 "Dative" 20 "dispreferred" "Homogenous"
"772" 39 1853 7 4 "rub" 0 1 1 "Locative" 31 "preferred" "Heterogenous"
"773" 39 1854 7 4 "throw" 1 1 0 "Dative" 21 "dispreferred" "Homogenous"
"774" 39 1856 7 4 "spray" 0 1 0 "Locative" 41 "dispreferred" "Heterogenous"
"775" 39 1857 7 4 "throw" 1 1 1 "Dative" 22 "preferred" "Homogenous"
"776" 39 1859 7 4 "sprinkle" 0 0 1 "Locative" 43 "preferred" "Heterogenous"
"777" 39 1860 7 4 "throw" 1 1 1 "Dative" 23 "preferred" "Homogenous"
"778" 39 1863 7 4 "give" 0 0 1 "Dative" 4 "preferred" "Heterogenous"
"779" 39 1866 7 4 "read" 0 0 1 "Dative" 7 "preferred" "Heterogenous"
"780" 39 1869 7 4 "show" 0 1 0 "Dative" 15 "dispreferred" "Heterogenous"
"781" 39 1872 7 4 "throw" 0 0 0 "Dative" 24 "dispreferred" "Heterogenous"
"782" 40 1873 8 4 "read" 1 1 1 "Dative" 9 "preferred" "Homogenous"
"783" 40 1875 8 4 "rub" 0 1 0 "Locative" 32 "dispreferred" "Heterogenous"
"784" 40 1879 8 4 "read" 1 1 0 "Dative" 11 "dispreferred" "Homogenous"
"785" 40 1884 8 4 "spray" 0 1 0 "Locative" 37 "dispreferred" "Heterogenous"
"786" 40 1885 8 4 "read" 0 1 0 "Dative" 8 "dispreferred" "Heterogenous"
"787" 40 1886 8 4 "rub" 1 1 1 "Locative" 33 "preferred" "Homogenous"
"788" 40 1888 8 4 "give" 0 1 0 "Dative" 3 "dispreferred" "Heterogenous"
"789" 40 1889 8 4 "rub" 1 1 1 "Locative" 34 "preferred" "Homogenous"
"790" 40 1891 8 4 "throw" 0 1 1 "Dative" 19 "preferred" "Heterogenous"
"791" 40 1892 8 4 "rub" 1 1 0 "Locative" 35 "dispreferred" "Homogenous"
"792" 40 1895 8 4 "rub" 1 1 0 "Locative" 36 "dispreferred" "Homogenous"
"793" 40 1898 8 4 "put" 0 1 1 "Locative" 28 "preferred" "Heterogenous"
"794" 40 1899 8 4 "throw" 1 1 1 "Dative" 20 "preferred" "Homogenous"
"795" 40 1902 8 4 "throw" 1 0 1 "Dative" 21 "preferred" "Homogenous"
"796" 40 1904 8 4 "spray" 0 1 1 "Locative" 41 "preferred" "Heterogenous"
"797" 40 1905 8 4 "throw" 1 0 0 "Dative" 22 "dispreferred" "Homogenous"
"798" 40 1908 8 4 "throw" 1 0 0 "Dative" 23 "dispreferred" "Homogenous"
"799" 40 1909 8 4 "sprinkle" 1 1 0 "Locative" 45 "dispreferred" "Homogenous"
"800" 40 1911 8 4 "give" 0 0 0 "Dative" 4 "dispreferred" "Heterogenous"
"801" 40 1914 8 4 "read" 0 0 0 "Dative" 7 "dispreferred" "Heterogenous"
"802" 40 1915 8 4 "sprinkle" 1 1 1 "Locative" 46 "preferred" "Homogenous"
"803" 40 1917 8 4 "show" 0 1 1 "Dative" 15 "preferred" "Heterogenous"
"804" 40 1920 8 4 "throw" 0 1 1 "Dative" 24 "preferred" "Heterogenous"
"805" 41 1921 1 1 "give" 1 1 0 "Dative" 1 "dispreferred" "Homogenous"
"806" 41 1923 1 1 "put" 0 0 1 "Locative" 29 "preferred" "Heterogenous"
"807" 41 1924 1 1 "give" 1 0 0 "Dative" 2 "dispreferred" "Homogenous"
"808" 41 1926 1 1 "rub" 0 1 0 "Locative" 33 "dispreferred" "Heterogenous"
"809" 41 1927 1 1 "give" 1 1 1 "Dative" 3 "preferred" "Homogenous"
"810" 41 1930 1 1 "give" 1 1 1 "Dative" 4 "preferred" "Homogenous"
"811" 41 1932 1 1 "sprinkle" 0 1 0 "Locative" 45 "dispreferred" "Heterogenous"
"812" 41 1933 1 1 "give" 0 0 0 "Dative" 5 "dispreferred" "Heterogenous"
"813" 41 1934 1 1 "put" 1 1 1 "Locative" 25 "preferred" "Homogenous"
"814" 41 1940 1 1 "put" 1 1 0 "Locative" 27 "dispreferred" "Homogenous"
"815" 41 1942 1 1 "throw" 0 1 0 "Dative" 21 "dispreferred" "Heterogenous"
"816" 41 1943 1 1 "put" 1 0 0 "Locative" 28 "dispreferred" "Homogenous"
"817" 41 1947 1 1 "show" 1 1 1 "Dative" 13 "preferred" "Homogenous"
"818" 41 1949 1 1 "put" 0 1 0 "Locative" 30 "dispreferred" "Heterogenous"
"819" 41 1950 1 1 "show" 1 1 1 "Dative" 14 "preferred" "Homogenous"
"820" 41 1953 1 1 "show" 1 1 0 "Dative" 16 "dispreferred" "Homogenous"
"821" 41 1956 1 1 "show" 1 1 0 "Dative" 15 "dispreferred" "Homogenous"
"822" 41 1957 1 1 "spray" 1 0 1 "Locative" 42 "preferred" "Homogenous"
"823" 41 1959 1 1 "read" 0 1 0 "Dative" 10 "dispreferred" "Heterogenous"
"824" 41 1960 1 1 "spray" 1 1 1 "Locative" 40 "preferred" "Homogenous"
"825" 41 1962 1 1 "give" 0 1 1 "Dative" 6 "preferred" "Heterogenous"
"826" 41 1963 1 1 "spray" 1 1 0 "Locative" 41 "dispreferred" "Homogenous"
"827" 41 1965 1 1 "throw" 0 1 0 "Dative" 20 "dispreferred" "Heterogenous"
"828" 41 1968 1 1 "show" 0 1 1 "Dative" 18 "preferred" "Heterogenous"
"829" 42 1969 2 1 "give" 1 0 1 "Dative" 1 "preferred" "Homogenous"
"830" 42 1971 2 1 "put" 0 0 0 "Locative" 29 "dispreferred" "Heterogenous"
"831" 42 1972 2 1 "give" 1 0 1 "Dative" 2 "preferred" "Homogenous"
"832" 42 1975 2 1 "give" 1 1 0 "Dative" 3 "dispreferred" "Homogenous"
"833" 42 1977 2 1 "spray" 0 0 0 "Locative" 39 "dispreferred" "Heterogenous"
"834" 42 1978 2 1 "give" 1 0 0 "Dative" 4 "dispreferred" "Homogenous"
"835" 42 1980 2 1 "sprinkle" 0 1 1 "Locative" 45 "preferred" "Heterogenous"
"836" 42 1981 2 1 "give" 0 0 1 "Dative" 5 "preferred" "Heterogenous"
"837" 42 1982 2 1 "put" 1 1 0 "Locative" 25 "dispreferred" "Homogenous"
"838" 42 1984 2 1 "read" 0 0 0 "Dative" 9 "dispreferred" "Heterogenous"
"839" 42 1991 2 1 "put" 1 1 1 "Locative" 28 "preferred" "Homogenous"
"840" 42 1994 2 1 "rub" 0 1 0 "Locative" 34 "dispreferred" "Heterogenous"
"841" 42 1995 2 1 "show" 1 0 0 "Dative" 13 "dispreferred" "Homogenous"
"842" 42 1997 2 1 "put" 0 0 1 "Locative" 30 "preferred" "Heterogenous"
"843" 42 1998 2 1 "show" 1 0 0 "Dative" 14 "dispreferred" "Homogenous"
"844" 42 2000 2 1 "sprinkle" 0 1 0 "Locative" 47 "dispreferred" "Heterogenous"
"845" 42 2001 2 1 "show" 1 1 1 "Dative" 16 "preferred" "Homogenous"
"846" 42 2004 2 1 "show" 1 1 1 "Dative" 15 "preferred" "Homogenous"
"847" 42 2005 2 1 "spray" 1 1 0 "Locative" 42 "dispreferred" "Homogenous"
"848" 42 2007 2 1 "read" 0 1 1 "Dative" 10 "preferred" "Heterogenous"
"849" 42 2008 2 1 "spray" 1 0 0 "Locative" 40 "dispreferred" "Homogenous"
"850" 42 2010 2 1 "give" 0 0 0 "Dative" 6 "dispreferred" "Heterogenous"
"851" 42 2011 2 1 "spray" 1 1 1 "Locative" 41 "preferred" "Homogenous"
"852" 42 2013 2 1 "throw" 0 1 1 "Dative" 20 "preferred" "Heterogenous"
"853" 42 2014 2 1 "spray" 1 1 1 "Locative" 37 "preferred" "Homogenous"
"854" 42 2016 2 1 "show" 0 0 0 "Dative" 18 "dispreferred" "Heterogenous"
"855" 43 2017 3 2 "read" 1 1 1 "Dative" 7 "preferred" "Homogenous"
"856" 43 2020 3 2 "read" 1 1 1 "Dative" 8 "preferred" "Homogenous"
"857" 43 2032 3 2 "give" 0 1 1 "Dative" 3 "preferred" "Heterogenous"
"858" 43 2033 3 2 "rub" 1 1 1 "Locative" 32 "preferred" "Homogenous"
"859" 43 2038 3 2 "show" 0 0 0 "Dative" 15 "dispreferred" "Heterogenous"
"860" 43 2042 3 2 "put" 0 1 0 "Locative" 28 "dispreferred" "Heterogenous"
"861" 43 2046 3 2 "throw" 1 1 1 "Dative" 19 "preferred" "Homogenous"
"862" 43 2048 3 2 "spray" 0 1 0 "Locative" 37 "dispreferred" "Heterogenous"
"863" 43 2049 3 2 "throw" 1 1 0 "Dative" 20 "dispreferred" "Homogenous"
"864" 43 2064 3 2 "throw" 0 1 1 "Dative" 22 "preferred" "Heterogenous"
"865" 44 2071 4 2 "read" 1 1 1 "Dative" 9 "preferred" "Homogenous"
"866" 44 2074 4 2 "read" 1 1 1 "Dative" 10 "preferred" "Homogenous"
"867" 44 2080 4 2 "give" 0 0 0 "Dative" 3 "dispreferred" "Heterogenous"
"868" 44 2081 4 2 "rub" 1 1 0 "Locative" 32 "dispreferred" "Homogenous"
"869" 44 2083 4 2 "throw" 0 1 1 "Dative" 23 "preferred" "Heterogenous"
"870" 44 2086 4 2 "show" 0 1 1 "Dative" 15 "preferred" "Heterogenous"
"871" 44 2090 4 2 "put" 0 1 1 "Locative" 28 "preferred" "Heterogenous"
"872" 44 2091 4 2 "throw" 1 1 0 "Dative" 24 "dispreferred" "Homogenous"
"873" 44 2093 4 2 "rub" 0 1 0 "Locative" 35 "dispreferred" "Heterogenous"
"874" 44 2094 4 2 "throw" 1 1 0 "Dative" 19 "dispreferred" "Homogenous"
"875" 44 2096 4 2 "spray" 0 1 1 "Locative" 37 "preferred" "Heterogenous"
"876" 44 2097 4 2 "throw" 1 1 1 "Dative" 20 "preferred" "Homogenous"
"877" 44 2100 4 2 "throw" 1 1 1 "Dative" 21 "preferred" "Homogenous"
"878" 44 2103 4 2 "give" 0 0 0 "Dative" 4 "dispreferred" "Heterogenous"
"879" 44 2109 4 2 "show" 0 0 1 "Dative" 16 "preferred" "Heterogenous"
"880" 45 2113 5 3 "give" 1 1 1 "Dative" 3 "preferred" "Homogenous"
"881" 45 2116 5 3 "give" 1 1 1 "Dative" 4 "preferred" "Homogenous"
"882" 45 2119 5 3 "give" 1 1 0 "Dative" 5 "dispreferred" "Homogenous"
"883" 45 2121 5 3 "spray" 0 1 1 "Locative" 42 "preferred" "Heterogenous"
"884" 45 2122 5 3 "give" 1 1 0 "Dative" 6 "dispreferred" "Homogenous"
"885" 45 2124 5 3 "sprinkle" 0 1 0 "Locative" 45 "dispreferred" "Heterogenous"
"886" 45 2125 5 3 "give" 0 1 0 "Dative" 1 "dispreferred" "Heterogenous"
"887" 45 2126 5 3 "put" 1 1 0 "Locative" 27 "dispreferred" "Homogenous"
"888" 45 2128 5 3 "read" 0 1 0 "Dative" 9 "dispreferred" "Heterogenous"
"889" 45 2129 5 3 "put" 1 1 0 "Locative" 28 "dispreferred" "Homogenous"
"890" 45 2131 5 3 "show" 0 1 1 "Dative" 13 "preferred" "Heterogenous"
"891" 45 2132 5 3 "put" 1 0 1 "Locative" 29 "preferred" "Homogenous"
"892" 45 2134 5 3 "throw" 0 1 1 "Dative" 20 "preferred" "Heterogenous"
"893" 45 2138 5 3 "rub" 0 1 1 "Locative" 34 "preferred" "Heterogenous"
"894" 45 2139 5 3 "show" 1 1 0 "Dative" 16 "dispreferred" "Homogenous"
"895" 45 2142 5 3 "show" 1 1 0 "Dative" 15 "dispreferred" "Homogenous"
"896" 45 2147 5 3 "spray" 0 1 0 "Locative" 40 "dispreferred" "Heterogenous"
"897" 45 2148 5 3 "show" 1 1 1 "Dative" 18 "preferred" "Homogenous"
"898" 45 2149 5 3 "spray" 1 1 0 "Locative" 41 "dispreferred" "Homogenous"
"899" 45 2151 5 3 "read" 0 1 0 "Dative" 10 "dispreferred" "Heterogenous"
"900" 45 2154 5 3 "give" 0 1 0 "Dative" 2 "dispreferred" "Heterogenous"
"901" 45 2155 5 3 "spray" 1 1 1 "Locative" 39 "preferred" "Homogenous"
