"Subject" "AbsTrial" "List" "CardSet" "VerbCat" "Confusable." "TargBinary" "PTnumeric" "VerbClass" "Item" "PrimeType" "Homogeneity"
"297" 15 702 7 4 "throw" 1 1 0 "Dative" 21 "dispreferred" "Homogenous"
"298" 15 705 7 4 "throw" 1 1 1 "Dative" 22 "preferred" "Homogenous"
"299" 15 708 7 4 "throw" 1 1 1 "Dative" 23 "preferred" "Homogenous"
"300" 15 711 7 4 "give" 0 0 1 "Dative" 4 "preferred" "Heterogenous"
"301" 15 714 7 4 "read" 0 1 1 "Dative" 7 "preferred" "Heterogenous"
"302" 15 717 7 4 "show" 0 1 0 "Dative" 15 "dispreferred" "Heterogenous"
"303" 15 720 7 4 "throw" 0 1 0 "Dative" 24 "dispreferred" "Heterogenous"
"304" 16 721 8 4 "read" 1 1 1 "Dative" 9 "preferred" "Homogenous"
"305" 16 723 8 4 "rub" 0 1 0 "Locative" 32 "dispreferred" "Heterogenous"
"306" 16 724 8 4 "read" 1 1 1 "Dative" 10 "preferred" "Homogenous"
"307" 16 727 8 4 "read" 1 1 0 "Dative" 11 "dispreferred" "Homogenous"
"308" 16 729 8 4 "sprinkle" 0 1 1 "Locative" 44 "preferred" "Heterogenous"
"309" 16 732 8 4 "spray" 0 1 0 "Locative" 37 "dispreferred" "Heterogenous"
"310" 16 733 8 4 "read" 0 1 0 "Dative" 8 "dispreferred" "Heterogenous"
"311" 16 762 8 4 "read" 0 1 0 "Dative" 7 "dispreferred" "Heterogenous"
"312" 16 765 8 4 "show" 0 1 1 "Dative" 15 "preferred" "Heterogenous"
"313" 17 769 1 1 "give" 1 0 0 "Dative" 1 "dispreferred" "Homogenous"
"314" 17 771 1 1 "put" 0 0 1 "Locative" 29 "preferred" "Heterogenous"
"315" 17 772 1 1 "give" 1 0 0 "Dative" 2 "dispreferred" "Homogenous"
"316" 17 775 1 1 "give" 1 0 1 "Dative" 3 "preferred" "Homogenous"
"317" 17 778 1 1 "give" 1 0 1 "Dative" 4 "preferred" "Homogenous"
"318" 17 781 1 1 "give" 0 0 0 "Dative" 5 "dispreferred" "Heterogenous"
"319" 17 790 1 1 "throw" 0 1 0 "Dative" 21 "dispreferred" "Heterogenous"
"320" 17 794 1 1 "rub" 0 1 1 "Locative" 34 "preferred" "Heterogenous"
"321" 17 798 1 1 "show" 1 1 1 "Dative" 14 "preferred" "Homogenous"
"322" 17 800 1 1 "sprinkle" 0 1 1 "Locative" 47 "preferred" "Heterogenous"
"323" 17 801 1 1 "show" 1 0 0 "Dative" 16 "dispreferred" "Homogenous"
"324" 17 803 1 1 "spray" 0 0 0 "Locative" 38 "dispreferred" "Heterogenous"
"325" 17 804 1 1 "show" 1 0 0 "Dative" 15 "dispreferred" "Homogenous"
"326" 17 805 1 1 "spray" 1 1 1 "Locative" 42 "preferred" "Homogenous"
"327" 17 807 1 1 "read" 0 1 0 "Dative" 10 "dispreferred" "Heterogenous"
"328" 17 808 1 1 "spray" 1 1 1 "Locative" 40 "preferred" "Homogenous"
"329" 17 810 1 1 "give" 0 1 1 "Dative" 6 "preferred" "Heterogenous"
"330" 17 813 1 1 "throw" 0 0 0 "Dative" 20 "dispreferred" "Heterogenous"
"331" 17 814 1 1 "spray" 1 1 0 "Locative" 37 "dispreferred" "Homogenous"
"332" 17 816 1 1 "show" 0 0 1 "Dative" 18 "preferred" "Heterogenous"
"333" 18 817 2 1 "give" 1 0 1 "Dative" 1 "preferred" "Homogenous"
"334" 18 820 2 1 "give" 1 0 1 "Dative" 2 "preferred" "Homogenous"
"335" 18 823 2 1 "give" 1 0 0 "Dative" 3 "dispreferred" "Homogenous"
"336" 18 826 2 1 "give" 1 0 0 "Dative" 4 "dispreferred" "Homogenous"
"337" 18 829 2 1 "give" 0 0 1 "Dative" 5 "preferred" "Heterogenous"
"338" 18 832 2 1 "read" 0 0 0 "Dative" 9 "dispreferred" "Heterogenous"
"339" 18 836 2 1 "put" 1 0 1 "Locative" 27 "preferred" "Homogenous"
"340" 18 838 2 1 "throw" 0 0 1 "Dative" 21 "preferred" "Heterogenous"
"341" 18 839 2 1 "put" 1 0 1 "Locative" 28 "preferred" "Homogenous"
"342" 18 842 2 1 "rub" 0 1 0 "Locative" 34 "dispreferred" "Heterogenous"
"343" 18 843 2 1 "show" 1 1 0 "Dative" 13 "dispreferred" "Homogenous"
"344" 18 846 2 1 "show" 1 0 0 "Dative" 14 "dispreferred" "Homogenous"
"345" 18 848 2 1 "sprinkle" 0 1 0 "Locative" 47 "dispreferred" "Heterogenous"
"346" 18 849 2 1 "show" 1 1 1 "Dative" 16 "preferred" "Homogenous"
"347" 18 852 2 1 "show" 1 1 1 "Dative" 15 "preferred" "Homogenous"
"348" 18 853 2 1 "spray" 1 1 0 "Locative" 42 "dispreferred" "Homogenous"
"349" 18 855 2 1 "read" 0 0 1 "Dative" 10 "preferred" "Heterogenous"
"350" 18 856 2 1 "spray" 1 1 0 "Locative" 40 "dispreferred" "Homogenous"
"351" 18 858 2 1 "give" 0 0 0 "Dative" 6 "dispreferred" "Heterogenous"
"352" 18 859 2 1 "spray" 1 1 1 "Locative" 41 "preferred" "Homogenous"
"353" 18 861 2 1 "throw" 0 1 1 "Dative" 20 "preferred" "Heterogenous"
"354" 18 862 2 1 "spray" 1 1 1 "Locative" 37 "preferred" "Homogenous"
"355" 18 864 2 1 "show" 0 0 0 "Dative" 18 "dispreferred" "Heterogenous"
"356" 19 865 3 2 "read" 1 1 1 "Dative" 7 "preferred" "Homogenous"
"357" 19 868 3 2 "read" 1 1 1 "Dative" 8 "preferred" "Homogenous"
"358" 19 871 3 2 "read" 1 1 0 "Dative" 9 "dispreferred" "Homogenous"
"359" 19 874 3 2 "read" 1 1 0 "Dative" 10 "dispreferred" "Homogenous"
"360" 19 876 3 2 "spray" 0 1 1 "Locative" 41 "preferred" "Heterogenous"
"361" 19 877 3 2 "read" 0 1 1 "Dative" 12 "preferred" "Heterogenous"
"362" 19 878 3 2 "rub" 1 1 1 "Locative" 31 "preferred" "Homogenous"
"363" 19 880 3 2 "give" 0 1 1 "Dative" 3 "preferred" "Heterogenous"
"364" 19 883 3 2 "throw" 0 1 0 "Dative" 23 "dispreferred" "Heterogenous"
"365" 19 886 3 2 "show" 0 1 0 "Dative" 15 "dispreferred" "Heterogenous"
"366" 19 891 3 2 "throw" 1 1 1 "Dative" 24 "preferred" "Homogenous"
"367" 19 893 3 2 "rub" 0 1 1 "Locative" 35 "preferred" "Heterogenous"
"368" 19 894 3 2 "throw" 1 1 1 "Dative" 19 "preferred" "Homogenous"
"369" 19 896 3 2 "spray" 0 1 0 "Locative" 37 "dispreferred" "Heterogenous"
"370" 19 897 3 2 "throw" 1 1 0 "Dative" 20 "dispreferred" "Homogenous"
"371" 19 900 3 2 "throw" 1 1 0 "Dative" 21 "dispreferred" "Homogenous"
"372" 19 903 3 2 "give" 0 1 1 "Dative" 4 "preferred" "Heterogenous"
"373" 19 906 3 2 "read" 0 1 0 "Dative" 11 "dispreferred" "Heterogenous"
"374" 19 909 3 2 "show" 0 1 0 "Dative" 16 "dispreferred" "Heterogenous"
"375" 20 915 4 2 "rub" 0 1 1 "Locative" 36 "preferred" "Heterogenous"
"376" 20 919 4 2 "read" 1 1 1 "Dative" 9 "preferred" "Homogenous"
"377" 20 924 4 2 "spray" 0 1 0 "Locative" 41 "dispreferred" "Heterogenous"
"378" 20 926 4 2 "rub" 1 1 0 "Locative" 31 "dispreferred" "Homogenous"
"379" 20 928 4 2 "give" 0 1 0 "Dative" 3 "dispreferred" "Heterogenous"
"380" 20 929 4 2 "rub" 1 1 0 "Locative" 32 "dispreferred" "Homogenous"
"381" 20 931 4 2 "throw" 0 1 1 "Dative" 23 "preferred" "Heterogenous"
"382" 20 934 4 2 "show" 0 1 1 "Dative" 15 "preferred" "Heterogenous"
"383" 20 935 4 2 "rub" 1 1 1 "Locative" 34 "preferred" "Homogenous"
"384" 20 938 4 2 "put" 0 1 1 "Locative" 28 "preferred" "Heterogenous"
"385" 20 939 4 2 "throw" 1 1 0 "Dative" 24 "dispreferred" "Homogenous"
"386" 20 941 4 2 "rub" 0 1 0 "Locative" 35 "dispreferred" "Heterogenous"
"387" 20 942 4 2 "throw" 1 1 0 "Dative" 19 "dispreferred" "Homogenous"
"388" 20 945 4 2 "throw" 1 1 1 "Dative" 20 "preferred" "Homogenous"
"389" 20 947 4 2 "sprinkle" 0 1 0 "Locative" 46 "dispreferred" "Heterogenous"
"390" 20 948 4 2 "throw" 1 1 1 "Dative" 21 "preferred" "Homogenous"
"391" 20 949 4 2 "sprinkle" 1 0 1 "Locative" 43 "preferred" "Homogenous"
"392" 20 951 4 2 "give" 0 1 0 "Dative" 4 "dispreferred" "Heterogenous"
"393" 20 954 4 2 "read" 0 1 1 "Dative" 11 "preferred" "Heterogenous"
"394" 20 958 4 2 "sprinkle" 1 1 0 "Locative" 47 "dispreferred" "Homogenous"
"395" 20 960 4 2 "throw" 0 1 0 "Dative" 22 "dispreferred" "Heterogenous"
"396" 21 961 5 3 "give" 1 1 1 "Dative" 3 "preferred" "Homogenous"
"397" 21 964 5 3 "give" 1 1 1 "Dative" 4 "preferred" "Homogenous"
"398" 21 967 5 3 "give" 1 1 0 "Dative" 5 "dispreferred" "Homogenous"
"399" 21 969 5 3 "spray" 0 1 1 "Locative" 42 "preferred" "Heterogenous"
"400" 21 970 5 3 "give" 1 1 0 "Dative" 6 "dispreferred" "Homogenous"
"401" 21 973 5 3 "give" 0 1 0 "Dative" 1 "dispreferred" "Heterogenous"
"402" 21 976 5 3 "read" 0 1 0 "Dative" 9 "dispreferred" "Heterogenous"
"403" 21 977 5 3 "put" 1 1 0 "Locative" 28 "dispreferred" "Homogenous"
"404" 21 979 5 3 "show" 0 1 1 "Dative" 13 "preferred" "Heterogenous"
"405" 21 982 5 3 "throw" 0 1 1 "Dative" 20 "preferred" "Heterogenous"
"406" 21 983 5 3 "put" 1 1 1 "Locative" 30 "preferred" "Homogenous"
"407" 21 987 5 3 "show" 1 1 0 "Dative" 16 "dispreferred" "Homogenous"
"408" 21 990 5 3 "show" 1 1 0 "Dative" 15 "dispreferred" "Homogenous"
"409" 21 995 5 3 "spray" 0 1 0 "Locative" 40 "dispreferred" "Heterogenous"
"410" 21 996 5 3 "show" 1 1 1 "Dative" 18 "preferred" "Homogenous"
"411" 21 997 5 3 "spray" 1 0 0 "Locative" 41 "dispreferred" "Homogenous"
"412" 21 1000 5 3 "spray" 1 1 0 "Locative" 37 "dispreferred" "Homogenous"
"413" 21 1002 5 3 "give" 0 1 0 "Dative" 2 "dispreferred" "Heterogenous"
"414" 21 1003 5 3 "spray" 1 0 1 "Locative" 39 "preferred" "Homogenous"
"415" 21 1005 5 3 "throw" 0 1 1 "Dative" 21 "preferred" "Heterogenous"
"416" 21 1006 5 3 "spray" 1 1 1 "Locative" 38 "preferred" "Homogenous"
"417" 21 1008 5 3 "show" 0 1 1 "Dative" 14 "preferred" "Heterogenous"
"418" 22 1009 6 3 "give" 1 0 0 "Dative" 3 "dispreferred" "Homogenous"
"419" 22 1011 6 3 "put" 0 1 0 "Locative" 25 "dispreferred" "Heterogenous"
"420" 22 1012 6 3 "give" 1 0 0 "Dative" 4 "dispreferred" "Homogenous"
"421" 22 1014 6 3 "rub" 0 1 1 "Locative" 33 "preferred" "Heterogenous"
"422" 22 1015 6 3 "give" 1 0 1 "Dative" 5 "preferred" "Homogenous"
"423" 22 1017 6 3 "spray" 0 0 0 "Locative" 42 "dispreferred" "Heterogenous"
"424" 22 1018 6 3 "give" 1 0 1 "Dative" 6 "preferred" "Homogenous"
"425" 22 1020 6 3 "sprinkle" 0 1 1 "Locative" 45 "preferred" "Heterogenous"
"426" 22 1021 6 3 "give" 0 0 1 "Dative" 1 "preferred" "Heterogenous"
"427" 22 1024 6 3 "read" 0 0 1 "Dative" 9 "preferred" "Heterogenous"
"428" 22 1025 6 3 "put" 1 0 1 "Locative" 28 "preferred" "Homogenous"
"429" 22 1027 6 3 "show" 0 0 0 "Dative" 13 "dispreferred" "Heterogenous"
"430" 22 1030 6 3 "throw" 0 1 0 "Dative" 20 "dispreferred" "Heterogenous"
"431" 22 1031 6 3 "put" 1 1 0 "Locative" 30 "dispreferred" "Homogenous"
"432" 22 1034 6 3 "rub" 0 1 0 "Locative" 34 "dispreferred" "Heterogenous"
"433" 22 1035 6 3 "show" 1 0 1 "Dative" 16 "preferred" "Homogenous"
"434" 22 1038 6 3 "show" 1 0 1 "Dative" 15 "preferred" "Homogenous"
"435" 22 1040 6 3 "sprinkle" 0 1 1 "Locative" 47 "preferred" "Heterogenous"
"436" 22 1043 6 3 "spray" 0 1 1 "Locative" 40 "preferred" "Heterogenous"
"437" 22 1044 6 3 "show" 1 0 0 "Dative" 18 "dispreferred" "Homogenous"
"438" 22 1045 6 3 "spray" 1 0 1 "Locative" 41 "preferred" "Homogenous"
"439" 22 1047 6 3 "read" 0 1 1 "Dative" 10 "preferred" "Heterogenous"
"440" 22 1048 6 3 "spray" 1 1 1 "Locative" 37 "preferred" "Homogenous"
"441" 22 1050 6 3 "give" 0 0 1 "Dative" 2 "preferred" "Heterogenous"
"442" 22 1051 6 3 "spray" 1 1 0 "Locative" 39 "dispreferred" "Homogenous"
"443" 22 1053 6 3 "throw" 0 1 0 "Dative" 21 "dispreferred" "Heterogenous"
"444" 22 1054 6 3 "spray" 1 1 0 "Locative" 38 "dispreferred" "Homogenous"
"445" 22 1056 6 3 "show" 0 0 0 "Dative" 14 "dispreferred" "Heterogenous"
"446" 23 1057 7 4 "read" 1 0 0 "Dative" 9 "dispreferred" "Homogenous"
"447" 23 1059 7 4 "rub" 0 1 1 "Locative" 32 "preferred" "Heterogenous"
"448" 23 1060 7 4 "read" 1 1 0 "Dative" 10 "dispreferred" "Homogenous"
"449" 23 1063 7 4 "read" 1 0 1 "Dative" 11 "preferred" "Homogenous"
"450" 23 1066 7 4 "read" 1 0 1 "Dative" 12 "preferred" "Homogenous"
"451" 23 1069 7 4 "read" 0 0 1 "Dative" 8 "preferred" "Heterogenous"
"452" 23 1072 7 4 "give" 0 0 1 "Dative" 3 "preferred" "Heterogenous"
"453" 23 1075 7 4 "throw" 0 1 0 "Dative" 19 "dispreferred" "Heterogenous"
"454" 23 1076 7 4 "rub" 1 1 1 "Locative" 35 "preferred" "Homogenous"
"455" 23 1078 7 4 "show" 0 1 0 "Dative" 16 "dispreferred" "Heterogenous"
"456" 23 1079 7 4 "rub" 1 1 1 "Locative" 36 "preferred" "Homogenous"
"457" 23 1082 7 4 "put" 0 1 0 "Locative" 28 "dispreferred" "Heterogenous"
"458" 23 1083 7 4 "throw" 1 0 0 "Dative" 20 "dispreferred" "Homogenous"
"459" 23 1086 7 4 "throw" 1 1 0 "Dative" 21 "dispreferred" "Homogenous"
"460" 23 1088 7 4 "spray" 0 0 0 "Locative" 41 "dispreferred" "Heterogenous"
"461" 23 1089 7 4 "throw" 1 1 1 "Dative" 22 "preferred" "Homogenous"
"462" 23 1092 7 4 "throw" 1 0 1 "Dative" 23 "preferred" "Homogenous"
"463" 23 1095 7 4 "give" 0 0 1 "Dative" 4 "preferred" "Heterogenous"
"464" 23 1096 7 4 "sprinkle" 1 1 1 "Locative" 47 "preferred" "Homogenous"
"465" 23 1098 7 4 "read" 0 0 1 "Dative" 7 "preferred" "Heterogenous"
"466" 23 1099 7 4 "sprinkle" 1 1 0 "Locative" 46 "dispreferred" "Homogenous"
"467" 23 1101 7 4 "show" 0 0 0 "Dative" 15 "dispreferred" "Heterogenous"
"468" 23 1104 7 4 "throw" 0 0 0 "Dative" 24 "dispreferred" "Heterogenous"
"469" 24 1105 8 4 "read" 1 1 1 "Dative" 9 "preferred" "Homogenous"
"470" 24 1108 8 4 "read" 1 1 1 "Dative" 10 "preferred" "Homogenous"
"471" 24 1111 8 4 "read" 1 1 0 "Dative" 11 "dispreferred" "Homogenous"
"472" 24 1113 8 4 "sprinkle" 0 1 1 "Locative" 44 "preferred" "Heterogenous"
"473" 24 1114 8 4 "read" 1 1 0 "Dative" 12 "dispreferred" "Homogenous"
"474" 24 1116 8 4 "spray" 0 1 0 "Locative" 37 "dispreferred" "Heterogenous"
"475" 24 1117 8 4 "read" 0 1 0 "Dative" 8 "dispreferred" "Heterogenous"
"476" 24 1120 8 4 "give" 0 1 0 "Dative" 3 "dispreferred" "Heterogenous"
"477" 24 1121 8 4 "rub" 1 1 1 "Locative" 34 "preferred" "Homogenous"
"478" 24 1123 8 4 "throw" 0 1 1 "Dative" 19 "preferred" "Heterogenous"
"479" 24 1124 8 4 "rub" 1 1 0 "Locative" 35 "dispreferred" "Homogenous"
"480" 24 1126 8 4 "show" 0 0 1 "Dative" 16 "preferred" "Heterogenous"
"481" 24 1130 8 4 "put" 0 1 1 "Locative" 28 "preferred" "Heterogenous"
"482" 24 1131 8 4 "throw" 1 0 1 "Dative" 20 "preferred" "Homogenous"
"483" 24 1133 8 4 "rub" 0 1 0 "Locative" 31 "dispreferred" "Heterogenous"
"484" 24 1134 8 4 "throw" 1 1 1 "Dative" 21 "preferred" "Homogenous"
"485" 24 1136 8 4 "spray" 0 1 1 "Locative" 41 "preferred" "Heterogenous"
"486" 24 1139 8 4 "sprinkle" 0 1 0 "Locative" 43 "dispreferred" "Heterogenous"
"487" 24 1140 8 4 "throw" 1 1 0 "Dative" 23 "dispreferred" "Homogenous"
"488" 24 1141 8 4 "sprinkle" 1 1 0 "Locative" 45 "dispreferred" "Homogenous"
"489" 24 1144 8 4 "sprinkle" 1 1 0 "Locative" 47 "dispreferred" "Homogenous"
"490" 24 1146 8 4 "read" 0 0 0 "Dative" 7 "dispreferred" "Heterogenous"
"491" 24 1147 8 4 "sprinkle" 1 1 1 "Locative" 46 "preferred" "Homogenous"
"492" 25 1153 1 1 "give" 1 0 0 "Dative" 1 "dispreferred" "Homogenous"
"493" 25 1156 1 1 "give" 1 0 0 "Dative" 2 "dispreferred" "Homogenous"
"494" 25 1158 1 1 "rub" 0 0 0 "Locative" 33 "dispreferred" "Heterogenous"
"495" 25 1159 1 1 "give" 1 0 1 "Dative" 3 "preferred" "Homogenous"
"496" 25 1161 1 1 "spray" 0 0 1 "Locative" 39 "preferred" "Heterogenous"
"497" 25 1162 1 1 "give" 1 0 1 "Dative" 4 "preferred" "Homogenous"
"498" 25 1165 1 1 "give" 0 0 0 "Dative" 5 "dispreferred" "Heterogenous"
"499" 25 1174 1 1 "throw" 0 1 0 "Dative" 21 "dispreferred" "Heterogenous"
"500" 25 1175 1 1 "put" 1 1 0 "Locative" 28 "dispreferred" "Homogenous"
"501" 25 1179 1 1 "show" 1 1 1 "Dative" 13 "preferred" "Homogenous"
"502" 25 1182 1 1 "show" 1 0 1 "Dative" 14 "preferred" "Homogenous"
"503" 25 1185 1 1 "show" 1 1 0 "Dative" 16 "dispreferred" "Homogenous"
"504" 25 1187 1 1 "spray" 0 0 0 "Locative" 38 "dispreferred" "Heterogenous"
"505" 25 1188 1 1 "show" 1 1 0 "Dative" 15 "dispreferred" "Homogenous"
"506" 25 1189 1 1 "spray" 1 1 1 "Locative" 42 "preferred" "Homogenous"
"507" 25 1191 1 1 "read" 0 1 0 "Dative" 10 "dispreferred" "Heterogenous"
"508" 25 1192 1 1 "spray" 1 0 1 "Locative" 40 "preferred" "Homogenous"
"509" 25 1194 1 1 "give" 0 0 1 "Dative" 6 "preferred" "Heterogenous"
"510" 25 1195 1 1 "spray" 1 0 0 "Locative" 41 "dispreferred" "Homogenous"
"511" 25 1197 1 1 "throw" 0 1 0 "Dative" 20 "dispreferred" "Heterogenous"
"512" 25 1198 1 1 "spray" 1 1 0 "Locative" 37 "dispreferred" "Homogenous"
"513" 25 1200 1 1 "show" 0 1 1 "Dative" 18 "preferred" "Heterogenous"
"514" 26 1201 2 1 "give" 1 0 1 "Dative" 1 "preferred" "Homogenous"
"515" 26 1203 2 1 "put" 0 1 0 "Locative" 29 "dispreferred" "Heterogenous"
"516" 26 1204 2 1 "give" 1 1 1 "Dative" 2 "preferred" "Homogenous"
"517" 26 1207 2 1 "give" 1 1 0 "Dative" 3 "dispreferred" "Homogenous"
"518" 26 1209 2 1 "spray" 0 1 0 "Locative" 39 "dispreferred" "Heterogenous"
"519" 26 1210 2 1 "give" 1 1 0 "Dative" 4 "dispreferred" "Homogenous"
"520" 26 1213 2 1 "give" 0 1 1 "Dative" 5 "preferred" "Heterogenous"
"521" 26 1214 2 1 "put" 1 0 0 "Locative" 25 "dispreferred" "Homogenous"
"522" 26 1216 2 1 "read" 0 1 0 "Dative" 9 "dispreferred" "Heterogenous"
"523" 26 1222 2 1 "throw" 0 1 1 "Dative" 21 "preferred" "Heterogenous"
"524" 26 1226 2 1 "rub" 0 1 0 "Locative" 34 "dispreferred" "Heterogenous"
"525" 26 1227 2 1 "show" 1 0 0 "Dative" 13 "dispreferred" "Homogenous"
"526" 26 1229 2 1 "put" 0 1 1 "Locative" 30 "preferred" "Heterogenous"
"527" 26 1230 2 1 "show" 1 1 0 "Dative" 14 "dispreferred" "Homogenous"
"528" 26 1233 2 1 "show" 1 1 1 "Dative" 16 "preferred" "Homogenous"
"529" 26 1235 2 1 "spray" 0 1 1 "Locative" 38 "preferred" "Heterogenous"
"530" 26 1236 2 1 "show" 1 1 1 "Dative" 15 "preferred" "Homogenous"
"531" 26 1239 2 1 "read" 0 1 1 "Dative" 10 "preferred" "Heterogenous"
"532" 26 1240 2 1 "spray" 1 0 0 "Locative" 40 "dispreferred" "Homogenous"
"533" 26 1242 2 1 "give" 0 1 0 "Dative" 6 "dispreferred" "Heterogenous"
"534" 26 1243 2 1 "spray" 1 0 1 "Locative" 41 "preferred" "Homogenous"
"535" 26 1245 2 1 "throw" 0 1 1 "Dative" 20 "preferred" "Heterogenous"
"536" 26 1248 2 1 "show" 0 1 0 "Dative" 18 "dispreferred" "Heterogenous"
"537" 27 1249 3 2 "read" 1 1 1 "Dative" 7 "preferred" "Homogenous"
"538" 27 1251 3 2 "rub" 0 1 0 "Locative" 36 "dispreferred" "Heterogenous"
"539" 27 1252 3 2 "read" 1 1 1 "Dative" 8 "preferred" "Homogenous"
"540" 27 1254 3 2 "put" 0 1 0 "Locative" 27 "dispreferred" "Heterogenous"
"541" 27 1255 3 2 "read" 1 1 0 "Dative" 9 "dispreferred" "Homogenous"
"542" 27 1258 3 2 "read" 1 1 0 "Dative" 10 "dispreferred" "Homogenous"
"543" 27 1260 3 2 "spray" 0 1 1 "Locative" 41 "preferred" "Heterogenous"
"544" 27 1261 3 2 "read" 0 1 1 "Dative" 12 "preferred" "Heterogenous"
"545" 27 1262 3 2 "rub" 1 1 1 "Locative" 31 "preferred" "Homogenous"
"546" 27 1264 3 2 "give" 0 1 1 "Dative" 3 "preferred" "Heterogenous"
"547" 27 1265 3 2 "rub" 1 1 1 "Locative" 32 "preferred" "Homogenous"
"548" 27 1267 3 2 "throw" 0 1 0 "Dative" 23 "dispreferred" "Heterogenous"
"549" 27 1270 3 2 "show" 0 1 0 "Dative" 15 "dispreferred" "Heterogenous"
"550" 27 1271 3 2 "rub" 1 0 0 "Locative" 34 "dispreferred" "Homogenous"
"551" 27 1274 3 2 "put" 0 1 0 "Locative" 28 "dispreferred" "Heterogenous"
"552" 27 1275 3 2 "throw" 1 1 1 "Dative" 24 "preferred" "Homogenous"
"553" 27 1277 3 2 "rub" 0 1 1 "Locative" 35 "preferred" "Heterogenous"
"554" 27 1278 3 2 "throw" 1 1 1 "Dative" 19 "preferred" "Homogenous"
"555" 27 1280 3 2 "spray" 0 0 0 "Locative" 37 "dispreferred" "Heterogenous"
"556" 27 1281 3 2 "throw" 1 1 0 "Dative" 20 "dispreferred" "Homogenous"
"557" 27 1283 3 2 "sprinkle" 0 1 1 "Locative" 46 "preferred" "Heterogenous"
"558" 27 1284 3 2 "throw" 1 1 0 "Dative" 21 "dispreferred" "Homogenous"
"559" 27 1285 3 2 "sprinkle" 1 1 0 "Locative" 43 "dispreferred" "Homogenous"
"560" 27 1287 3 2 "give" 0 1 1 "Dative" 4 "preferred" "Heterogenous"
"561" 27 1288 3 2 "sprinkle" 1 1 0 "Locative" 44 "dispreferred" "Homogenous"
"562" 27 1290 3 2 "read" 0 1 0 "Dative" 11 "dispreferred" "Heterogenous"
"563" 27 1293 3 2 "show" 0 0 0 "Dative" 16 "dispreferred" "Heterogenous"
"564" 27 1294 3 2 "sprinkle" 1 1 1 "Locative" 47 "preferred" "Homogenous"
"565" 27 1296 3 2 "throw" 0 1 1 "Dative" 22 "preferred" "Heterogenous"
"566" 28 1297 4 2 "read" 1 1 0 "Dative" 7 "dispreferred" "Homogenous"
"567" 28 1300 4 2 "read" 1 1 0 "Dative" 8 "dispreferred" "Homogenous"
"568" 28 1302 4 2 "put" 0 1 1 "Locative" 27 "preferred" "Heterogenous"
"569" 28 1303 4 2 "read" 1 0 1 "Dative" 9 "preferred" "Homogenous"
"570" 28 1306 4 2 "read" 1 1 1 "Dative" 10 "preferred" "Homogenous"
"571" 28 1309 4 2 "read" 0 1 0 "Dative" 12 "dispreferred" "Heterogenous"
"572" 28 1312 4 2 "give" 0 1 0 "Dative" 3 "dispreferred" "Heterogenous"
"573" 28 1313 4 2 "rub" 1 1 0 "Locative" 32 "dispreferred" "Homogenous"
"574" 28 1315 4 2 "throw" 0 1 1 "Dative" 23 "preferred" "Heterogenous"
"575" 28 1318 4 2 "show" 0 1 1 "Dative" 15 "preferred" "Heterogenous"
"576" 28 1322 4 2 "put" 0 1 1 "Locative" 28 "preferred" "Heterogenous"
"577" 28 1323 4 2 "throw" 1 1 0 "Dative" 24 "dispreferred" "Homogenous"
"578" 28 1325 4 2 "rub" 0 1 0 "Locative" 35 "dispreferred" "Heterogenous"
"579" 28 1326 4 2 "throw" 1 1 0 "Dative" 19 "dispreferred" "Homogenous"
"580" 28 1328 4 2 "spray" 0 1 1 "Locative" 37 "preferred" "Heterogenous"
"581" 28 1329 4 2 "throw" 1 1 1 "Dative" 20 "preferred" "Homogenous"
"582" 28 1332 4 2 "throw" 1 1 1 "Dative" 21 "preferred" "Homogenous"
"583" 28 1333 4 2 "sprinkle" 1 0 1 "Locative" 43 "preferred" "Homogenous"
"584" 28 1335 4 2 "give" 0 1 0 "Dative" 4 "dispreferred" "Heterogenous"
"585" 28 1338 4 2 "read" 0 1 1 "Dative" 11 "preferred" "Heterogenous"
"586" 28 1339 4 2 "sprinkle" 1 1 0 "Locative" 45 "dispreferred" "Homogenous"
"587" 28 1341 4 2 "show" 0 1 1 "Dative" 16 "preferred" "Heterogenous"
"588" 28 1342 4 2 "sprinkle" 1 1 0 "Locative" 47 "dispreferred" "Homogenous"
"589" 28 1344 4 2 "throw" 0 1 0 "Dative" 22 "dispreferred" "Heterogenous"
"590" 29 1345 5 3 "give" 1 0 1 "Dative" 3 "preferred" "Homogenous"
"591" 29 1347 5 3 "put" 0 1 1 "Locative" 25 "preferred" "Heterogenous"
"592" 29 1348 5 3 "give" 1 1 1 "Dative" 4 "preferred" "Homogenous"
"593" 29 1350 5 3 "rub" 0 1 0 "Locative" 33 "dispreferred" "Heterogenous"
"594" 29 1351 5 3 "give" 1 0 0 "Dative" 5 "dispreferred" "Homogenous"
"595" 29 1354 5 3 "give" 1 1 0 "Dative" 6 "dispreferred" "Homogenous"
"596" 29 1357 5 3 "give" 0 0 0 "Dative" 1 "dispreferred" "Heterogenous"
"597" 29 1358 5 3 "put" 1 0 0 "Locative" 27 "dispreferred" "Homogenous"
"598" 29 1363 5 3 "show" 0 0 1 "Dative" 13 "preferred" "Heterogenous"
"599" 29 1364 5 3 "put" 1 1 1 "Locative" 29 "preferred" "Homogenous"
"600" 29 1366 5 3 "throw" 0 1 1 "Dative" 20 "preferred" "Heterogenous"
