"","subject","trial","isi","lexicality","prime","target","accuracy","RT","rel"
"9182",6,101,1050,1,"VISITOR","plan",1,378,"un"
"9184",26,300,1050,1,"ATTITUDE","smell",1,378,"un"
"9185",47,550,1050,1,"SAUCE","body",1,378,"un"
"9186",47,819,1050,1,"STUMBLE","let",1,378,"un"
"9214",18,81,1050,1,"TOPIC","dream",1,378,"un"
"9215",26,26,1050,1,"SECRETARY","wall",1,378,"un"
"9243",5,624,1050,1,"FIND","found",1,378,"rel"
"9244",5,763,1050,1,"PROTECT","secure",1,378,"rel"
"9245",26,36,1050,1,"MAPLE","sugar",1,378,"rel"
"9291",18,224,1050,1,"SELF","me",1,378,"rel"
"9292",18,542,50,1,"ILLNESS","sick",1,378,"rel"
"9293",18,580,50,1,"QUANTITY","amount",1,378,"rel"
"9294",36,19,1050,1,"ALTER","change",1,378,"rel"
"9334",15,63,50,1,"DEPARTMENT","death",1,379,"un"
"9335",18,511,50,1,"VAMPIRE","court",1,379,"un"
"9336",20,134,1050,1,"MARIJUANA","wind",1,379,"un"
"9373",9,62,50,1,"FLOAT","control",1,379,"un"
"9374",18,384,1050,1,"MURDERER","irregular",1,379,"un"
"9413",2,19,1050,1,"HOTTER","summer",1,379,"rel"
"9414",5,765,1050,1,"ICEBERG","lettuce",1,379,"rel"
"9415",15,54,50,1,"COLONEL","general",1,379,"rel"
"9416",18,470,50,1,"ROOF","tile",1,379,"rel"
"9417",42,54,1050,1,"ROOF","tile",1,379,"rel"
"9455",18,127,1050,1,"FURTHER","away",1,379,"rel"
"9456",26,439,50,1,"CELERY","carrot",1,379,"rel"
"9457",36,29,1050,1,"STENCH","smell",1,379,"rel"
"9522",18,671,50,1,"PLUM","weekend",1,380,"un"
"9569",26,70,1050,1,"SPECIAL","weird",1,380,"un"
"9570",42,542,50,1,"EXACT","east",1,380,"un"
"9572",47,663,1050,1,"SLIMY","pimple",1,380,"un"
"9607",3,128,50,1,"SOMETHING","good",1,380,"rel"
"9608",5,755,1050,1,"CHAMPAGNE","beer",1,380,"rel"
"9609",15,16,50,1,"FOOLISH","silly",1,380,"rel"
"9610",26,140,1050,1,"LIVE","happy",1,380,"rel"
"9611",26,162,1050,1,"AROUND","world",1,380,"rel"
"9652",8,458,50,1,"FOUR","five",1,380,"rel"
"9653",22,34,1050,1,"KNOCK","door",1,380,"rel"
"9654",37,79,50,1,"CLAW","cat",1,380,"rel"
"9655",42,126,1050,1,"LUMP","bump",1,380,"rel"
"9720",15,2,50,1,"CONTENT","egg",1,381,"un"
"9721",18,159,1050,1,"VIRGIN","live",1,381,"un"
"9722",26,484,50,1,"COLLECT","real",1,381,"un"
"9774",5,386,50,1,"CIRCUMSTANCE","ruler",1,381,"un"
"9775",8,433,50,1,"DELICATE","one",1,381,"un"
"9777",42,501,50,1,"HUGE","no",1,381,"un"
"9810",16,562,50,1,"DUST","pan",1,381,"rel"
"9811",26,327,1050,1,"ROOSTER","farm",1,381,"rel"
"9845",2,338,1050,1,"RUBBER","band",1,381,"rel"
"9846",3,111,50,1,"WELCOME","home",1,381,"rel"
"9847",7,643,1050,1,"CONDITIONER","shampoo",1,381,"rel"
"9849",26,77,1050,1,"SHEEP","wool",1,381,"rel"
"9851",26,681,50,1,"MONEY","cash",1,381,"rel"
"9852",44,258,1050,1,"GIRL","boy",1,381,"rel"
"9853",45,699,1050,1,"MONASTERY","monk",1,381,"rel"
"9900",5,380,50,1,"SAVIOR","hammer",1,382,"un"
"9901",18,299,1050,1,"DOLLARS","old",1,382,"un"
"9902",18,446,50,1,"SWEETHEART","energy",1,382,"un"
"9933",18,338,1050,1,"PLENTY","thousand",1,382,"un"
"9934",18,370,1050,1,"SALIVA","hoop",1,382,"un"
"9936",18,798,50,1,"DOOR","funny",1,382,"un"
"9937",30,92,1050,1,"THUNDER","done",1,382,"un"
"9939",42,163,1050,1,"COMMUNIST","answer",1,382,"un"
"9940",44,167,1050,1,"BOOK","oyster",0,382,"un"
"9974",8,287,1050,1,"THINK","know",1,382,"rel"
"9975",9,165,50,1,"AROUND","world",1,382,"rel"
"9976",26,651,50,1,"LOYALTY","husband",1,382,"rel"
"10020",21,476,1050,1,"CHAIRPERSON","leader",1,382,"rel"
"10022",33,152,50,1,"QUARTER","dime",1,382,"rel"
"10087",17,3,50,1,"PLANTS","partner",1,383,"un"
"10088",42,423,50,1,"CONDITION","drunk",1,383,"un"
"10121",16,133,1050,1,"TRAUMA","home",1,383,"un"
"10151",3,36,50,1,"CENTRAL","center",1,383,"rel"
"10152",5,564,1050,1,"PASSIVE","active",1,383,"rel"
"10153",7,115,50,1,"DUST","pan",1,383,"rel"
"10154",26,433,50,1,"HAYSTACK","cow",1,383,"rel"
"10196",5,472,1050,1,"BLOCK","brick",1,383,"rel"
"10197",33,545,1050,1,"CORRIDOR","hall",1,383,"rel"
"10233",18,63,1050,1,"TIGER","beach",1,384,"un"
"10235",26,308,1050,1,"SECLUDED","now",1,384,"un"
"10236",33,97,50,1,"MORNING","point",1,384,"un"
"10237",36,754,50,1,"CHANNEL","mine",1,384,"un"
"10238",44,650,50,1,"ACE","length",1,384,"un"
"10261",18,437,50,1,"SMOTHER","pilot",1,384,"un"
"10291",5,771,1050,1,"BIAS","race",1,384,"rel"
"10292",26,443,50,1,"TREAD","float",1,384,"rel"
"10293",47,204,50,1,"INTERESTING","neat",0,384,"rel"
"10327",5,815,1050,1,"LOBE","ear",1,384,"rel"
"10328",15,402,50,1,"PASS","fail",1,384,"rel"
"10329",19,50,50,1,"BEING","human",1,384,"rel"
"10330",27,233,50,1,"LABEL","tag",1,384,"rel"
"10331",47,756,1050,1,"PROVISION","food",1,384,"rel"
"10370",16,213,1050,1,"BASE","hole",1,385,"un"
"10371",16,586,50,1,"SUBTRACT","men",1,385,"un"
"10373",18,189,1050,1,"TIMES","sand",1,385,"un"
"10374",21,474,1050,1,"SEAT","life",1,385,"un"
"10375",21,168,50,1,"DILIGENCE","smile",0,385,"un"
"10376",44,430,50,1,"IRRITATE","day",1,385,"un"
"10414",3,621,1050,1,"FOGGY","wear",1,385,"un"
"10415",5,757,1050,1,"AMBITION","talking",1,385,"un"
"10416",8,361,1050,1,"CURVE","beat",1,385,"un"
"10417",26,254,1050,1,"SPONTANEOUS","doe",1,385,"un"
"10418",30,483,50,1,"BULLETIN","stage",1,385,"un"
"10419",32,80,1050,1,"INTOXICATED","piece",1,385,"un"
"10452",18,637,50,1,"TRUCE","even",1,385,"rel"
"10453",26,415,1050,1,"DILIGENCE","try",1,385,"rel"
"10454",28,235,1050,1,"SECTION","eight",1,385,"rel"
"10455",40,110,1050,1,"REVIVAL","tent",1,385,"rel"
"10504",3,576,1050,1,"FOREVER","always",1,385,"rel"
"10505",19,49,50,1,"TOUCH","feel",1,385,"rel"
"10506",26,436,50,1,"QUACK","duck",1,385,"rel"
"10507",42,135,1050,1,"VILLAIN","bad",1,385,"rel"
"10508",47,646,1050,1,"LOFT","bed",1,385,"rel"
"10557",15,360,50,1,"GUEST","air",1,386,"un"
"10558",18,7,1050,1,"TASTE","achieve",1,386,"un"
"10612",20,20,1050,1,"TABLET","warm",1,386,"un"
"10654",2,435,50,1,"MASON","worker",1,386,"rel"
"10655",3,271,50,1,"STEAL","beg",1,386,"rel"
"10656",7,113,50,1,"DOMINANT","male",1,386,"rel"
"10657",26,333,1050,1,"MATE","wife",1,386,"rel"
"10658",26,149,1050,1,"ICE","pick",1,386,"rel"
"10659",26,326,1050,1,"GOOD","better",1,386,"rel"
"10660",26,509,50,1,"HERD","buffalo",1,386,"rel"
"10718",5,550,1050,1,"STEER","drive",1,386,"rel"
"10719",18,289,1050,1,"HOOT","owl",1,386,"rel"
"10721",33,255,50,1,"HARDY","boys",1,386,"rel"
"10722",35,409,50,1,"MEADOW","field",1,386,"rel"
"10723",47,244,50,1,"TORCH","fire",1,386,"rel"
"10778",18,258,1050,1,"CHAPTER","trash",1,387,"un"
"10780",26,183,1050,1,"BIG","ready",1,387,"un"
"10827",18,138,1050,1,"EXCISE","pan",1,387,"un"
"10828",20,135,1050,1,"LEASE","small",1,387,"un"
"10829",42,757,50,1,"LEND","date",1,387,"un"
"10830",47,717,1050,1,"MANNERS","cleaner",1,387,"un"
"10867",3,65,50,1,"PRODUCER","maker",1,387,"rel"
"10868",47,162,50,1,"SOAK","wash",1,387,"rel"
"10917",8,461,50,1,"AIR","breathe",1,387,"rel"
"10918",9,43,50,1,"BIKE","ride",1,387,"rel"
"10919",18,362,1050,1,"STUDENT","teacher",1,387,"rel"
"10921",19,385,50,1,"OLD","new",1,387,"rel"
"10922",27,430,1050,1,"MUTTON","lamb",1,387,"rel"
"10923",48,192,1050,1,"CUB","bear",1,387,"rel"
"10992",26,107,1050,1,"ECONOMY","find",1,388,"un"
"10993",26,339,1050,1,"VETERAN","plastic",1,388,"un"
"10994",26,180,1050,1,"SUSPECT","sell",1,388,"un"
"11045",15,130,50,1,"AGREE","light",1,388,"un"
"11046",42,144,1050,1,"GROWN","love",1,388,"un"
"11107",5,178,50,1,"TRANSPARENT","tape",1,388,"rel"
"11108",5,742,1050,1,"ATTACH","stick",1,388,"rel"
"11109",16,468,50,1,"WILL","power",1,388,"rel"
"11110",26,117,1050,1,"GEOMETRY","shape",1,388,"rel"
"11111",26,163,1050,1,"CHIPS","potato",1,388,"rel"
"11180",7,811,1050,1,"CROCHET","knit",1,388,"rel"
"11181",10,129,1050,1,"SURFACE","top",1,388,"rel"
"11183",16,827,50,1,"OPPORTUNITY","chance",1,388,"rel"
"11184",18,768,50,1,"DITCH","hole",1,388,"rel"
"11185",18,288,1050,1,"ARIGHT","okay",1,388,"rel"
"11186",19,207,50,1,"COLLEGE","school",1,388,"rel"
"11187",26,222,1050,1,"YOLK","egg",1,388,"rel"
"11188",28,545,50,1,"PRUNE","juice",1,388,"rel"
"11189",36,133,1050,1,"JAW","mouth",1,388,"rel"
"11190",44,427,50,1,"GRADUATE","student",1,388,"rel"
"11273",5,727,1050,1,"SPOTLESS","pot",1,389,"un"
"11274",36,759,50,1,"VOCABULARY","laugh",1,389,"un"
"11318",6,215,1050,1,"BURST","gum",1,389,"un"
"11319",18,158,1050,1,"EXHALE","leg",1,389,"un"
"11320",26,64,1050,1,"DEER","slave",1,389,"un"
"11321",40,142,1050,1,"PERCENT","odd",0,389,"un"
"11377",3,623,1050,1,"STRAIN","back",1,389,"rel"
"11378",16,131,1050,1,"JUSTICE","fair",1,389,"rel"
"11379",18,200,1050,1,"MAPLE","sugar",1,389,"rel"
"11380",26,330,1050,1,"NETWORK","news",1,389,"rel"
"11433",15,63,50,1,"SKETCH","draw",1,389,"rel"
"11434",16,825,50,1,"CARROT","rabbit",1,389,"rel"
"11435",18,391,1050,1,"CURSIVE","writing",1,389,"rel"
"11510",7,637,1050,1,"ANARCHY","worm",1,390,"un"
"11511",15,156,50,1,"CHRISTMAS","sky",1,390,"un"
"11512",18,465,50,1,"CHEW","little",1,390,"un"
"11513",18,61,1050,1,"SECLUDED","now",1,390,"un"
"11514",21,153,50,1,"BACK","enemy",1,390,"un"
"11515",26,95,1050,1,"MOOSE","eye",1,390,"un"
"11516",26,217,1050,1,"TARNISH","heavy",1,390,"un"
"11517",42,162,1050,1,"COUCH","ring",1,390,"un"
"11568",18,677,50,1,"ASS","thirst",1,390,"un"
"11623",5,382,50,1,"PERSONNEL","staff",1,390,"rel"
"11624",18,339,1050,1,"MORAL","values",1,390,"rel"
"11625",44,374,1050,1,"CALL","yell",1,390,"rel"
"11626",47,181,50,1,"SOME","thing",1,390,"rel"
"11683",5,754,1050,1,"SEED","plant",1,390,"rel"
"11684",16,268,1050,1,"COMPONENT","part",1,390,"rel"
"11685",26,600,50,1,"BUBBLE","gum",1,390,"rel"
"11686",35,403,50,1,"MENTAL","health",1,390,"rel"
"11687",45,730,1050,1,"NORTH","south",1,390,"rel"
"11752",3,638,1050,1,"SOUTH","bake",1,391,"un"
"11754",20,15,1050,1,"HELP","funny",1,391,"un"
"11755",26,411,1050,1,"MACARONI","shave",1,391,"un"
"11791",5,491,1050,1,"IRON","plain",1,391,"un"
"11792",18,207,1050,1,"PRECISE","leader",1,391,"un"
"11793",18,369,1050,1,"TREBLE","oil",1,391,"un"
"11842",5,630,1050,1,"SNAIL","shell",1,391,"rel"
"11843",15,196,50,1,"LUCK","fortune",1,391,"rel"
"11844",15,386,50,1,"LOVER","fighter",1,391,"rel"
"11845",18,277,1050,1,"CLEANING","dust",0,391,"rel"
"11847",47,831,1050,1,"LOYAL","TRUE",1,391,"rel"
"11920",7,409,50,1,"TWIST","turn",1,391,"rel"
"11921",9,158,50,1,"PHONE","call",1,391,"rel"
"11922",26,396,1050,1,"CONVINCE","persuade",1,391,"rel"
"12036",5,442,1050,1,"MIDDLE","alone",1,392,"un"
"12037",16,317,1050,1,"NOTHING","hat",1,392,"un"
"12039",26,451,50,1,"BOUNTY","future",1,392,"un"
"12040",26,453,50,1,"ASTRONAUT","climb",1,392,"un"
"12041",26,671,50,1,"KEEPER","dress",1,392,"un"
"12074",26,336,1050,1,"FOREHEAD","hair",1,392,"rel"
"12075",42,19,1050,1,"APPEAL","looks",1,392,"rel"
"12129",5,517,1050,1,"SALOON","bar",1,392,"rel"
"12132",18,239,1050,1,"EARNESTNESS","honesty",1,392,"rel"
"12133",18,164,1050,1,"MEASUREMENT","ruler",0,392,"rel"
"12134",26,51,1050,1,"TULIP","flower",1,392,"rel"
"12135",26,105,1050,1,"SAPPHIRE","blue",1,392,"rel"
"12136",27,798,1050,1,"LIME","lemon",1,392,"rel"
"12137",27,504,1050,1,"GANG","group",1,392,"rel"
"12194",5,376,50,1,"REAR","out",1,393,"un"
"12195",18,681,50,1,"THERMOMETER","eat",1,393,"un"
"12196",26,54,1050,1,"DECENCY","map",1,393,"un"
"12197",33,130,50,1,"FAT","tag",1,393,"un"
"12238",18,37,1050,1,"LOWER","chew",1,393,"un"
"12239",26,279,1050,1,"MONKEY","wash",1,393,"un"
"12240",26,627,50,1,"JUMP","man",1,393,"un"
"12241",33,596,1050,1,"CHARACTERISTI","look",1,393,"un"
"12242",42,414,1050,1,"QUENCH","know",1,393,"un"
"12296",7,105,50,1,"CONVICT","killer",1,393,"rel"
"12297",16,411,1050,1,"DONE","gone",1,393,"rel"
"12298",16,802,50,1,"QUART","oil",1,393,"rel"
"12299",18,267,1050,1,"RAINY","weather",1,393,"rel"
"12300",36,88,1050,1,"STALL","hold",1,393,"rel"
"12301",36,193,1050,1,"ASIA","minor",0,393,"rel"
"12302",47,602,1050,1,"WIPE","ass",1,393,"rel"
"12303",47,645,1050,1,"BOLT","close",1,393,"rel"
"12358",5,375,50,1,"PARTICIPATE","join",1,393,"rel"
"12360",16,105,1050,1,"PAN","pot",1,393,"rel"
"12361",18,124,1050,1,"NOON","lunch",1,393,"rel"
"12362",19,25,50,1,"ALTER","change",1,393,"rel"
"12432",15,9,50,1,"SADDLE","boys",1,394,"un"
"12433",26,87,1050,1,"ADOLESCENT","gain",1,394,"un"
"12434",36,735,50,1,"COMMITTEE","loud",1,394,"un"
"12489",7,54,50,1,"SUCCESS","find",1,394,"un"
"12490",7,260,50,1,"COAST","actor",1,394,"un"
"12491",18,419,50,1,"RUB","gamble",0,394,"un"
"12545",7,178,50,1,"HEEL","toe",1,394,"rel"
"12546",18,188,1050,1,"RIDE","bicycle",1,394,"rel"
"12547",26,9,1050,1,"SAVIOR","taste",1,394,"rel"
"12548",26,89,1050,1,"WRENCH","monkey",1,394,"rel"
"12549",26,113,1050,1,"SHRIMP","lobster",1,394,"rel"
"12550",47,785,1050,1,"BLESS","you",1,394,"rel"
"12635",18,501,50,1,"THREAT","scare",1,394,"rel"
"12636",26,325,1050,1,"HUT","straw",1,394,"rel"
"12715",47,606,1050,1,"VIOLIN","hurt",0,395,"un"
"12780",5,428,1050,1,"WIN","fast",1,395,"un"
"12782",9,710,1050,1,"ART","cheese",0,395,"un"
"12783",16,294,1050,1,"LAPEL","seek",1,395,"un"
"12784",18,117,1050,1,"SENTRY","higher",1,395,"un"
"12785",18,507,50,1,"FLOWER","fiction",1,395,"un"
"12787",44,514,50,1,"FINISH","brother",1,395,"un"
"12849",2,104,1050,1,"DISBELIEF","alive",1,395,"rel"
"12850",3,584,1050,1,"SWATTER","bat",1,395,"rel"
"12851",5,655,1050,1,"CUDDLE","boy",1,395,"rel"
"12852",18,359,1050,1,"EVICT","apartment",1,395,"rel"
"12853",26,38,1050,1,"RIDE","bicycle",1,395,"rel"
"12939",3,257,50,1,"LASTING","long",1,395,"rel"
"12940",16,414,1050,1,"COFFEE","tea",1,395,"rel"
"12942",26,223,1050,1,"DISASTER","earthquake",1,395,"rel"
"12943",32,90,1050,1,"FACTORY","worker",1,395,"rel"
"12944",32,95,1050,1,"CHAIR","table",1,395,"rel"
"12945",32,206,1050,1,"SMELL","taste",1,395,"rel"
"12946",33,458,1050,1,"BACKBONE","spine",1,395,"rel"
"12947",47,641,1050,1,"GUYS","girls",1,395,"rel"
"12948",47,742,1050,1,"BLOUSE","shirt",1,395,"rel"
"13020",20,136,1050,1,"WATCH","plane",1,396,"un"
"13077",22,67,1050,1,"INTRODUCE","sky",1,396,"un"
"13078",47,187,50,1,"CHUNK","christ",1,396,"un"
"13079",47,789,1050,1,"COMMANDER","feel",1,396,"un"
"13135",5,115,50,1,"CRUST","pizza",1,396,"rel"
"13136",5,469,1050,1,"ACCUSE","court",1,396,"rel"
"13137",5,730,1050,1,"BAKER","cake",1,396,"rel"
"13138",16,91,1050,1,"BROKEN","fix",1,396,"rel"
"13139",26,202,1050,1,"HANGER","coat",1,396,"rel"
"13140",26,767,50,1,"MEDIUM","rare",1,396,"rel"
"13141",33,363,50,1,"ARMS","hug",1,396,"rel"
"13142",47,744,1050,1,"FINAL","last",1,396,"rel"
"13243",10,416,50,1,"SLURP","drink",1,396,"rel"
"13244",18,317,1050,1,"SQUEAK","mouse",1,396,"rel"
"13245",18,558,50,1,"BACKBONE","spine",1,396,"rel"
"13246",26,212,1050,1,"CREDIT","card",1,396,"rel"
"13247",42,593,50,1,"SAPPHIRE","blue",1,396,"rel"
"13329",3,288,50,1,"WATCH","plane",1,397,"un"
"13330",8,457,50,1,"LET","item",1,397,"un"
"13331",12,131,1050,1,"AMOUNT","past",1,397,"un"
"13332",16,785,50,1,"INSIDE","baby",1,397,"un"
"13333",26,502,50,1,"DOUBT","temple",0,397,"un"
"13334",27,526,1050,1,"HAIRCUT","land",1,397,"un"
"13335",42,138,1050,1,"COMEDIAN","twelve",1,397,"un"
"13385",18,354,1050,1,"FRISK","act",1,397,"un"
"13386",18,451,50,1,"MASTER","large",1,397,"un"
"13387",42,778,50,1,"REGION","loving",1,397,"un"
"13388",44,435,50,1,"STEREOTYPE","virgin",1,397,"un"
"13448",5,334,50,1,"SCRUB","dishes",1,397,"rel"
"13449",5,385,50,1,"SNOW","ski",1,397,"rel"
"13452",26,201,1050,1,"PLUTO","dog",1,397,"rel"
"13453",42,232,1050,1,"VEGETABLE","food",1,397,"rel"
"13454",47,362,50,1,"ENGAGE","together",1,397,"rel"
"13510",5,330,50,1,"FAME","fortune",1,397,"rel"
"13512",16,627,50,1,"TRICYCLE","bicycle",1,397,"rel"
"13514",26,216,1050,1,"HELIUM","balloon",1,397,"rel"
"13515",33,9,50,1,"TOE","foot",1,397,"rel"
"13516",42,764,50,1,"SELF","me",1,397,"rel"
"13517",44,142,1050,1,"ATLAS","map",1,397,"rel"
"13518",45,629,1050,1,"PITCHFORK","hay",1,397,"rel"
"13590",5,730,1050,1,"SHELF","even",1,398,"un"
"13591",5,713,1050,1,"REVENGE","crime",1,398,"un"
"13592",9,81,50,1,"MOOSE","eye",1,398,"un"
"13593",16,266,1050,1,"SECURITY","there",1,398,"un"
"13594",26,523,50,1,"SEARCH","web",1,398,"un"
"13595",27,462,1050,1,"DUSTPAN","door",1,398,"un"
"13596",44,480,50,1,"INTEGRATE","hard",1,398,"un"
"13650",7,338,50,1,"HARVEST","wrong",1,398,"un"
"13651",9,195,50,1,"WEIRD","spoon",1,398,"un"
"13652",16,87,1050,1,"MYSTERY","eat",1,398,"un"
"13653",18,564,50,1,"DOMINATE","killer",1,398,"un"
"13654",18,751,50,1,"PARKWAY","pull",1,398,"un"
"13655",26,174,1050,1,"JAR","spaghetti",1,398,"un"
"13656",26,111,1050,1,"PASTE","superman",1,398,"un"
"13657",26,177,1050,1,"MIRAGE","want",1,398,"un"
"13658",26,220,1050,1,"HATCHET","peace",1,398,"un"
"13659",26,520,50,1,"SYRUP","brain",1,398,"un"
"13660",27,790,1050,1,"RIGHTEOUS","soap",1,398,"un"
"13661",37,62,50,1,"CREDIT","decision",0,398,"un"
"13662",42,577,50,1,"REFUSE","evil",1,398,"un"
"13721",2,145,1050,1,"UPSTREAM","water",1,398,"rel"
"13722",16,770,50,1,"CREATION","make",1,398,"rel"
"13723",18,212,1050,1,"NURSE","patient",1,398,"rel"
"13724",18,297,1050,1,"ARTIST","draw",1,398,"rel"
"13725",48,85,1050,1,"POETRY","poem",1,398,"rel"
"13797",16,448,50,1,"CABINET","kitchen",1,398,"rel"
"13798",18,791,50,1,"JOURNEY","trip",1,398,"rel"
"13799",26,138,1050,1,"BURIAL","death",1,398,"rel"
"13800",33,151,50,1,"COWGIRL","cowboy",1,398,"rel"
"13801",33,305,50,1,"ATTRACT","like",1,398,"rel"
"13802",42,431,50,1,"STUDENT","teacher",1,398,"rel"
"13896",18,534,50,1,"WEB","floor",1,399,"un"
"13897",21,39,50,1,"EXPRESSION","vine",1,399,"un"
"13898",26,536,50,1,"RIBS","marriage",1,399,"un"
"13899",40,627,50,1,"MOTORCYCLE","kiss",1,399,"un"
"13958",5,528,1050,1,"DIG","fox",1,399,"un"
"13959",18,72,1050,1,"RIGID","belief",1,399,"un"
"13961",26,557,50,1,"EXPLANATION","sorry",1,399,"un"
"13962",36,721,50,1,"MISCHIEF","try",1,399,"un"
"14020",5,705,1050,1,"SON","dad",1,399,"rel"
"14021",7,127,50,1,"COUPLE","date",1,399,"rel"
"14023",16,347,1050,1,"METEORITE","star",1,399,"rel"
"14024",18,629,50,1,"SLEEVE","short",1,399,"rel"
"14025",18,825,50,1,"TUNNEL","under",1,399,"rel"
"14026",42,475,50,1,"GAG","puke",1,399,"rel"
"14027",48,377,1050,1,"ANALYSIS","data",1,399,"rel"
"14096",2,344,1050,1,"HERE","there",1,399,"rel"
"14097",5,222,50,1,"GREASE","oil",1,399,"rel"
"14098",5,328,50,1,"CLAW","cat",1,399,"rel"
"14099",5,3,50,1,"TOPIC","subject",1,399,"rel"
"14100",15,133,50,1,"ALONE","lonely",1,399,"rel"
"14101",15,124,50,1,"GORGEOUS","beautiful",1,399,"rel"
"14102",18,103,1050,1,"TELLER","bank",1,399,"rel"
"14104",30,257,1050,1,"GREASE","oil",1,399,"rel"
"14193",5,414,50,1,"MORTGAGE","toy",1,400,"un"
"14194",16,297,1050,1,"SUPERVISOR","snow",1,400,"un"
"14195",19,53,50,1,"PAY","turtle",1,400,"un"
"14196",26,228,1050,1,"CORE","early",1,400,"un"
"14197",26,466,50,1,"FEATURE","boots",1,400,"un"
"14198",26,91,1050,1,"APRON","tense",1,400,"un"
"14261",16,688,50,1,"SORRY","town",1,400,"un"
"14262",18,357,1050,1,"CLOWN","unknown",1,400,"un"
"14263",18,198,1050,1,"APPLIANCE","bacon",1,400,"un"
"14264",18,816,50,1,"WIDTH","learn",1,400,"un"
"14265",42,138,1050,1,"WHO","rice",1,400,"un"
"14315",5,300,50,1,"AMUSE","joke",1,400,"rel"
"14316",5,326,50,1,"NUT","cracker",1,400,"rel"
"14317",5,567,1050,1,"SPANK","cry",1,400,"rel"
"14318",16,610,50,1,"OVEN","heat",1,400,"rel"
"14319",16,728,50,1,"CODE","red",1,400,"rel"
"14320",18,315,1050,1,"DONATION","gift",1,400,"rel"
"14321",18,687,50,1,"SOBER","normal",1,400,"rel"
"14322",18,797,50,1,"SHAVE","beard",1,400,"rel"
"14323",18,159,1050,1,"MASON","worker",1,400,"rel"
"14324",19,51,50,1,"BRACES","young",1,400,"rel"
"14325",45,504,1050,1,"NITROGEN","oxygen",1,400,"rel"
"14388",2,72,1050,1,"YOUTH","young",1,400,"rel"
"14389",3,612,1050,1,"GRAIN","wheat",1,400,"rel"
"14390",3,126,50,1,"SHOW","tell",1,400,"rel"
"14391",3,560,1050,1,"FOG","mist",1,400,"rel"
"14392",6,639,50,1,"LEAN","skinny",1,400,"rel"
"14393",7,280,50,1,"REPRODUCE","sex",1,400,"rel"
"14395",15,371,50,1,"SHAPE","mold",1,400,"rel"
"14396",18,420,50,1,"HONEST","truth",1,400,"rel"
"14397",26,60,1050,1,"GUITAR","string",1,400,"rel"
"14398",42,311,1050,1,"MAGAZINE","book",1,400,"rel"
"14399",42,317,1050,1,"RUBBER","band",1,400,"rel"
"14400",44,225,1050,1,"LATCH","key",1,400,"rel"
"14401",48,61,1050,1,"PAN","pot",1,400,"rel"
"14455",5,25,50,1,"MASON","break",1,401,"un"
"14456",9,109,50,1,"BRACELET","polite",1,401,"un"
"14457",16,659,50,1,"SIDEWALK","teach",1,401,"un"
"14458",26,428,50,1,"WIND","heaven",1,401,"un"
"14515",3,388,50,1,"DATE","raw",1,401,"un"
"14516",18,94,1050,1,"VAST","easy",1,401,"un"
"14517",19,212,50,1,"HAUL","team",1,401,"un"
"14580",5,299,50,1,"FABLE","lesson",1,401,"rel"
"14581",5,615,1050,1,"MOOSE","deer",1,401,"rel"
"14582",6,440,50,1,"PLANT","bush",1,401,"rel"
"14583",9,626,1050,1,"HAYSTACK","cow",0,401,"rel"
"14584",18,235,1050,1,"GULL","freedom",1,401,"rel"
"14586",20,293,1050,1,"PLAYGROUND","slide",1,401,"rel"
"14587",23,53,50,1,"NOSE","blow",1,401,"rel"
"14588",42,96,1050,1,"CREAM","milk",1,401,"rel"
"14589",42,427,50,1,"HEAT","florida",1,401,"rel"
"14685",3,260,50,1,"FIGHT","fist",1,401,"rel"
"14686",3,436,1050,1,"QUIZ","test",1,401,"rel"
"14687",7,167,50,1,"RAZOR","sharp",1,401,"rel"
"14688",7,199,50,1,"TORCH","fire",1,401,"rel"
"14689",15,82,50,1,"SHATTER","break",1,401,"rel"
"14690",16,593,50,1,"DEATH","life",1,401,"rel"
"14691",16,597,50,1,"TELL","say",1,401,"rel"
"14693",26,335,1050,1,"UNIFORM","nurse",1,401,"rel"
"14694",26,446,50,1,"NOW","later",1,401,"rel"
"14695",30,340,1050,1,"POLICY","rule",1,401,"rel"
"14696",44,205,1050,1,"QUILL","pen",1,401,"rel"
"14808",18,256,1050,1,"EXCEDRIN","money",1,402,"un"
"14809",26,347,1050,1,"OVAL","basketball",1,402,"un"
"14810",32,91,1050,1,"CRYSTAL","cuddle",1,402,"un"
"14811",33,135,50,1,"SPEND","purpose",1,402,"un"
"14812",42,19,1050,1,"SNOW","fruit",1,402,"un"
"14813",42,218,1050,1,"RYE","nervous",1,402,"un"
"14814",42,603,50,1,"BREATH","job",1,402,"un"
"14815",44,428,50,1,"FUN","poem",1,402,"un"
"14816",47,820,1050,1,"TREATMENT","eight",0,402,"un"
"14886",16,365,1050,1,"PARCEL","ask",1,402,"un"
"14887",16,392,1050,1,"GREEK","can",1,402,"un"
"14888",18,700,50,1,"PHILOSOPHY","need",1,402,"un"
"14889",26,90,1050,1,"PEBBLE","bucket",1,402,"un"
"14890",44,429,50,1,"LINGERIE","attic",1,402,"un"
"14968",5,364,50,1,"RELEASE","grab",1,402,"rel"
"14969",7,112,50,1,"QUART","oil",1,402,"rel"
"14970",10,611,50,1,"CAUSE","why",1,402,"rel"
"14971",14,39,1050,1,"GOLD","value",1,402,"rel"
