"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",7.15241277031525,0.0288746993390071,51.1411286224446,247.705185994888,0
"Relatedness1",-0.00932228408973882,0.0136969373383767,46.2049940741087,-0.680610844558601,0.499514363838169
"VerbType1",-0.0271354581068066,0.0175155570971115,44.633197007527,-1.54922038484757,0.128391074723462
"Relatedness1:VerbType1",-0.0161393727025665,0.0259854296064504,44.1121182940981,-0.621093164400105,0.537734685344763
