,Noun,VerbType,Pic,Distractor,Verb,Condition,Subj,Order,Block,Ncategory,expName,participant,Transcription,Utterance,Onset,The,dog,above,the,apple,is,soa,Relatedness,DistractorType,OnsetThe,DAT,AI,Duration,agreement,codability,freq,syllable,visual_complexity,Vfreq,Vagr,Vcodability,SFreq,SCodability,unaccusativity
2470,carrot,Unacc,monkeyUnacc.jpeg,spoon,trip,Nrel,monkey,70,3,fruit,List5,253,{SL} The monkey above the knife is tripping,,881,99.7,269.4,219.5,59.9,309.3,648.5,p300,Related,Noun,980.7,548.8,957.8,1506.6,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
3870,dresser,Unacc,chefUnacc.jpeg,lighthouse,drown,Nrel,chef,29,4,funiture,List7,270,{SL} The chef above the windmill is drowning,,881,99.7,459,488.9,99.7,538.8,239.5,p300,Related,Noun,980.7,1047.6,778.3,1825.9,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
5147,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Vunrel,monkey,58,3,tool,List1,283,{SL} The monkey above the knife is sleeping,,881,99.7,419.1,409,89.8,359.2,109.8,p300,Unrelated,Verb,980.7,917.9,469,1386.9,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
184,table,Unerg,snailUnerg.jpeg,wink,crawl,Vunrel,snail,88,1,funiture,List2,202,{SL} The snail below the table is crawling,,890.9,89.8,469,249.4,89.8,498.9,219.5,p300,Unrelated,Verb,980.7,808.2,718.4,1526.6,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
1152,chair,Unerg,rabitUnerg.jpeg,swim,smile,Vunrel,rabit,96,3,funiture,List4,212,{SL} The rabbit above the chair is smiling,,890.9,89.8,439,329.3,79.8,399.1,449,p300,Unrelated,Verb,980.7,848.1,848.1,1696.2,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
2391,church,Unacc,rabbitUnacc.jpeg,grow,shake,Vunrel,rabbit,87,2,building,List3,235,{SL} The rabbit above the church is shaking,,890.9,89.8,508.9,339.2,109.7,508.9,229.5,p300,Unrelated,Verb,980.7,957.8,738.4,1696.2,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
2874,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Vunrel,penguine,90,2,fruit,List7,259,{SL} The penguin below the drill is sneezing,,890.9,89.8,748.3,1087.6,89.7,538.8,119.8,p300,Unrelated,Verb,980.7,1925.6,658.6,2584.2,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
3367,windmill,Unerg,chefUnerg.jpeg,bark,yell,Vrel,chef,6,1,building,List5,265,{SL} The chef above the drawer is yelling,,890.9,89.8,459,399.1,79.8,708.4,209.5,p300,Related,Verb,980.7,937.9,917.9,1855.8,0.48,2.095,1.792,long,21173,3322,0.78,0.961,1418,0.774,0.06
3457,harp,Unerg,ballerinaUnerg.jpeg,sword,run,Nrel,ballerina,96,4,instrument,List5,265,{SL} The ballerina above the ax is running,,890.9,89.8,688.5,369.1,129.7,768.3,219.5,p300,Related,Noun,980.7,1187.3,987.8,2175.1,0.86,0.668,2.303,short,7849,223338,0.84,1.034,140,1.707,0.04
4253,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Vrel,pirate,28,3,instrument,List6,274,{SL} The pirate below the gun is sinking,,890.9,89.8,409.1,249.4,109.8,339.2,109.8,p300,Related,Verb,980.7,768.3,449,1217.3,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
4807,windmill,Unerg,chefUnerg.jpeg,sleep,yell,Vunrel,chef,6,2,building,List6,280,{SL} The chef above the drawer is yelling,,890.9,89.8,459,718.3,159.7,409.1,369.1,p300,Unrelated,Verb,980.7,1337,778.2,2115.2,0.48,2.095,1.792,long,21173,3322,0.78,0.961,1418,0.774,0.06
5070,ax,Unacc,ballerinaUnacc.jpeg,violin,shrink,Nrel,ballerina,77,3,weapon,List8,282,{SL} The ballerina above the harp is shrinking,,890.9,89.8,429.1,229.4,89.8,269.4,79.8,p300,Related,Noun,980.7,748.3,349.2,1097.5,0.96,0.388,1.386,short,14170,4085,0.76,1.56,140,1.937,0.92
5369,table,Unerg,snailUnerg.jpeg,tomato,crawl,Nunrel,snail,88,3,funiture,List4,286,{SL} The snail below the table is crawling,,890.9,89.8,409.1,359.2,79.8,1446.7,468.9,p300,Unrelated,Noun,980.7,848.1,1915.6,2763.7,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
5428,apple,Unerg,dogUnerg.jpeg,lighthouse,bark,Nunrel,dog,51,3,fruit,List5,287,{SL} The dog above the hammer is barking,,890.9,89.8,379.2,179.6,79.8,419,229.5,p300,Unrelated,Noun,980.7,638.6,648.5,1287.1,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
1134,lemon,Unerg,octopusUnerg.jpeg,run,swim,Vrel,octopus,78,3,fruit,List4,212,{SL} The octopus below the lemon is swimming,,900.9,79.8,628.6,169.6,159.6,648.6,449,p300,Related,Verb,980.7,957.8,1097.6,2055.4,0.96,0.31,2.773,long,8524,5116,0.74,1.574,900,0.48,0.11
2495,knife,Unerg,monkeyUnerg.jpeg,tomato,sleep,Nrel,monkey,95,4,tool,List5,253,{SL} The monkey above the carrot is sleeping,,900.9,79.8,349.2,209.6,69.8,289.3,139.7,p300,Related,Noun,980.7,628.6,429,1057.6,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
4859,windmill,Unerg,chefUnerg.jpeg,hammer,yell,Nunrel,chef,58,4,building,List6,280,{SL} The chef above the drawer is yelling,,900.9,79.8,419.1,399.1,89.8,448.9,249.5,p300,Unrelated,Noun,980.7,908,698.4,1606.4,0.48,2.095,1.792,long,21173,3322,0.78,0.961,1418,0.774,0.06
1122,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Vunrel,penguine,66,2,fruit,List4,212,{SL} The penguin below the tomato is sneezing,,910.9,69.8,459,219.5,89.8,458.9,419.1,p300,Unrelated,Verb,980.7,768.3,878,1646.3,0.98,0.141,2.708,long,8388,540,0.78,1.088,2222,0.689,0.04
4450,castle,Unacc,snailUnacc.jpeg,boil,melt,Vrel,snail,33,3,building,List2,276,{SL} The snail below the castle is melting,,910.9,69.8,319.3,229.5,89.8,478.9,169.6,p300,Related,Verb,980.7,638.6,648.5,1287.1,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
3816,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Vunrel,cowboy,71,3,weapon,List5,269,{SL} The cowboy above the piano is falling,,800,190,1050,490,130,610,130,p300,Unrelated,Verb,990,1670,740,2410,1,0.029,3.332,long,19570,46059,0.84,1.114,2826,0.885,0.98
4023,desk,Unacc,boyUnacc.jpeg,violin,float,Nunrel,boy,86,3,funiture,List4,271,{SL} The boy below the desk is floating,,890,100,830,570,190,420,170,p300,Unrelated,Noun,990,1590,590,2180,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
3986,spoon,Unacc,octopusUnacc.jpeg,knife,boil,Nrel,octopus,49,2,tool,List4,271,{SL} The octopus below the spoon is boiling,,930,60,690,470,180,820,310,p300,Related,Noun,990,1340,1130,2470,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
4001,apple,Unerg,dogUnerg.jpeg,lemon,bark,Nrel,dog,64,2,fruit,List4,271,{SL} The dog above the apple is barking,,930,60,350,410,170,590,160,p300,Related,Noun,990,930,750,1680,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
4208,violin,Unacc,clownUnacc.jpeg,gun,grow,Nrel,clown,79,2,instrument,List7,273,{SL} The clown below the canon is growing,,651.5,339.2,508.8,299.4,69.8,628.6,189.5,p300,Related,Noun,990.7,878,818.1,1696.1,1,0.111,1.946,long,17678,24803,0.7,1.918,2761,0.179,1
2484,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Vunrel,pirate,84,4,instrument,List5,253,{SL} The pirate below the gun is sinking,,761.2,229.5,409.1,249.4,69.8,479,189.5,p300,Unrelated,Verb,990.7,728.3,668.5,1396.8,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
3386,spoon,Unacc,octopusUnacc.jpeg,apple,boil,Nrel,octopus,25,2,tool,List5,265,{SL} The octopus below the lemon is boiling,,771.2,219.5,668.5,678.4,139.7,379.2,139.6,p300,Related,Noun,990.7,1486.6,518.8,2005.4,0.96,0.31,2.773,long,8524,3837,0.5,2.319,900,0.656,0.96
1121,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Vunrel,cowboy,65,2,instrument,List4,212,{SL} The cowboy above the piano is winking,,791.2,199.5,209.5,299.3,219.5,469,349.2,p300,Unrelated,Verb,990.7,728.3,818.2,1546.5,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
4312,lemon,Unerg,octopusUnerg.jpeg,knife,swim,Nrel,octopus,87,1,fruit,List6,274,{SL} The octopus below the spoon is swimming,,801.1,189.6,399.1,279.4,79.8,419,89.8,p300,Related,Noun,990.7,758.3,508.8,1267.1,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
5197,castle,Unacc,snailUnacc.jpeg,knife,melt,Nunrel,snail,12,2,building,List2,284,{SL} The snail below the castle is melting,,801.1,189.6,668.5,389.1,109.7,947.9,149.7,p300,Unrelated,Noun,990.7,1167.3,1097.6,2264.9,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
5325,castle,Unacc,snailUnacc.jpeg,church,melt,Nrel,snail,44,1,building,List4,286,{SL} The snail below the castle is melting,,801.1,189.6,419.1,788.2,129.7,678.4,99.8,p300,Related,Noun,990.7,1337,778.2,2115.2,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
5351,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Vunrel,monkey,70,2,fruit,List4,286,{SL} The monkey above the carrot is tripping,,801.1,189.6,399.1,179.6,339.2,598.7,219.5,p300,Unrelated,Verb,990.7,917.9,818.2,1736.1,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
3130,windmill,Unerg,chefUnerg.jpeg,hammer,yell,Nunrel,chef,58,4,building,List6,262,{SL} The chef above the drawer is yelling,,831.1,159.6,259.4,538.8,89.8,439,359.2,p300,Unrelated,Noun,990.7,888,798.2,1686.2,0.48,2.095,1.792,long,21173,3322,0.78,0.961,1418,0.774,0.06
3711,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Vrel,monkey,62,2,tool,List8,268,{SL} The monkey above the carrot is sleeping,,831.1,159.6,528.8,379.1,199.6,588.6,997.8,p300,Related,Verb,990.7,1107.5,1586.4,2693.9,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
163,church,Unacc,rabbitUnacc.jpeg,harp,shake,Nunrel,rabbit,67,4,building,List2,202,{SL} The rabbit above the church is shaking,,841,149.7,369.2,339.2,89.8,508.8,179.6,p300,Unrelated,Noun,990.7,798.2,688.4,1486.6,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
5392,lemon,Unerg,octopusUnerg.jpeg,apple,swim,Nrel,octopus,15,1,fruit,List5,287,{SL} The octopus below the spoon is swimming,,841,149.7,578.7,299.3,59.9,249.4,229.5,p300,Related,Noun,990.7,937.9,478.9,1416.8,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
4655,harp,Unerg,ballerinaUnerg.jpeg,church,run,Nunrel,ballerina,46,1,instrument,List4,278,{SL} The ballerina above the harp is running,,851,139.7,708.4,389.1,69.8,518.9,269.4,p300,Unrelated,Noun,990.7,1167.3,788.3,1955.6,0.96,0.388,1.386,short,14170,223338,0.84,1.034,140,1.707,0.04
2922,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Vunrel,octopus,42,1,tool,List8,260,{SL} The octopus below the lemon is boiling,,861,129.7,1057.6,429,179.6,498.9,289.3,p300,Unrelated,Verb,990.7,1666.2,788.2,2454.4,0.96,0.31,2.773,long,8524,3837,0.5,2.319,900,0.656,0.96
5359,lemon,Unerg,octopusUnerg.jpeg,run,swim,Vrel,octopus,78,3,fruit,List4,286,{SL} The octopus below the lemon is swimming,,871,119.7,548.8,419,79.8,449,219.5,p300,Related,Verb,990.7,1047.6,668.5,1716.1,0.96,0.31,2.773,long,8524,5116,0.74,1.574,900,0.48,0.11
1763,sword,Unacc,cowboyUnacc.jpeg,ax,fall,Nrel,cowboy,35,4,weapon,List3,219,{SL} The cowboy above the sword is falling,,881,109.7,429,648.6,129.7,608.6,229.5,p300,Related,Noun,990.7,1207.3,838.1,2045.4,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
2192,chair,Unerg,rabitUnerg.jpeg,windmill,smile,Nunrel,rabit,80,1,funiture,List2,226,{SL} The rabbit above the chair is smiling,,881,109.7,309.3,299.3,89.8,369.2,149.6,p300,Unrelated,Noun,990.7,698.4,518.8,1217.2,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
2799,drill,Unacc,penguineUnacc.jpeg,drown,bounce,Vunrel,penguine,15,3,tool,List7,259,{SL} The penguin below the tomato is bouncing,,881,109.7,558.7,1147.4,109.8,488.9,179.6,p300,Unrelated,Verb,990.7,1815.9,668.5,2484.4,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
2990,gun,Unerg,pirateUnerg.jpeg,walk,cough,Vunrel,pirate,14,1,weapon,List5,261,{SL} The pirate below the guitar is coughing,,881,109.7,478.9,259.4,69.9,478.9,359.2,p300,Unrelated,Verb,990.7,808.2,838.1,1646.3,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
3129,hammer,Unacc,dogUnacc.jpeg,sink,spin,Vunrel,dog,57,4,tool,List6,262,{SL} The dog above the apple is spinning,,881,109.7,468.9,339.3,199.5,269.4,249.4,p300,Unrelated,Verb,990.7,1007.7,518.8,1526.5,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
3226,apple,Unerg,dogUnerg.jpeg,yawn,bark,Vunrel,dog,57,1,fruit,List7,263,{SL} The dog above the hammer is barking,,881,109.7,468.9,339.3,99.7,379.2,259.4,p300,Unrelated,Verb,990.7,907.9,638.6,1546.5,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
3359,carrot,Unacc,monkeyUnacc.jpeg,spoon,trip,Nrel,monkey,94,3,fruit,List8,264,{SL} The monkey above the knife is tripping,,881,109.7,478.9,528.8,79.8,469,329.2,p300,Related,Noun,990.7,1087.5,798.2,1885.7,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
5396,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Vrel,cowboy,19,1,instrument,List5,287,{SL} The cowboy above the sword is winking,,881,109.7,409.1,259.4,89.8,329.2,229.5,p300,Related,Verb,990.7,758.3,558.7,1317,0.92,0.522,2.89,short,10243,1494,0.64,1.628,2826,0.35,0.24
1707,cannon,Unerg,clownUnerg.jpeg,gun,walk,Nrel,clown,75,1,weapon,List2,218,{SL} The clown below the canon is walking,,890.9,99.8,309.3,339.2,109.8,429,149.7,p300,Related,Noun,990.7,758.3,578.7,1337,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
2558,carrot,Unacc,monkeyUnacc.jpeg,castle,trip,Nunrel,monkey,62,4,fruit,List6,254,{SL} The monkey above the knife is tripping,,890.9,99.8,359.2,259.4,119.7,319.3,179.6,p300,Unrelated,Noun,990.7,738.3,498.9,1237.2,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
4303,windmill,Unerg,chefUnerg.jpeg,bark,yell,Vrel,chef,78,1,building,List6,274,{SL} The chef above the drawer is yelling,dresser,890.9,99.8,419.1,389.1,738.3,518.8,209.5,p300,Related,Verb,990.7,1546.5,728.3,2274.8,0.48,2.095,1.792,long,21173,3322,0.78,0.961,1418,0.774,0.06
5079,desk,Unacc,boyUnacc.jpeg,apple,float,Nunrel,boy,86,3,funiture,List8,282,{SL} The boy below the lighthouse is floating,,890.9,99.8,199.5,379.2,139.7,568.7,69.8,p300,Unrelated,Noun,990.7,718.4,638.5,1356.9,0.94,0.409,1.386,long,31692,5704,0.7,1.718,42823,1.733,0.92
2655,church,Unacc,rabbitUnacc.jpeg,grow,shake,Vunrel,rabbit,63,2,building,List8,256,{SL} The rabbit above the chair is shaking,,900.9,89.8,748.3,299.3,79.8,1357,199.5,p300,Unrelated,Verb,990.7,1127.4,1556.5,2683.9,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
3233,table,Unerg,snailUnerg.jpeg,wink,crawl,Vunrel,snail,64,1,funiture,List7,263,{SL} The snail below the castle is crawling,,900.9,89.8,468.9,339.3,99.7,588.7,199.5,p300,Unrelated,Verb,990.7,907.9,788.2,1696.1,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
3342,ax,Unacc,ballerinaUnacc.jpeg,violin,shrink,Nrel,ballerina,77,3,weapon,List8,264,{SL} The ballerina above the harp is shrinking,,900.9,89.8,728.3,379.2,129.7,319.3,169.6,p300,Related,Noun,990.7,1237.2,488.9,1726.1,0.96,0.388,1.386,short,14170,4085,0.76,1.56,140,1.937,0.92
3354,hammer,Unacc,dogUnacc.jpeg,trip,spin,Vrel,dog,89,3,tool,List8,264,{SL} The dog above the apple is spinning,,900.9,89.8,379.1,269.4,59.9,528.8,69.8,p300,Related,Verb,990.7,708.4,598.6,1307,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
3493,windmill,Unerg,chefUnerg.jpeg,table,yell,Nrel,chef,36,3,building,List6,266,{SL} The chef above the drawer is yelling,,900.9,89.8,389.1,528.8,139.7,449,119.7,p300,Related,Noun,990.7,1057.6,568.7,1626.3,0.48,2.095,1.792,long,21173,3322,0.78,0.961,1418,0.774,0.06
4897,dresser,Unacc,chefUnacc.jpeg,chair,drown,Nunrel,chef,96,1,funiture,List6,280,{SL} The chef above the windmill is drowning,,900.9,89.8,409.1,369.1,129.7,498.9,249.4,p300,Unrelated,Noun,990.7,907.9,748.3,1656.2,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
5383,windmill,Unerg,chefUnerg.jpeg,bark,yell,Vrel,chef,6,1,building,List5,287,{SL} The chef above the drawer is yelling,,900.9,89.8,319.3,369.1,389.2,419,728.3,p300,Related,Verb,990.7,1077.6,1147.3,2224.9,0.48,2.095,1.792,long,21173,3322,0.78,0.961,1418,0.774,0.06
152,spoon,Unacc,octopusUnacc.jpeg,melt,boil,Vrel,octopus,56,4,tool,List2,202,{SL} The octopus below the spoon is boiling,,910.9,79.8,608.6,239.5,139.7,429,289.3,p300,Related,Verb,990.7,987.8,718.3,1706.1,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
338,ax,Unacc,ballerinaUnacc.jpeg,float,shrink,Vunrel,ballerina,50,2,weapon,List4,204,{SL} The ballerina above the ax is shrinking,,910.9,79.8,1466.7,508.8,79.8,598.7,678.4,p300,Unrelated,Verb,990.7,2055.3,1277.1,3332.4,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
1132,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Vrel,pirate,76,3,instrument,List4,212,{SL} The pirate below the guitar is sinking,,910.9,79.8,528.8,179.6,99.8,498.8,369.2,p300,Related,Verb,990.7,808.2,868,1676.2,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
2343,chair,Unerg,rabitUnerg.jpeg,desk,smile,Nrel,rabit,39,4,funiture,List3,235,{SL} The rabbit above the chair is smiling,,910.9,79.8,478.9,349.2,169.6,818.2,109.7,p300,Related,Noun,990.7,997.7,927.9,1925.6,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
2962,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Vunrel,monkey,82,3,tool,List8,260,{SL} The monkey above the carrot is sleeping,,910.9,79.8,578.7,518.8,89.8,608.6,528.8,p300,Unrelated,Verb,990.7,1187.3,1137.4,2324.7,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
2994,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Vunrel,octopus,18,1,tool,List5,261,{SL} The octopus below the lemon is boiling,,910.9,79.8,498.9,269.4,89.8,409,209.5,p300,Unrelated,Verb,990.7,858.1,618.5,1476.6,0.96,0.31,2.773,long,8524,3837,0.5,2.319,900,0.656,0.96
3019,gun,Unerg,pirateUnerg.jpeg,piano,cough,Nrel,pirate,43,2,weapon,List5,261,{SL} The pirate below the guitar is coughing,,910.9,79.8,618.6,528.8,129.7,538.8,129.7,p300,Related,Noun,990.7,1277.1,668.5,1945.6,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
3346,castle,Unacc,snailUnacc.jpeg,boil,melt,Vrel,snail,81,3,building,List8,264,{SL} The snail below the table is melting,,910.9,79.8,419.1,339.2,129.7,568.7,89.8,p300,Related,Verb,990.7,888,658.5,1546.5,0.98,0.141,5.464,long,12010,2781,0.16,3.886,10191,0,0.58
4869,gun,Unerg,pirateUnerg.jpeg,sneeze,cough,Vrel,pirate,68,4,weapon,List6,280,{SL} The pirate below the guitar is coughing,,910.9,79.8,439,369.2,89.8,920,159.6,p300,Related,Verb,990.7,898,1079.6,1977.6,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
2097,hammer,Unacc,dogUnacc.jpeg,sink,spin,Vunrel,dog,81,4,tool,List1,225,{SL} The dog above the hammer is spinning,,920.9,69.8,419.1,369.1,109.8,518.8,209.5,p300,Unrelated,Verb,990.7,898,728.3,1626.3,1,0.057,2.485,long,9533,10683,0.12,3.022,58314,0.995,0.9
2998,harp,Unerg,ballerinaUnerg.jpeg,spoon,run,Nunrel,ballerina,22,1,instrument,List5,261,{SL} The ballerina above the ax is running,,920.9,69.8,718.4,349.2,69.8,449,199.5,p300,Unrelated,Noun,990.7,1137.4,648.5,1785.9,0.86,0.668,2.303,short,7849,223338,0.84,1.034,140,1.707,0.04
4318,guitar,Unacc,pirateUnacc.jpeg,cannon,sink,Nrel,pirate,93,1,instrument,List6,274,{SL} The pirate below the gun is sinking,,920.9,69.8,598.6,259.5,109.7,249.4,159.7,p300,Related,Noun,990.7,967.8,409.1,1376.9,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
5041,dresser,Unacc,chefUnacc.jpeg,chair,drown,Nunrel,chef,48,1,funiture,List8,282,{SL} The chef above the windmill is drowning,,920.9,69.8,389.1,459,109.7,558.8,538.7,p300,Unrelated,Noun,990.7,957.8,1097.5,2055.3,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
222,castle,Unacc,snailUnacc.jpeg,trip,melt,Vunrel,snail,30,4,building,List3,203,{SL} The snail below the castle is melting,,930.8,59.9,488.9,359.2,89.8,598.6,179.6,p300,Unrelated,Verb,990.7,937.9,778.2,1716.1,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
5497,hammer,Unacc,dogUnacc.jpeg,lighthouse,spin,Nunrel,dog,24,2,tool,List6,288,{SL} The dog above the apple is spinning,,930.8,59.9,498.9,379.1,89.8,498.9,179.6,p300,Unrelated,Noun,990.7,967.8,678.5,1646.3,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
4588,desk,Unacc,boyUnacc.jpeg,chair,float,Nrel,boy,75,2,funiture,List3,277,{SL} The boy below the desk is floating,,810,190,560,400,570,450,240,p300,Related,Noun,1000,1530,690,2220,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
3203,windmill,Unerg,chefUnerg.jpeg,hammer,yell,Nunrel,chef,34,4,building,List7,263,{SL} The chef above the drawer is yelling,,791.2,209.5,429,389.1,99.8,359.2,229.5,p300,Unrelated,Noun,1000.7,917.9,588.7,1506.6,0.48,2.095,1.792,long,21173,3322,0.78,0.961,1418,0.774,0.06
3114,violin,Unacc,clownUnacc.jpeg,lemon,grow,Nunrel,clown,42,3,instrument,List6,262,{SL} The clown below the canon is growing,,801.1,199.6,339.2,468.9,1307.1,468.9,947.9,p300,Unrelated,Noun,1000.7,2115.2,1416.8,3532,1,0.111,1.946,long,17678,24803,0.7,1.918,2761,0.179,1
2522,gun,Unerg,pirateUnerg.jpeg,gun,cough,Nunrel,pirate,26,3,weapon,List6,254,{SL} The pirate below the guitar is coughing,,811.1,189.6,698.4,359.2,119.7,658.5,219.5,p300,Unrelated,Noun,1000.7,1177.3,878,2055.3,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
2535,drill,Unacc,penguineUnacc.jpeg,drown,bounce,Vunrel,penguine,39,3,tool,List6,254,{SL} The penguin below the tomato is bouncing,,831.1,169.6,738.3,319.3,109.7,538.8,199.5,p300,Unrelated,Verb,1000.7,1167.3,738.3,1905.6,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
4864,chair,Unerg,rabitUnerg.jpeg,castle,smile,Nrel,rabit,63,4,funiture,List6,280,{SL} The rabbit above the church is smiling,,831.1,169.6,379.1,399.1,89.8,249.4,429.1,p300,Related,Noun,1000.7,868,678.5,1546.5,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
5129,apple,Unerg,dogUnerg.jpeg,lemon,bark,Nrel,dog,40,2,fruit,List1,283,{SL} The dog above the apple is barking,,831.1,169.6,299.3,389.1,159.7,429,139.7,p300,Related,Noun,1000.7,848.1,568.7,1416.8,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
2951,lighthouse,Unerg,boyUnerg.jpeg,violin,yawn,Nunrel,boy,71,2,building,List8,260,{SL} The boy below the desk is yawning,,851,149.7,927.9,478.9,149.6,459,129.7,p300,Unrelated,Noun,1000.7,1556.4,588.7,2145.1,1,0,4.522,short,17761,1333,0.82,0.771,42823,1.896,0.18
915,desk,Unacc,boyUnacc.jpeg,drown,float,Vrel,boy,51,4,funiture,List2,210,{SL} The boy below the desk is floating,,861,139.7,578.7,538.7,139.7,748.3,369.2,p300,Related,Verb,1000.7,1257.1,1117.5,2374.6,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
1065,hammer,Unacc,dogUnacc.jpeg,sink,spin,Vunrel,dog,9,4,tool,List4,212,{SL} The dog above the hammer is spinning,,861,139.7,458.9,249.5,359.2,658.5,439,p300,Unrelated,Verb,1000.7,1067.6,1097.5,2165.1,1,0.057,2.485,long,9533,10683,0.12,3.022,58314,0.995,0.9
4956,carrot,Unacc,monkeyUnacc.jpeg,spin,trip,Vrel,monkey,59,1,fruit,List7,281,{SL} The monkey above the knife is tripping,,861,139.7,399.1,249.4,119.7,229.5,129.7,p300,Related,Verb,1000.7,768.2,359.2,1127.4,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
4814,chair,Unerg,rabitUnerg.jpeg,wink,smile,Vrel,rabit,13,2,funiture,List6,280,{SL} The rabbit above the church is smiling,,871,129.7,409.1,439,99.7,598.7,129.7,p300,Related,Verb,1000.7,947.8,728.4,1676.2,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
220,apple,Unerg,dogUnerg.jpeg,yell,bark,Vrel,dog,28,4,fruit,List3,203,{SL} The dog above the apple is barking,,881,119.7,429,359.2,99.8,588.6,169.6,p300,Related,Verb,1000.7,888,758.2,1646.2,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
