"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",7.13753360038803,0.0299504405067923,53.917690693387,238.311473207526,0
"Relatedness1",0.00657349835821236,0.0128037902182561,44.1545750569605,0.513402535199275,0.610229294611517
"VerbType1",-0.0239942916463406,0.0208268216368165,44.9340763474616,-1.15208609670545,0.255378555347902
"Relatedness1:VerbType1",-0.0126887163145699,0.0263242848378558,39.61007788123,-0.482015613822977,0.632447665516789
