,Noun,VerbType,Pic,Distractor,Verb,Condition,Subj,Order,Block,Ncategory,expName,participant,Transcription,Utterance,Onset,The,dog,above,the,apple,is,X,soa,Relatedness,DistractorType,OnsetThe,DAT,AI,Duration,agreement,codability,freq,syllable,visual_complexity,Vfreq,Vagr,Vcodability,SFreq,SCodability,unaccusativity
4825,piano,Unerg,cowboyUnerg.jpeg,drill,wink,Nunrel,cowboy,1,4,instrument,List8,177,{SL} The cowboy above the sword is winking,,771.2,109.8,518.8,538.7,79.9,578.7,508.8,NA,0,Unrelated,Noun,881,1137.4,1087.5,2224.9,0.92,0.522,2.89,short,10243,1494,0.64,1.628,2826,0.35,0.24
4826,tomato,Unerg,penguineUnerg.jpeg,sword,sneeze,Nunrel,penguine,2,4,fruit,List8,177,{SL} The penguin below the drill is sneezing,,621.5,89.8,439,329.3,119.7,488.9,558.7,NA,0,Unrelated,Noun,711.3,888,1047.6,1935.6,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
4861,desk,Unacc,boyUnacc.jpeg,drown,float,Vrel,boy,3,4,funiture,List8,177,{SL} The boy below the lighthouse is floating,,821.1,199.5,409.1,379.1,79.9,628.5,219.5,NA,0,Related,Verb,1020.6,868.1,848,1716.1,0.94,0.409,1.386,long,31692,5704,0.7,1.718,42823,1.733,0.92
4849,apple,Unerg,dogUnerg.jpeg,yell,bark,Vrel,dog,4,4,fruit,List8,177,{SL} The dog above the hammer is barking,,581.6,189.6,349.2,309.3,99.8,488.9,289.3,NA,0,Related,Verb,771.2,758.3,778.2,1536.5,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
4813,dresser,Unacc,chefUnacc.jpeg,lighthouse,drown,Nrel,chef,5,4,funiture,List8,177,{SL} The chef above the windmill is drowning,,1050.6,149.6,498.9,488.9,129.7,927.9,828.1,NA,0,Related,Noun,1200.2,1117.5,1756,2873.5,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
4885,castle,Unacc,snailUnacc.jpeg,trip,melt,Vunrel,snail,6,4,building,List8,177,{SL} The snail below the table is melting,,900.9,99.8,399.1,299.3,109.7,488.9,249.5,NA,0,Unrelated,Verb,1000.7,808.1,738.4,1546.5,0.98,0.141,5.464,long,12010,2781,0.16,3.886,10191,0,0.58
4837,ax,Unacc,ballerinaUnacc.jpeg,church,shrink,Nunrel,ballerina,7,4,weapon,List8,177,{SL} The ballerina above the harp is shrinking,,940.8,249.4,608.7,458.9,99.8,389.1,219.5,NA,0,Unrelated,Noun,1190.2,1167.4,608.6,1776,0.96,0.388,1.386,short,14170,4085,0.76,1.56,140,1.937,0.92
4862,spoon,Unacc,octopusUnacc.jpeg,melt,boil,Vrel,octopus,8,4,tool,List8,177,{SL} The octopus below the lemon is boiling,,920.9,109.7,548.8,339.2,109.7,578.7,249.5,NA,0,Related,Verb,1030.6,997.7,828.2,1825.9,0.96,0.31,2.773,long,8524,3837,0.5,2.319,900,0.656,0.96
4886,hammer,Unacc,dogUnacc.jpeg,sink,spin,Vunrel,dog,9,4,tool,List8,177,{SL} The dog above the apple is spinning,,701.4,119.7,439,309.3,119.7,588.7,249.4,NA,0,Unrelated,Verb,821.1,868,838.1,1706.1,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
4827,windmill,Unerg,chefUnerg.jpeg,hammer,yell,Nunrel,chef,10,4,building,List8,177,{SL} The chef above the drawer is yelling,,721.3,129.7,389.1,528.8,129.7,508.9,409.1,NA,0,Unrelated,Noun,851,1047.6,918,1965.6,0.48,2.095,1.792,long,21173,3322,0.78,0.961,1418,0.774,0.06
4814,sword,Unacc,cowboyUnacc.jpeg,guitar,fall,Nrel,cowboy,11,4,weapon,List8,177,{SL} The cowboy above the piano is falling,,1060.5,89.8,488.9,289.4,99.7,518.9,189.5,NA,0,Related,Noun,1150.3,878,708.4,1586.4,1,0.029,3.332,long,19570,46059,0.84,1.114,2826,0.885,0.98
4887,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Vunrel,pirate,12,4,instrument,List8,177,{SL} The pirate below the gun is sinking,,1110.4,79.8,658.6,778.2,179.6,399.1,249.4,NA,0,Unrelated,Verb,1190.2,1616.4,648.5,2264.9,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
4863,violin,Unacc,clownUnacc.jpeg,shrink,grow,Vrel,clown,13,4,instrument,List8,177,{SL} The clown below the canon is growing,,841,89.8,488.9,279.4,99.8,578.7,199.5,NA,0,Related,Verb,930.8,868.1,778.2,1646.3,1,0.111,1.946,long,17678,24803,0.7,1.918,2761,0.179,1
4838,carrot,Unacc,monkeyUnacc.jpeg,castle,trip,Nunrel,monkey,14,4,fruit,List8,177,{SL} The monkey above the knife is tripping,,651.5,99.7,449,359.2,89.8,508.8,259.5,NA,0,Unrelated,Noun,751.2,898,768.3,1666.3,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
4801,chair,Unerg,rabitUnerg.jpeg,castle,smile,Nrel,rabit,15,4,funiture,List8,177,{SL} The rabbit above the church is smiling,castle,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Noun,NA,NA,NA,NA,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
4873,cannon,Unerg,clownUnerg.jpeg,cough,walk,Vunrel,clown,16,4,weapon,List8,177,{SL} The clown below the violin is walking,,1150.3,109.8,468.9,488.9,69.9,618.5,189.6,NA,0,Unrelated,Verb,1260.1,1027.7,808.1,1835.8,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
4874,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Vunrel,octopus,17,4,fruit,List8,177,{SL} The octopus below the spoon is swimming,,1000.7,89.8,598.6,279.4,109.7,548.8,189.6,NA,0,Unrelated,Verb,1090.5,987.7,738.4,1726.1,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
4875,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Vunrel,boy,18,4,building,List8,177,{SL} The boy below the desk is yawning,,761.2,109.8,329.2,439,89.8,478.9,199.6,NA,0,Unrelated,Verb,871,858,678.5,1536.5,1,0,4.522,short,17761,1333,0.82,0.771,42823,1.896,0.18
4839,church,Unacc,rabbitUnacc.jpeg,windmill,shake,Nunrel,rabbit,19,4,building,List8,177,{SL} The rabbit above the chair is shaking,,721.3,129.7,439,409.1,69.8,588.7,508.8,NA,0,Unrelated,Noun,851,917.9,1097.5,2015.4,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
4850,gun,Unerg,pirateUnerg.jpeg,sneeze,cough,Vrel,pirate,20,4,weapon,List8,177,{SL} The pirate below the guitar is coughing,,980.7,79.8,419.1,359.2,99.7,508.9,249.4,NA,0,Related,Verb,1060.5,878,758.3,1636.3,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
4815,drill,Unacc,penguineUnacc.jpeg,carrot,bounce,Nrel,penguine,21,4,tool,List8,177,{SL} The penguin below the tomato is bouncing,,831.1,69.8,528.8,568.7,119.7,618.6,359.2,NA,0,Related,Noun,900.9,1217.2,977.8,2195,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
4851,table,Unerg,snailUnerg.jpeg,walk,crawl,Vrel,snail,22,4,funiture,List8,177,{SL} The snail below the castle is crawling,,930.8,89.8,439,289.4,119.7,618.6,239.5,NA,0,Related,Verb,1020.6,848.1,858.1,1706.2,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
4802,knife,Unerg,monkeyUnerg.jpeg,tomato,sleep,Nrel,monkey,23,4,tool,List8,177,{SL} The monkey above the carrot is sleeping,,681.4,89.8,578.7,718.4,339.2,498.8,209.6,NA,0,Related,Noun,771.2,1636.3,708.4,2344.7,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
4803,harp,Unerg,ballerinaUnerg.jpeg,sword,run,Nrel,ballerina,24,4,instrument,List8,177,{SL} The ballerina above the ax is running,,811.1,79.8,718.4,349.2,139.7,409.1,279.3,NA,0,Related,Noun,890.9,1207.3,688.4,1895.7,0.86,0.668,2.303,short,7849,223338,0.84,1.034,140,1.707,0.04
4888,desk,Unacc,boyUnacc.jpeg,shrink,float,Vunrel,boy,25,1,funiture,List8,177,{SL} The boy below the lighthouse is floating,,1000.7,89.8,369.1,319.3,99.8,628.6,139.6,NA,0,Unrelated,Verb,1090.5,788.2,768.2,1556.4,0.94,0.409,1.386,long,31692,5704,0.7,1.718,42823,1.733,0.92
4864,church,Unacc,rabbitUnacc.jpeg,bounce,shake,Vrel,rabbit,26,1,building,List8,177,{SL} The rabbit above the chair is shaking,,641.5,129.7,508.8,339.3,79.8,528.8,399.1,NA,0,Related,Verb,771.2,927.9,927.9,1855.8,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
4804,cannon,Unerg,clownUnerg.jpeg,harp,walk,Nrel,clown,27,1,weapon,List8,177,{SL} The clown below the violin is walking,,950.8,109.7,508.9,439,79.8,568.7,239.5,NA,0,Related,Noun,1060.5,1027.7,808.2,1835.9,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
4840,drill,Unacc,penguineUnacc.jpeg,table,bounce,Nunrel,penguine,28,1,tool,List8,177,{SL} The penguin below the tomato is bouncing,,711.3,79.9,498.8,269.4,99.8,518.8,249.4,NA,0,Unrelated,Noun,791.2,868,768.2,1636.2,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
4865,ax,Unacc,ballerinaUnacc.jpeg,grow,shrink,Vrel,ballerina,29,1,weapon,List8,177,{SL} The ballerina above the harp is shrinking,,741.3,179.6,658.5,429,89.8,329.2,219.5,NA,0,Related,Verb,920.9,1177.3,548.7,1726,0.96,0.388,1.386,short,14170,4085,0.76,1.56,140,1.937,0.92
4852,windmill,Unerg,chefUnerg.jpeg,bark,yell,Vrel,chef,30,1,building,List8,177,{SL} The chef above the drawer is yelling,,751.2,99.8,488.9,439,109.8,568.7,439,NA,0,Related,Verb,851,1037.7,1007.7,2045.4,0.48,2.095,1.792,long,21173,3322,0.78,0.961,1418,0.774,0.06
4816,hammer,Unacc,dogUnacc.jpeg,lemon,spin,Nrel,dog,31,1,tool,List8,177,{SL} The dog above the apple is spinning,,681.4,89.8,389.1,429,169.7,558.7,209.5,NA,0,Related,Noun,771.2,987.8,768.2,1756,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
4828,chair,Unerg,rabitUnerg.jpeg,harp,smile,Nunrel,rabit,32,1,funiture,List8,177,{SL} The rabbit above the church is smiling,,871,119.7,399.1,449,119.7,558.7,219.5,NA,0,Unrelated,Noun,990.7,967.8,778.2,1746,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
4876,apple,Unerg,dogUnerg.jpeg,yawn,bark,Vunrel,dog,33,1,fruit,List8,177,{SL} The dog above the hammer is barking,,691.4,89.8,359.2,309.3,99.7,429.1,299.3,NA,0,Unrelated,Verb,781.2,768.2,728.4,1496.6,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
4853,tomato,Unerg,penguineUnerg.jpeg,cough,sneeze,Vrel,penguine,34,1,fruit,List8,177,{SL} The penguin below the drill is sneezing,coughing,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Verb,NA,NA,NA,NA,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
4866,carrot,Unacc,monkeyUnacc.jpeg,spin,trip,Vrel,monkey,35,1,fruit,List8,177,{SL} The monkey above the knife is tripping,,900.9,79.8,419.1,369.1,89.8,459,279.4,NA,0,Related,Verb,980.7,878,738.4,1616.4,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
4841,sword,Unacc,cowboyUnacc.jpeg,carrot,fall,Nunrel,cowboy,36,1,weapon,List8,177,{SL} The cowboy above the piano is falling,,791.2,139.6,528.8,339.3,99.7,498.9,229.5,NA,0,Unrelated,Noun,930.8,967.8,728.4,1696.2,1,0.029,3.332,long,19570,46059,0.84,1.114,2826,0.885,0.98
4889,violin,Unacc,clownUnacc.jpeg,shake,grow,Vunrel,clown,37,1,instrument,List8,177,{SL} The clown below the canon is growing,,791.2,139.6,498.9,329.3,89.8,718.3,917.9,NA,0,Unrelated,Verb,930.8,918,1636.2,2554.2,1,0.111,1.946,long,17678,24803,0.7,1.918,2761,0.179,1
4877,gun,Unerg,pirateUnerg.jpeg,walk,cough,Vunrel,pirate,38,1,weapon,List8,177,{SL} The pirate below the guitar is coughing,,900.9,79.8,429.1,329.2,99.8,658.5,319.3,NA,0,Unrelated,Verb,980.7,858.1,977.8,1835.9,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
4805,lemon,Unerg,octopusUnerg.jpeg,knife,swim,Nrel,octopus,39,1,fruit,List8,177,{SL} The octopus below the spoon is swimming,,821.1,99.8,588.6,359.2,109.8,498.8,199.6,NA,0,Related,Noun,920.9,1057.6,698.4,1756,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
4878,table,Unerg,snailUnerg.jpeg,wink,crawl,Vunrel,snail,40,1,funiture,List8,177,{SL} The snail below the castle is crawling,,1060.5,79.9,588.6,459,89.8,548.7,179.6,NA,0,Unrelated,Verb,1140.4,1137.4,728.3,1865.7,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
4806,lighthouse,Unerg,boyUnerg.jpeg,chair,yawn,Nrel,boy,41,1,building,List8,177,{SL} The boy below the desk is yawning,,841,79.9,648.5,439,478.9,708.4,349.2,NA,0,Related,Noun,920.9,1566.4,1057.6,2624,1,0,4.522,short,17761,1333,0.82,0.771,42823,1.896,0.18
4890,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Vunrel,octopus,42,1,tool,List8,177,{SL} The octopus below the lemon is boiling,,871,129.7,538.8,309.3,149.6,478.9,209.5,NA,0,Unrelated,Verb,1000.7,997.7,688.4,1686.1,0.96,0.31,2.773,long,8524,3837,0.5,2.319,900,0.656,0.96
4854,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Vrel,cowboy,43,1,instrument,List8,177,{SL} The cowboy above the sword is winking,,641.5,69.8,568.7,369.2,69.8,429.1,169.6,NA,0,Related,Verb,711.3,1007.7,598.7,1606.4,0.92,0.522,2.89,short,10243,1494,0.64,1.628,2826,0.35,0.24
4817,castle,Unacc,snailUnacc.jpeg,dresser,melt,Nrel,snail,44,1,building,List8,177,{SL} The snail below the table is melting,,841,89.8,409.1,319.3,99.8,518.8,199.5,NA,0,Related,Noun,930.8,828.2,718.3,1546.5,0.98,0.141,5.464,long,12010,2781,0.16,3.886,10191,0,0.58
4818,guitar,Unacc,pirateUnacc.jpeg,cannon,sink,Nrel,pirate,45,1,instrument,List8,177,{SL} The pirate below the gun is sinking,,940.8,69.9,508.8,299.3,99.8,449,558.7,NA,0,Related,Noun,1010.7,907.9,1007.7,1915.6,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
4829,harp,Unerg,ballerinaUnerg.jpeg,spoon,run,Nunrel,ballerina,46,1,instrument,List8,177,{SL} The ballerina above the ax is running,,631.5,339.2,628.6,389.1,149.7,518.8,259.4,NA,0,Unrelated,Noun,970.7,1167.4,778.2,1945.6,0.86,0.668,2.303,short,7849,223338,0.84,1.034,140,1.707,0.04
4830,knife,Unerg,monkeyUnerg.jpeg,piano,sleep,Nunrel,monkey,47,1,tool,List8,177,{SL} The monkey above the carrot is sleeping,,920.9,89.8,498.8,429,79.9,478.9,169.6,NA,0,Unrelated,Noun,1010.7,1007.7,648.5,1656.2,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
4842,dresser,Unacc,chefUnacc.jpeg,chair,drown,Nunrel,chef,48,1,funiture,List8,177,{SL} The chef above the windmill is drowning,,791.2,189.5,848.1,628.6,668.5,548.7,638.6,NA,0,Unrelated,Noun,980.7,2145.2,1187.3,3332.5,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
4819,spoon,Unacc,octopusUnacc.jpeg,apple,boil,Nrel,octopus,49,2,tool,List8,177,{SL} The octopus below the lemon is boiling,,920.9,119.7,548.7,399.1,169.6,479,219.5,NA,0,Related,Noun,1040.6,1117.4,698.5,1815.9,0.96,0.31,2.773,long,8524,3837,0.5,2.319,900,0.656,0.96
4891,ax,Unacc,ballerinaUnacc.jpeg,float,shrink,Vunrel,ballerina,50,2,weapon,List8,177,{SL} The ballerina above the harp is shrinking,,711.3,89.8,678.5,449,99.7,479,309.3,NA,0,Unrelated,Verb,801.1,1227.2,788.3,2015.5,0.96,0.388,1.386,short,14170,4085,0.76,1.56,140,1.937,0.92
4820,desk,Unacc,boyUnacc.jpeg,windmill,float,Nrel,boy,51,2,funiture,List8,177,{SL} The boy below the lighthouse is floating,,761.2,89.8,329.3,409,149.7,628.6,219.5,NA,0,Related,Noun,851,888,848.1,1736.1,0.94,0.409,1.386,long,31692,5704,0.7,1.718,42823,1.733,0.92
4867,sword,Unacc,cowboyUnacc.jpeg,sink,fall,Vrel,cowboy,52,2,weapon,List8,177,{SL} The cowboy above the piano is falling,,1250.1,89.8,429,349.2,69.9,518.8,219.5,NA,0,Related,Verb,1339.9,848.1,738.3,1586.4,1,0.029,3.332,long,19570,46059,0.84,1.114,2826,0.885,0.98
4843,guitar,Unacc,pirateUnacc.jpeg,guitar,sink,Nunrel,pirate,53,2,instrument,List8,177,{SL} The pirate below the gun is sinking,,781.2,79.8,468.9,329.3,99.8,448.9,199.6,NA,0,Unrelated,Noun,861,898,648.5,1546.5,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
4879,windmill,Unerg,chefUnerg.jpeg,sleep,yell,Vunrel,chef,54,2,building,List8,177,{SL} The chef above the drawer is yelling,,761.2,99.8,568.7,698.4,259.4,578.7,249.4,NA,0,Unrelated,Verb,861,1526.5,828.1,2354.6,0.48,2.095,1.792,long,21173,3322,0.78,0.961,1418,0.774,0.06
4821,violin,Unacc,clownUnacc.jpeg,gun,grow,Nrel,clown,55,2,instrument,List8,177,{SL} The clown below the canon is growing,,771.2,219.5,528.8,259.4,119.7,658.5,349.2,NA,0,Related,Noun,990.7,907.9,1007.7,1915.6,1,0.111,1.946,long,17678,24803,0.7,1.918,2761,0.179,1
4868,drill,Unacc,penguineUnacc.jpeg,shake,bounce,Vrel,penguine,56,2,tool,List8,177,{SL} The penguin below the tomato is bouncing,,621.5,119.8,478.9,299.3,109.8,558.7,359.2,NA,0,Related,Verb,741.3,888,917.9,1805.9,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
4869,dresser,Unacc,chefUnacc.jpeg,float,drown,Vrel,chef,57,2,funiture,List8,177,{SL} The chef above the windmill is drowning,,950.8,349.2,488.9,399.1,119.7,548.8,439,NA,0,Related,Verb,1300,1007.7,987.8,1995.5,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
4855,harp,Unerg,ballerinaUnerg.jpeg,swim,run,Vrel,ballerina,58,2,instrument,List8,177,{SL} The ballerina above the ax is running,the girl,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Verb,NA,NA,NA,NA,0.86,0.668,2.303,short,7849,223338,0.84,1.034,140,1.707,0.04
4831,lemon,Unerg,octopusUnerg.jpeg,ax,swim,Nunrel,octopus,59,2,fruit,List8,177,{SL} The octopus below the spoon is swimming,,801.1,129.7,698.5,419,149.7,618.6,99.7,NA,0,Unrelated,Noun,930.8,1267.2,718.3,1985.5,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
4844,castle,Unacc,snailUnacc.jpeg,tomato,melt,Nunrel,snail,60,2,building,List8,177,{SL} The snail below the table is melting,,781.2,79.8,419,289.4,109.7,449,229.5,NA,0,Unrelated,Noun,861,818.1,678.5,1496.6,0.98,0.141,5.464,long,12010,2781,0.16,3.886,10191,0,0.58
4856,chair,Unerg,rabitUnerg.jpeg,wink,smile,Vrel,rabit,61,2,funiture,List8,177,{SL} The rabbit above the church is smiling,,741.3,129.7,369.1,488.9,89.8,419.1,239.4,NA,0,Related,Verb,871,947.8,658.5,1606.3,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
4857,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Vrel,monkey,62,2,tool,List8,177,{SL} The monkey above the carrot is sleeping,,681.4,89.8,468.9,379.2,109.7,439,159.7,NA,0,Related,Verb,771.2,957.8,598.7,1556.5,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
4892,church,Unacc,rabbitUnacc.jpeg,grow,shake,Vunrel,rabbit,63,2,building,List8,177,{SL} The rabbit above the chair is shaking,the mon—,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Verb,NA,NA,NA,NA,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
4807,apple,Unerg,dogUnerg.jpeg,drill,bark,Nrel,dog,64,2,fruit,List8,177,{SL} The dog above the hammer is barking,,731.3,99.8,478.9,359.2,99.7,449,269.4,NA,0,Related,Noun,831.1,937.8,718.4,1656.2,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
4880,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Vunrel,cowboy,65,2,instrument,List8,177,{SL} The cowboy above the sword is winking,,601.6,69.8,429.1,409,69.9,369.1,199.6,NA,0,Unrelated,Verb,671.4,908,568.7,1476.7,0.92,0.522,2.89,short,10243,1494,0.64,1.628,2826,0.35,0.24
4881,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Vunrel,penguine,66,2,fruit,List8,177,{SL} The penguin below the drill is sneezing,,551.7,79.8,399.1,319.3,89.8,439,189.6,NA,0,Unrelated,Verb,631.5,808.2,628.6,1436.8,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
4808,gun,Unerg,pirateUnerg.jpeg,piano,cough,Nrel,pirate,67,2,weapon,List8,177,{SL} The pirate below the guitar is coughing,,950.8,69.8,439,299.4,79.8,518.8,149.7,NA,0,Related,Noun,1020.6,818.2,668.5,1486.7,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
4809,table,Unerg,snailUnerg.jpeg,church,crawl,Nrel,snail,68,2,funiture,List8,177,{SL} The snail below the castle is crawling,,571.7,99.7,419.1,389.1,129.7,798.2,1147.4,NA,0,Related,Noun,671.4,937.9,1945.6,2883.5,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
4832,cannon,Unerg,clownUnerg.jpeg,desk,walk,Nunrel,clown,69,2,weapon,List8,177,{SL} The clown below the violin is walking,,791.2,139.6,349.2,339.3,99.7,548.8,239.5,NA,0,Unrelated,Noun,930.8,788.2,788.3,1576.5,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
4893,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Vunrel,monkey,70,2,fruit,List8,177,{SL} The monkey above the knife is tripping,,601.6,79.8,459,379.1,79.8,648.5,249.5,NA,0,Unrelated,Verb,681.4,917.9,898,1815.9,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
4833,lighthouse,Unerg,boyUnerg.jpeg,violin,yawn,Nunrel,boy,71,2,building,List8,177,{SL} The boy below the desk is yawning,drawer,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Noun,NA,NA,NA,NA,1,0,4.522,short,17761,1333,0.82,0.771,42823,1.896,0.18
4845,hammer,Unacc,dogUnacc.jpeg,lighthouse,spin,Nunrel,dog,72,2,tool,List8,177,{SL} The dog above the apple is spinning,,1290,199.6,389.1,468.9,219.5,548.8,199.5,NA,0,Unrelated,Noun,1489.6,1077.5,748.3,1825.8,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
4858,lighthouse,Unerg,boyUnerg.jpeg,sleep,yawn,Vrel,boy,73,3,building,List8,177,{SL} The boy below the desk is yawning,,980.7,89.8,518.8,459,239.5,568.7,289.3,NA,0,Related,Verb,1070.5,1217.3,858,2075.3,1,0,4.522,short,17761,1333,0.82,0.771,42823,1.896,0.18
4834,gun,Unerg,pirateUnerg.jpeg,gun,cough,Nunrel,pirate,74,3,weapon,List8,177,{SL} The pirate below the guitar is coughing,,801.1,89.8,459,349.2,588.7,558.7,399.1,NA,0,Unrelated,Noun,890.9,1396.9,957.8,2354.7,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
4835,apple,Unerg,dogUnerg.jpeg,dresser,bark,Nunrel,dog,75,3,fruit,List8,177,{SL} The dog above the hammer is barking,,591.6,99.8,429,459,99.7,488.9,409.1,NA,0,Unrelated,Noun,691.4,987.7,898,1885.7,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
4870,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Vrel,pirate,76,3,instrument,List8,177,{SL} The pirate below the gun is sinking,,1270.1,69.8,419.1,309.3,109.7,399.1,119.7,NA,0,Related,Verb,1339.9,838.1,518.8,1356.9,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
4822,ax,Unacc,ballerinaUnacc.jpeg,violin,shrink,Nrel,ballerina,77,3,weapon,List8,177,{SL} The ballerina above the harp is shrinking,,881,69.8,668.5,339.2,189.6,518.8,409.1,NA,0,Related,Noun,950.8,1197.3,927.9,2125.2,0.96,0.388,1.386,short,14170,4085,0.76,1.56,140,1.937,0.92
4859,lemon,Unerg,octopusUnerg.jpeg,run,swim,Vrel,octopus,78,3,fruit,List8,177,{SL} The octopus below the spoon is swimming,,781.2,149.6,628.6,289.4,89.7,498.9,159.7,NA,0,Related,Verb,930.8,1007.7,658.6,1666.3,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
4810,tomato,Unerg,penguineUnerg.jpeg,hammer,sneeze,Nrel,penguine,79,3,fruit,List8,177,{SL} The penguin below the drill is sneezing,,671.4,69.9,439,369.1,99.8,419.1,698.4,NA,0,Related,Noun,741.3,907.9,1117.5,2025.4,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
4894,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Vunrel,chef,80,3,funiture,List8,177,{SL} The chef above the windmill is drowning,,851,259.4,399.1,429,89.8,538.8,508.9,NA,0,Unrelated,Verb,1110.4,917.9,1047.7,1965.6,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
4871,castle,Unacc,snailUnacc.jpeg,boil,melt,Vrel,snail,81,3,building,List8,177,{SL} The snail below the table is melting,,761.2,89.8,409.1,309.3,89.8,518.8,279.4,NA,0,Related,Verb,851,808.2,798.2,1606.4,0.98,0.141,5.464,long,12010,2781,0.16,3.886,10191,0,0.58
4882,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Vunrel,monkey,82,3,tool,List8,177,{SL} The monkey above the carrot is sleeping,,601.6,89.8,429,379.1,79.9,448.9,189.6,NA,0,Unrelated,Verb,691.4,888,638.5,1526.5,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
4860,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Vrel,clown,83,3,weapon,List8,177,{SL} The clown below the violin is walking,,781.2,399.1,439,309.3,99.7,528.8,209.6,NA,0,Related,Verb,1180.3,848,738.4,1586.4,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
4811,windmill,Unerg,chefUnerg.jpeg,table,yell,Nrel,chef,84,3,building,List8,177,{SL} The chef above the drawer is yelling,,631.5,179.6,419.1,608.6,139.7,478.9,468.9,NA,0,Related,Noun,811.1,1167.4,947.8,2115.2,0.48,2.095,1.792,long,21173,3322,0.78,0.961,1418,0.774,0.06
