"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",7.23844896592094,0.0302162946303259,51.9286964544071,239.554487222143,0
"Relatedness1",-0.0050498869695013,0.0127398700573846,45.0317305850138,-0.396384495819419,0.693693533233681
"VerbType1",-0.0392506797703019,0.0184207687272124,46.1768755709748,-2.1307840270704,0.0384637240470356
"Relatedness1:VerbType1",0.00317514026016308,0.025467370871648,44.9268117138083,0.124674834955102,0.901337167302915
