"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",6.61019407775704,0.0270424424806023,80.0779486954732,244.43776047591,0
"Relatedness1",-0.000659205543288894,0.0127232965543195,327.915537891821,-0.0518109076900432,0.958710910858778
"VerbType1",-0.0440137574016462,0.0360020515969428,44.9873411216846,-1.2225347014775,0.227871907339979
"Relatedness1:VerbType1",-0.010184878606767,0.0255326169604217,301.682632425117,-0.398896776721114,0.690251466477381
