"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.906415674935832,0.23864457714284,3.79818257673334,0.000145760942357336
"PrimeType.lev",-0.821464171188459,0.143277184907479,-5.73339134014196,9.84421414284469e-09
"ExpCond.lev",0.131685412549194,0.102116552550606,1.28955991227704,0.197203501911357
"PrimeType.lev:ExpCond.lev",-0.058711198250121,0.203865057070527,-0.28799049279843,0.773354016168506
