Subject	Trial	TargBinary	ExpCond	PrimeCategory	PrimeType
87	90.gif	1	Different	Dative	Prime_B
87	22.gif	0	Different	Transitive	Prime_B
87	21.gif	0	Different	Locative	Prime_A
87	26.gif	1	Different	Dative	Prime_A
87	28.gif	1	Same	Transitive	Prime_B
87	13.gif	1	Same	Locative	Prime_B
87	52.gif	1	Same	Dative	Prime_B
87	25.gif	1	Same	Transitive	Prime_A
87	45.gif	1	Same	Dative	Prime_B
87	30.gif	1	Same	Transitive	Prime_B
87	114.gif	1	Same	Locative	Prime_A
87	T6.gif	1	Same	Dative	Prime_A
87	37.gif	1	Same	Transitive	Prime_A
87	51.gif	1	Same	Dative	Prime_A
87	36.gif	1	Same	Transitive	Prime_A
87	70.gif	1	Same	Locative	Prime_A
87	84.gif	0	Same	Dative	Prime_B
87	32.gif	1	Same	Transitive	Prime_A
87	40.gif	0	Same	Transitive	Prime_B
87	74.gif	1	Same	Locative	Prime_B
87	68.gif	1	Same	Dative	Prime_A
87	39.gif	0	Same	Transitive	Prime_B
87	78.gif	0	Same	Locative	Prime_A
87	82.gif	1	Same	Dative	Prime_B
87	57.gif	1	Different	Transitive	Prime_B
87	81.gif	1	Different	Locative	Prime_B
87	43.gif	0	Different	Dative	Prime_A
87	108.gif	1	Different	Locative	Prime_A
87	T11.gif	1	Different	Dative	Prime_B
87	1.gif	0	Different	Transitive	Prime_A
87	112.gif	1	Different	Locative	Prime_B
87	44.gif	1	Different	Dative	Prime_B
87	T4.gif	1	Different	Dative	Prime_A
88	26.gif	1	Different	Dative	Prime_B
88	21.gif	0	Different	Locative	Prime_B
88	22.gif	1	Different	Transitive	Prime_A
88	90.gif	1	Different	Dative	Prime_A
88	19.gif	1	Different	Transitive	Prime_A
88	33.gif	1	Different	Dative	Prime_B
88	6.gif	1	Different	Transitive	Prime_B
88	T1.gif	1	Different	Dative	Prime_A
88	29.gif	1	Different	Transitive	Prime_B
88	51.gif	0	Same	Dative	Prime_B
88	37.gif	1	Same	Transitive	Prime_B
88	T6.gif	1	Same	Dative	Prime_B
88	30.gif	1	Same	Transitive	Prime_A
88	45.gif	1	Same	Dative	Prime_A
88	25.gif	1	Same	Transitive	Prime_B
88	52.gif	1	Same	Dative	Prime_A
88	28.gif	1	Same	Transitive	Prime_A
88	82.gif	1	Same	Dative	Prime_A
88	68.gif	1	Same	Dative	Prime_B
88	40.gif	0	Same	Transitive	Prime_A
88	32.gif	1	Same	Transitive	Prime_B
88	84.gif	0	Same	Dative	Prime_A
88	36.gif	0	Same	Transitive	Prime_B
88	T4.gif	1	Different	Dative	Prime_B
88	109.gif	1	Different	Locative	Prime_B
88	44.gif	1	Different	Dative	Prime_A
88	1.gif	0	Different	Transitive	Prime_B
88	T11.gif	1	Different	Dative	Prime_A
88	43.gif	0	Different	Dative	Prime_B
88	57.gif	1	Different	Transitive	Prime_A
89	29.gif	1	Same	Transitive	Prime_A
89	8.gif	1	Same	Locative	Prime_A
89	6.gif	0	Same	Transitive	Prime_A
89	76.gif	0	Same	Locative	Prime_B
89	33.gif	0	Same	Dative	Prime_A
89	19.gif	1	Same	Transitive	Prime_B
89	11.gif	1	Same	Locative	Prime_B
89	90.gif	0	Same	Dative	Prime_B
89	22.gif	0	Same	Transitive	Prime_B
89	26.gif	1	Same	Dative	Prime_A
89	28.gif	1	Different	Transitive	Prime_B
89	13.gif	1	Different	Locative	Prime_B
89	52.gif	1	Different	Dative	Prime_B
89	25.gif	1	Different	Transitive	Prime_A
89	45.gif	1	Different	Dative	Prime_B
89	30.gif	1	Different	Transitive	Prime_B
89	114.gif	1	Different	Locative	Prime_A
89	T6.gif	1	Different	Dative	Prime_A
89	37.gif	1	Different	Transitive	Prime_A
89	15.gif	1	Different	Locative	Prime_B
89	36.gif	0	Different	Transitive	Prime_A
89	70.gif	1	Different	Locative	Prime_A
89	84.gif	1	Different	Dative	Prime_B
89	32.gif	1	Different	Transitive	Prime_A
89	104.gif	0	Different	Locative	Prime_B
89	34.gif	1	Different	Dative	Prime_A
89	74.gif	1	Different	Locative	Prime_B
89	78.gif	1	Different	Locative	Prime_A
89	57.gif	0	Same	Transitive	Prime_B
89	81.gif	0	Same	Locative	Prime_B
89	43.gif	1	Same	Dative	Prime_A
89	93.gif	1	Same	Transitive	Prime_B
89	108.gif	1	Same	Locative	Prime_A
89	1.gif	0	Same	Transitive	Prime_A
89	112.gif	0	Same	Locative	Prime_B
89	T4.gif	1	Same	Dative	Prime_A
90	21.gif	0	Same	Locative	Prime_A
90	22.gif	0	Same	Transitive	Prime_B
90	90.gif	0	Same	Dative	Prime_B
90	19.gif	1	Same	Transitive	Prime_B
90	33.gif	0	Same	Dative	Prime_A
90	76.gif	0	Same	Locative	Prime_B
90	6.gif	1	Same	Transitive	Prime_A
90	29.gif	1	Same	Transitive	Prime_A
90	51.gif	0	Different	Dative	Prime_A
90	37.gif	1	Different	Transitive	Prime_A
90	T6.gif	0	Different	Dative	Prime_A
90	114.gif	1	Different	Locative	Prime_A
90	30.gif	0	Different	Transitive	Prime_B
90	45.gif	1	Different	Dative	Prime_B
90	66.gif	0	Different	Locative	Prime_A
90	25.gif	1	Different	Transitive	Prime_A
90	52.gif	0	Different	Dative	Prime_B
90	28.gif	0	Different	Transitive	Prime_B
90	82.gif	0	Different	Dative	Prime_B
90	78.gif	0	Different	Locative	Prime_A
90	68.gif	0	Different	Dative	Prime_A
90	74.gif	0	Different	Locative	Prime_B
90	40.gif	0	Different	Transitive	Prime_B
90	32.gif	1	Different	Transitive	Prime_A
90	84.gif	0	Different	Dative	Prime_B
90	36.gif	1	Different	Transitive	Prime_A
90	T4.gif	0	Same	Dative	Prime_A
90	109.gif	1	Same	Locative	Prime_A
90	44.gif	0	Same	Dative	Prime_B
90	112.gif	1	Same	Locative	Prime_B
90	1.gif	0	Same	Transitive	Prime_A
90	108.gif	1	Same	Locative	Prime_A
90	93.gif	1	Same	Transitive	Prime_B
90	43.gif	0	Same	Dative	Prime_A
90	81.gif	0	Same	Locative	Prime_B
90	57.gif	1	Same	Transitive	Prime_B
91	29.gif	0	Different	Transitive	Prime_B
91	T1.gif	1	Different	Dative	Prime_A
91	6.gif	0	Different	Transitive	Prime_B
91	33.gif	0	Different	Dative	Prime_B
91	19.gif	1	Different	Transitive	Prime_A
91	90.gif	1	Different	Dative	Prime_A
91	22.gif	1	Different	Transitive	Prime_A
91	26.gif	0	Different	Dative	Prime_B
91	28.gif	0	Same	Transitive	Prime_A
91	52.gif	1	Same	Dative	Prime_A
91	25.gif	0	Same	Transitive	Prime_B
91	66.gif	1	Same	Locative	Prime_B
91	45.gif	1	Same	Dative	Prime_A
91	30.gif	0	Same	Transitive	Prime_A
91	T6.gif	0	Same	Dative	Prime_B
91	37.gif	1	Same	Transitive	Prime_B
91	15.gif	1	Same	Locative	Prime_A
91	51.gif	0	Same	Dative	Prime_B
91	36.gif	0	Same	Transitive	Prime_B
91	70.gif	0	Same	Locative	Prime_B
91	84.gif	1	Same	Dative	Prime_A
91	32.gif	0	Same	Transitive	Prime_B
91	34.gif	1	Same	Dative	Prime_B
91	40.gif	0	Same	Transitive	Prime_A
91	74.gif	1	Same	Locative	Prime_A
91	68.gif	0	Same	Dative	Prime_B
91	39.gif	0	Same	Transitive	Prime_A
91	78.gif	1	Same	Locative	Prime_B
91	82.gif	1	Same	Dative	Prime_A
91	57.gif	1	Different	Transitive	Prime_A
91	81.gif	1	Different	Locative	Prime_A
91	43.gif	0	Different	Dative	Prime_B
91	93.gif	1	Different	Transitive	Prime_A
91	108.gif	0	Different	Locative	Prime_B
91	1.gif	0	Different	Transitive	Prime_B
91	112.gif	1	Different	Locative	Prime_A
91	44.gif	1	Different	Dative	Prime_A
91	38.gif	0	Different	Transitive	Prime_B
91	109.gif	0	Different	Locative	Prime_B
91	T4.gif	0	Different	Dative	Prime_B
92	26.gif	0	Different	Dative	Prime_B
92	21.gif	1	Different	Locative	Prime_B
92	22.gif	1	Different	Transitive	Prime_A
92	19.gif	1	Different	Transitive	Prime_A
92	33.gif	0	Different	Dative	Prime_B
92	6.gif	1	Different	Transitive	Prime_B
92	T1.gif	1	Different	Dative	Prime_A
92	29.gif	0	Different	Transitive	Prime_B
92	51.gif	0	Same	Dative	Prime_B
92	37.gif	1	Same	Transitive	Prime_B
92	T6.gif	1	Same	Dative	Prime_B
92	30.gif	1	Same	Transitive	Prime_A
92	45.gif	1	Same	Dative	Prime_A
92	25.gif	0	Same	Transitive	Prime_B
92	52.gif	0	Same	Dative	Prime_A
92	13.gif	1	Same	Locative	Prime_A
92	28.gif	1	Same	Transitive	Prime_A
92	82.gif	1	Same	Dative	Prime_A
92	68.gif	1	Same	Dative	Prime_B
92	40.gif	0	Same	Transitive	Prime_A
92	34.gif	1	Same	Dative	Prime_B
92	32.gif	1	Same	Transitive	Prime_B
92	84.gif	1	Same	Dative	Prime_A
92	70.gif	0	Same	Locative	Prime_B
92	36.gif	1	Same	Transitive	Prime_B
92	T4.gif	0	Different	Dative	Prime_B
92	109.gif	1	Different	Locative	Prime_B
92	38.gif	1	Different	Transitive	Prime_B
92	44.gif	1	Different	Dative	Prime_A
92	112.gif	1	Different	Locative	Prime_A
92	1.gif	1	Different	Transitive	Prime_B
92	T11.gif	1	Different	Dative	Prime_A
92	108.gif	0	Different	Locative	Prime_B
92	93.gif	1	Different	Transitive	Prime_A
92	43.gif	0	Different	Dative	Prime_B
92	81.gif	1	Different	Locative	Prime_A
92	57.gif	1	Different	Transitive	Prime_A
93	T1.gif	1	Same	Dative	Prime_B
93	6.gif	1	Same	Transitive	Prime_A
93	76.gif	1	Same	Locative	Prime_B
93	33.gif	0	Same	Dative	Prime_A
93	19.gif	1	Same	Transitive	Prime_B
93	90.gif	0	Same	Dative	Prime_B
93	22.gif	0	Same	Transitive	Prime_B
93	21.gif	0	Same	Locative	Prime_A
93	26.gif	0	Same	Dative	Prime_A
93	13.gif	1	Different	Locative	Prime_B
93	52.gif	1	Different	Dative	Prime_B
93	25.gif	1	Different	Transitive	Prime_A
93	66.gif	0	Different	Locative	Prime_A
93	45.gif	1	Different	Dative	Prime_B
93	30.gif	1	Different	Transitive	Prime_B
93	114.gif	1	Different	Locative	Prime_A
93	T6.gif	1	Different	Dative	Prime_A
93	37.gif	1	Different	Transitive	Prime_A
93	15.gif	1	Different	Locative	Prime_B
93	51.gif	1	Different	Dative	Prime_A
93	36.gif	0	Different	Transitive	Prime_A
93	70.gif	0	Different	Locative	Prime_A
93	84.gif	0	Different	Dative	Prime_B
93	32.gif	1	Different	Transitive	Prime_A
93	104.gif	1	Different	Locative	Prime_B
93	34.gif	1	Different	Dative	Prime_A
93	40.gif	1	Different	Transitive	Prime_B
93	74.gif	1	Different	Locative	Prime_B
93	68.gif	0	Different	Dative	Prime_A
93	39.gif	0	Different	Transitive	Prime_B
93	78.gif	1	Different	Locative	Prime_A
93	82.gif	1	Different	Dative	Prime_B
93	57.gif	0	Same	Transitive	Prime_B
93	81.gif	0	Same	Locative	Prime_B
93	43.gif	0	Same	Dative	Prime_A
93	93.gif	1	Same	Transitive	Prime_B
93	108.gif	0	Same	Locative	Prime_A
93	T11.gif	1	Same	Dative	Prime_B
93	1.gif	0	Same	Transitive	Prime_A
93	112.gif	1	Same	Locative	Prime_B
93	44.gif	0	Same	Dative	Prime_B
93	38.gif	1	Same	Transitive	Prime_A
93	109.gif	1	Same	Locative	Prime_A
93	T4.gif	0	Same	Dative	Prime_A
94	22.gif	0	Same	Transitive	Prime_A
94	90.gif	1	Same	Dative	Prime_A
94	19.gif	1	Same	Transitive	Prime_A
94	33.gif	0	Same	Dative	Prime_B
94	76.gif	1	Same	Locative	Prime_A
94	6.gif	1	Same	Transitive	Prime_B
94	29.gif	0	Same	Transitive	Prime_B
94	51.gif	0	Different	Dative	Prime_B
94	15.gif	1	Different	Locative	Prime_A
94	37.gif	1	Different	Transitive	Prime_B
94	T6.gif	1	Different	Dative	Prime_B
94	114.gif	1	Different	Locative	Prime_B
94	30.gif	1	Different	Transitive	Prime_A
94	45.gif	1	Different	Dative	Prime_A
94	66.gif	0	Different	Locative	Prime_B
94	25.gif	1	Different	Transitive	Prime_B
94	52.gif	0	Different	Dative	Prime_A
94	13.gif	1	Different	Locative	Prime_A
94	28.gif	1	Different	Transitive	Prime_A
94	82.gif	1	Different	Dative	Prime_A
94	39.gif	1	Different	Transitive	Prime_A
94	68.gif	0	Different	Dative	Prime_B
94	40.gif	1	Different	Transitive	Prime_A
94	32.gif	0	Different	Transitive	Prime_B
94	84.gif	0	Different	Dative	Prime_A
94	70.gif	0	Different	Locative	Prime_B
94	36.gif	0	Different	Transitive	Prime_B
94	T4.gif	0	Same	Dative	Prime_B
94	109.gif	1	Same	Locative	Prime_B
94	38.gif	1	Same	Transitive	Prime_B
94	44.gif	0	Same	Dative	Prime_A
94	112.gif	1	Same	Locative	Prime_A
94	1.gif	1	Same	Transitive	Prime_B
94	T11.gif	1	Same	Dative	Prime_A
94	108.gif	0	Same	Locative	Prime_B
94	93.gif	1	Same	Transitive	Prime_A
94	43.gif	0	Same	Dative	Prime_B
94	81.gif	0	Same	Locative	Prime_A
94	57.gif	1	Same	Transitive	Prime_A
95	29.gif	1	Different	Transitive	Prime_B
95	T1.gif	1	Different	Dative	Prime_A
95	6.gif	0	Different	Transitive	Prime_B
95	76.gif	1	Different	Locative	Prime_A
95	33.gif	1	Different	Dative	Prime_B
95	19.gif	1	Different	Transitive	Prime_A
95	90.gif	0	Different	Dative	Prime_A
95	22.gif	1	Different	Transitive	Prime_A
95	21.gif	0	Different	Locative	Prime_B
95	28.gif	1	Same	Transitive	Prime_A
95	52.gif	1	Same	Dative	Prime_A
95	25.gif	0	Same	Transitive	Prime_B
95	45.gif	1	Same	Dative	Prime_A
95	30.gif	1	Same	Transitive	Prime_A
95	114.gif	1	Same	Locative	Prime_B
95	T6.gif	1	Same	Dative	Prime_B
95	37.gif	1	Same	Transitive	Prime_B
95	51.gif	0	Same	Dative	Prime_B
95	36.gif	0	Same	Transitive	Prime_B
95	84.gif	0	Same	Dative	Prime_A
95	32.gif	1	Same	Transitive	Prime_B
95	40.gif	0	Same	Transitive	Prime_A
95	74.gif	1	Same	Locative	Prime_A
95	68.gif	1	Same	Dative	Prime_B
95	39.gif	0	Same	Transitive	Prime_A
95	82.gif	1	Same	Dative	Prime_A
95	57.gif	1	Different	Transitive	Prime_A
95	81.gif	1	Different	Locative	Prime_A
95	43.gif	1	Different	Dative	Prime_B
95	93.gif	1	Different	Transitive	Prime_A
95	108.gif	1	Different	Locative	Prime_B
95	T11.gif	1	Different	Dative	Prime_A
95	1.gif	0	Different	Transitive	Prime_B
95	112.gif	1	Different	Locative	Prime_A
95	44.gif	1	Different	Dative	Prime_A
95	38.gif	1	Different	Transitive	Prime_B
95	109.gif	1	Different	Locative	Prime_B
95	T4.gif	1	Different	Dative	Prime_B
96	26.gif	0	Different	Dative	Prime_A
96	21.gif	0	Different	Locative	Prime_A
96	22.gif	0	Different	Transitive	Prime_B
96	11.gif	1	Different	Locative	Prime_B
96	19.gif	1	Different	Transitive	Prime_B
96	33.gif	1	Different	Dative	Prime_A
96	6.gif	1	Different	Transitive	Prime_A
96	T1.gif	1	Different	Dative	Prime_B
96	29.gif	1	Different	Transitive	Prime_A
96	51.gif	1	Same	Dative	Prime_A
96	15.gif	1	Same	Locative	Prime_B
96	37.gif	1	Same	Transitive	Prime_A
96	114.gif	1	Same	Locative	Prime_A
96	30.gif	1	Same	Transitive	Prime_B
96	45.gif	1	Same	Dative	Prime_B
96	66.gif	0	Same	Locative	Prime_A
96	25.gif	1	Same	Transitive	Prime_A
96	52.gif	1	Same	Dative	Prime_B
96	13.gif	1	Same	Locative	Prime_B
96	28.gif	1	Same	Transitive	Prime_B
96	82.gif	1	Same	Dative	Prime_B
96	78.gif	1	Same	Locative	Prime_A
96	39.gif	0	Same	Transitive	Prime_B
96	68.gif	1	Same	Dative	Prime_A
96	74.gif	1	Same	Locative	Prime_B
96	40.gif	0	Same	Transitive	Prime_B
96	34.gif	1	Same	Dative	Prime_A
96	104.gif	1	Same	Locative	Prime_B
96	32.gif	1	Same	Transitive	Prime_A
96	84.gif	1	Same	Dative	Prime_B
96	T4.gif	1	Different	Dative	Prime_A
96	109.gif	1	Different	Locative	Prime_A
96	44.gif	1	Different	Dative	Prime_B
96	1.gif	0	Different	Transitive	Prime_A
96	T11.gif	1	Different	Dative	Prime_B
96	108.gif	0	Different	Locative	Prime_A
96	93.gif	1	Different	Transitive	Prime_B
96	43.gif	0	Different	Dative	Prime_A
96	81.gif	1	Different	Locative	Prime_B
96	57.gif	1	Different	Transitive	Prime_B
1	29.gif	0	Same	Transitive	Prime_B
1	T1.gif	1	Same	Dative	Prime_A
1	6.gif	1	Same	Transitive	Prime_B
1	33.gif	1	Same	Dative	Prime_B
1	19.gif	1	Same	Transitive	Prime_A
1	90.gif	1	Same	Dative	Prime_A
1	22.gif	1	Same	Transitive	Prime_A
1	26.gif	0	Same	Dative	Prime_B
1	28.gif	1	Different	Transitive	Prime_A
1	13.gif	1	Different	Locative	Prime_A
1	52.gif	0	Different	Dative	Prime_A
1	25.gif	0	Different	Transitive	Prime_B
1	45.gif	1	Different	Dative	Prime_A
1	30.gif	1	Different	Transitive	Prime_A
1	T6.gif	0	Different	Dative	Prime_B
1	37.gif	1	Different	Transitive	Prime_B
1	15.gif	1	Different	Locative	Prime_A
1	51.gif	0	Different	Dative	Prime_B
1	84.gif	0	Different	Dative	Prime_A
1	32.gif	1	Different	Transitive	Prime_B
1	34.gif	1	Different	Dative	Prime_B
1	40.gif	1	Different	Transitive	Prime_A
1	68.gif	1	Different	Dative	Prime_B
1	82.gif	1	Different	Dative	Prime_A
1	81.gif	0	Same	Locative	Prime_A
1	43.gif	0	Same	Dative	Prime_B
1	93.gif	1	Same	Transitive	Prime_A
1	108.gif	1	Same	Locative	Prime_B
1	T11.gif	1	Same	Dative	Prime_A
1	1.gif	1	Same	Transitive	Prime_B
1	44.gif	0	Same	Dative	Prime_A
1	T4.gif	0	Same	Dative	Prime_B
2	26.gif	0	Same	Dative	Prime_B
2	21.gif	0	Same	Locative	Prime_B
2	22.gif	0	Same	Transitive	Prime_A
2	90.gif	0	Same	Dative	Prime_A
2	19.gif	1	Same	Transitive	Prime_A
2	33.gif	0	Same	Dative	Prime_B
2	76.gif	1	Same	Locative	Prime_A
2	6.gif	1	Same	Transitive	Prime_B
2	29.gif	0	Same	Transitive	Prime_B
2	51.gif	0	Different	Dative	Prime_B
2	37.gif	1	Different	Transitive	Prime_B
2	T6.gif	0	Different	Dative	Prime_B
2	114.gif	1	Different	Locative	Prime_B
2	30.gif	0	Different	Transitive	Prime_A
2	45.gif	1	Different	Dative	Prime_A
2	25.gif	0	Different	Transitive	Prime_B
2	52.gif	0	Different	Dative	Prime_A
2	13.gif	1	Different	Locative	Prime_A
2	28.gif	1	Different	Transitive	Prime_A
2	82.gif	0	Different	Dative	Prime_A
2	39.gif	0	Different	Transitive	Prime_A
2	68.gif	0	Different	Dative	Prime_B
2	74.gif	1	Different	Locative	Prime_A
2	40.gif	0	Different	Transitive	Prime_A
2	32.gif	1	Different	Transitive	Prime_B
2	84.gif	0	Different	Dative	Prime_A
2	36.gif	0	Different	Transitive	Prime_B
2	T4.gif	0	Same	Dative	Prime_B
2	109.gif	1	Same	Locative	Prime_B
2	38.gif	0	Same	Transitive	Prime_B
2	44.gif	0	Same	Dative	Prime_A
2	1.gif	0	Same	Transitive	Prime_B
2	T11.gif	1	Same	Dative	Prime_A
2	108.gif	0	Same	Locative	Prime_B
2	93.gif	1	Same	Transitive	Prime_A
2	43.gif	0	Same	Dative	Prime_B
2	81.gif	0	Same	Locative	Prime_A
3	29.gif	1	Different	Transitive	Prime_A
3	T1.gif	1	Different	Dative	Prime_B
3	6.gif	1	Different	Transitive	Prime_A
3	33.gif	0	Different	Dative	Prime_A
3	19.gif	1	Different	Transitive	Prime_B
3	90.gif	0	Different	Dative	Prime_B
3	22.gif	1	Different	Transitive	Prime_B
3	21.gif	0	Different	Locative	Prime_A
3	28.gif	1	Same	Transitive	Prime_B
3	13.gif	1	Same	Locative	Prime_B
3	52.gif	0	Same	Dative	Prime_B
3	25.gif	1	Same	Transitive	Prime_A
3	66.gif	0	Same	Locative	Prime_A
3	45.gif	1	Same	Dative	Prime_B
3	30.gif	1	Same	Transitive	Prime_B
3	114.gif	1	Same	Locative	Prime_A
3	T6.gif	1	Same	Dative	Prime_A
3	37.gif	1	Same	Transitive	Prime_A
3	70.gif	0	Same	Locative	Prime_A
3	32.gif	1	Same	Transitive	Prime_A
3	104.gif	0	Same	Locative	Prime_B
3	40.gif	0	Same	Transitive	Prime_B
3	74.gif	0	Same	Locative	Prime_B
3	82.gif	1	Same	Dative	Prime_B
3	57.gif	0	Different	Transitive	Prime_B
3	81.gif	0	Different	Locative	Prime_B
3	43.gif	0	Different	Dative	Prime_A
3	93.gif	1	Different	Transitive	Prime_B
3	108.gif	0	Different	Locative	Prime_A
3	T11.gif	1	Different	Dative	Prime_B
3	1.gif	0	Different	Transitive	Prime_A
3	112.gif	1	Different	Locative	Prime_B
3	44.gif	0	Different	Dative	Prime_B
3	T4.gif	1	Different	Dative	Prime_A
4	26.gif	0	Different	Dative	Prime_A
4	21.gif	0	Different	Locative	Prime_A
4	22.gif	1	Different	Transitive	Prime_B
4	90.gif	0	Different	Dative	Prime_B
4	19.gif	1	Different	Transitive	Prime_B
4	33.gif	0	Different	Dative	Prime_A
4	76.gif	1	Different	Locative	Prime_B
4	6.gif	1	Different	Transitive	Prime_A
4	29.gif	1	Different	Transitive	Prime_A
4	51.gif	0	Same	Dative	Prime_A
4	37.gif	1	Same	Transitive	Prime_A
4	T6.gif	0	Same	Dative	Prime_A
4	114.gif	1	Same	Locative	Prime_A
4	45.gif	1	Same	Dative	Prime_B
4	25.gif	1	Same	Transitive	Prime_A
4	52.gif	0	Same	Dative	Prime_B
4	13.gif	1	Same	Locative	Prime_B
4	82.gif	0	Same	Dative	Prime_B
4	78.gif	0	Same	Locative	Prime_A
4	39.gif	0	Same	Transitive	Prime_B
4	68.gif	0	Same	Dative	Prime_A
4	74.gif	0	Same	Locative	Prime_B
4	40.gif	1	Same	Transitive	Prime_B
4	104.gif	0	Same	Locative	Prime_B
4	32.gif	1	Same	Transitive	Prime_A
4	84.gif	0	Same	Dative	Prime_B
4	36.gif	0	Same	Transitive	Prime_A
4	109.gif	1	Different	Locative	Prime_A
4	44.gif	1	Different	Dative	Prime_B
4	112.gif	1	Different	Locative	Prime_B
4	1.gif	0	Different	Transitive	Prime_A
4	T11.gif	1	Different	Dative	Prime_B
4	108.gif	1	Different	Locative	Prime_A
4	93.gif	1	Different	Transitive	Prime_B
4	43.gif	1	Different	Dative	Prime_A
4	81.gif	1	Different	Locative	Prime_B
4	57.gif	0	Different	Transitive	Prime_B
5	29.gif	0	Same	Transitive	Prime_B
5	8.gif	0	Same	Locative	Prime_B
5	T1.gif	1	Same	Dative	Prime_A
5	6.gif	0	Same	Transitive	Prime_B
5	33.gif	1	Same	Dative	Prime_B
5	19.gif	1	Same	Transitive	Prime_A
5	90.gif	1	Same	Dative	Prime_A
5	22.gif	1	Same	Transitive	Prime_A
5	21.gif	1	Same	Locative	Prime_B
5	26.gif	1	Same	Dative	Prime_B
5	28.gif	1	Different	Transitive	Prime_A
5	13.gif	1	Different	Locative	Prime_A
5	52.gif	1	Different	Dative	Prime_A
5	25.gif	1	Different	Transitive	Prime_B
5	45.gif	1	Different	Dative	Prime_A
5	30.gif	1	Different	Transitive	Prime_A
5	114.gif	1	Different	Locative	Prime_B
5	T6.gif	1	Different	Dative	Prime_B
5	37.gif	1	Different	Transitive	Prime_B
5	51.gif	0	Different	Dative	Prime_B
5	70.gif	1	Different	Locative	Prime_B
5	84.gif	1	Different	Dative	Prime_A
5	32.gif	1	Different	Transitive	Prime_B
5	34.gif	1	Different	Dative	Prime_B
5	40.gif	0	Different	Transitive	Prime_A
5	74.gif	1	Different	Locative	Prime_A
5	68.gif	1	Different	Dative	Prime_B
5	39.gif	0	Different	Transitive	Prime_A
5	78.gif	1	Different	Locative	Prime_B
5	82.gif	1	Different	Dative	Prime_A
5	57.gif	1	Same	Transitive	Prime_A
5	81.gif	1	Same	Locative	Prime_A
5	43.gif	0	Same	Dative	Prime_B
5	93.gif	1	Same	Transitive	Prime_A
5	108.gif	1	Same	Locative	Prime_B
5	T11.gif	1	Same	Dative	Prime_A
5	1.gif	1	Same	Transitive	Prime_B
5	112.gif	1	Same	Locative	Prime_A
5	44.gif	1	Same	Dative	Prime_A
5	109.gif	1	Same	Locative	Prime_B
6	22.gif	0	Same	Transitive	Prime_B
6	19.gif	1	Same	Transitive	Prime_B
6	33.gif	1	Same	Dative	Prime_A
6	6.gif	0	Same	Transitive	Prime_A
6	T1.gif	1	Same	Dative	Prime_B
6	29.gif	0	Same	Transitive	Prime_A
6	51.gif	0	Different	Dative	Prime_A
6	37.gif	1	Different	Transitive	Prime_A
6	T6.gif	1	Different	Dative	Prime_A
6	114.gif	1	Different	Locative	Prime_A
6	30.gif	0	Different	Transitive	Prime_B
6	45.gif	1	Different	Dative	Prime_B
6	25.gif	1	Different	Transitive	Prime_A
6	52.gif	0	Different	Dative	Prime_B
6	13.gif	1	Different	Locative	Prime_B
6	28.gif	0	Different	Transitive	Prime_B
6	82.gif	1	Different	Dative	Prime_B
6	68.gif	0	Different	Dative	Prime_A
6	74.gif	1	Different	Locative	Prime_B
6	40.gif	0	Different	Transitive	Prime_B
6	32.gif	1	Different	Transitive	Prime_A
6	84.gif	0	Different	Dative	Prime_B
6	70.gif	0	Different	Locative	Prime_A
6	T4.gif	0	Same	Dative	Prime_A
6	109.gif	0	Same	Locative	Prime_A
6	44.gif	0	Same	Dative	Prime_B
6	112.gif	1	Same	Locative	Prime_B
6	1.gif	0	Same	Transitive	Prime_A
6	T11.gif	0	Same	Dative	Prime_B
6	108.gif	1	Same	Locative	Prime_A
6	93.gif	0	Same	Transitive	Prime_B
6	43.gif	1	Same	Dative	Prime_A
6	81.gif	1	Same	Locative	Prime_B
7	T1.gif	1	Different	Dative	Prime_B
7	6.gif	1	Different	Transitive	Prime_A
7	76.gif	1	Different	Locative	Prime_B
7	33.gif	1	Different	Dative	Prime_A
7	19.gif	1	Different	Transitive	Prime_B
7	90.gif	1	Different	Dative	Prime_B
7	22.gif	1	Different	Transitive	Prime_B
7	28.gif	1	Same	Transitive	Prime_B
7	13.gif	1	Same	Locative	Prime_B
7	52.gif	1	Same	Dative	Prime_B
7	25.gif	1	Same	Transitive	Prime_A
7	45.gif	1	Same	Dative	Prime_B
7	30.gif	0	Same	Transitive	Prime_B
7	114.gif	1	Same	Locative	Prime_A
7	T6.gif	1	Same	Dative	Prime_A
7	37.gif	1	Same	Transitive	Prime_A
7	15.gif	1	Same	Locative	Prime_B
7	51.gif	0	Same	Dative	Prime_A
7	36.gif	1	Same	Transitive	Prime_A
7	70.gif	0	Same	Locative	Prime_A
7	84.gif	1	Same	Dative	Prime_B
7	32.gif	1	Same	Transitive	Prime_A
7	34.gif	1	Same	Dative	Prime_A
7	40.gif	1	Same	Transitive	Prime_B
7	74.gif	1	Same	Locative	Prime_B
7	68.gif	0	Same	Dative	Prime_A
7	82.gif	1	Same	Dative	Prime_B
7	57.gif	1	Different	Transitive	Prime_B
7	81.gif	1	Different	Locative	Prime_B
7	43.gif	1	Different	Dative	Prime_A
7	93.gif	1	Different	Transitive	Prime_B
7	T11.gif	1	Different	Dative	Prime_B
7	1.gif	1	Different	Transitive	Prime_A
7	112.gif	1	Different	Locative	Prime_B
7	44.gif	0	Different	Dative	Prime_B
