Subject	Trial	TargBinary	ExpCond	PrimeCategory	PrimeType
66	52.gif	1	Different	Dative	Prime_A
66	13.gif	1	Different	Locative	Prime_A
66	28.gif	1	Different	Transitive	Prime_A
66	82.gif	1	Different	Dative	Prime_A
66	68.gif	0	Different	Dative	Prime_B
66	74.gif	1	Different	Locative	Prime_A
66	40.gif	0	Different	Transitive	Prime_A
66	34.gif	1	Different	Dative	Prime_B
66	32.gif	1	Different	Transitive	Prime_B
66	84.gif	1	Different	Dative	Prime_A
66	36.gif	0	Different	Transitive	Prime_B
66	44.gif	0	Same	Dative	Prime_A
66	1.gif	0	Same	Transitive	Prime_B
66	T11.gif	1	Same	Dative	Prime_A
66	108.gif	1	Same	Locative	Prime_B
66	93.gif	1	Same	Transitive	Prime_A
66	43.gif	1	Same	Dative	Prime_B
68	26.gif	1	Different	Dative	Prime_A
68	21.gif	0	Different	Locative	Prime_A
68	22.gif	1	Different	Transitive	Prime_B
68	90.gif	1	Different	Dative	Prime_B
68	11.gif	1	Different	Locative	Prime_B
68	19.gif	1	Different	Transitive	Prime_B
68	33.gif	0	Different	Dative	Prime_A
68	76.gif	1	Different	Locative	Prime_B
68	51.gif	0	Same	Dative	Prime_A
68	T6.gif	0	Same	Dative	Prime_A
68	114.gif	1	Same	Locative	Prime_A
68	66.gif	1	Same	Locative	Prime_A
68	52.gif	0	Same	Dative	Prime_B
68	13.gif	1	Same	Locative	Prime_B
68	28.gif	1	Same	Transitive	Prime_B
68	82.gif	0	Same	Dative	Prime_B
68	78.gif	1	Same	Locative	Prime_A
68	39.gif	0	Same	Transitive	Prime_B
68	68.gif	0	Same	Dative	Prime_A
68	74.gif	1	Same	Locative	Prime_B
68	40.gif	0	Same	Transitive	Prime_B
68	104.gif	1	Same	Locative	Prime_B
68	32.gif	0	Same	Transitive	Prime_A
68	70.gif	1	Same	Locative	Prime_A
68	36.gif	0	Same	Transitive	Prime_A
68	T4.gif	0	Different	Dative	Prime_A
68	109.gif	1	Different	Locative	Prime_A
68	44.gif	1	Different	Dative	Prime_B
68	112.gif	1	Different	Locative	Prime_B
68	1.gif	0	Different	Transitive	Prime_A
68	T11.gif	0	Different	Dative	Prime_B
68	108.gif	1	Different	Locative	Prime_A
68	93.gif	1	Different	Transitive	Prime_B
68	43.gif	0	Different	Dative	Prime_A
68	81.gif	1	Different	Locative	Prime_B
68	57.gif	0	Different	Transitive	Prime_B
69	29.gif	0	Same	Transitive	Prime_B
69	8.gif	1	Same	Locative	Prime_B
69	T1.gif	1	Same	Dative	Prime_A
69	6.gif	0	Same	Transitive	Prime_B
69	76.gif	1	Same	Locative	Prime_A
69	33.gif	1	Same	Dative	Prime_B
69	19.gif	1	Same	Transitive	Prime_A
69	90.gif	1	Same	Dative	Prime_A
69	22.gif	1	Same	Transitive	Prime_A
69	52.gif	1	Different	Dative	Prime_A
69	25.gif	0	Different	Transitive	Prime_B
69	30.gif	1	Different	Transitive	Prime_A
69	114.gif	1	Different	Locative	Prime_B
69	T6.gif	1	Different	Dative	Prime_B
69	37.gif	1	Different	Transitive	Prime_B
69	51.gif	1	Different	Dative	Prime_B
69	32.gif	1	Different	Transitive	Prime_B
69	34.gif	1	Different	Dative	Prime_B
69	40.gif	0	Different	Transitive	Prime_A
69	68.gif	1	Different	Dative	Prime_B
69	39.gif	0	Different	Transitive	Prime_A
69	78.gif	1	Different	Locative	Prime_B
69	82.gif	1	Different	Dative	Prime_A
69	57.gif	1	Same	Transitive	Prime_A
69	81.gif	0	Same	Locative	Prime_A
69	43.gif	1	Same	Dative	Prime_B
69	93.gif	0	Same	Transitive	Prime_A
69	T11.gif	1	Same	Dative	Prime_A
69	T4.gif	1	Same	Dative	Prime_B
70	26.gif	1	Same	Dative	Prime_A
70	21.gif	1	Same	Locative	Prime_A
70	22.gif	1	Same	Transitive	Prime_B
70	90.gif	1	Same	Dative	Prime_B
70	19.gif	1	Same	Transitive	Prime_B
70	33.gif	1	Same	Dative	Prime_A
70	6.gif	1	Same	Transitive	Prime_A
70	T1.gif	1	Same	Dative	Prime_B
70	29.gif	1	Same	Transitive	Prime_A
70	51.gif	1	Different	Dative	Prime_A
70	37.gif	1	Different	Transitive	Prime_A
70	T6.gif	1	Different	Dative	Prime_A
70	114.gif	1	Different	Locative	Prime_A
70	30.gif	1	Different	Transitive	Prime_B
70	45.gif	1	Different	Dative	Prime_B
70	25.gif	1	Different	Transitive	Prime_A
70	52.gif	0	Different	Dative	Prime_B
70	13.gif	1	Different	Locative	Prime_B
70	28.gif	1	Different	Transitive	Prime_B
70	82.gif	1	Different	Dative	Prime_B
70	78.gif	0	Different	Locative	Prime_A
70	39.gif	0	Different	Transitive	Prime_B
70	68.gif	0	Different	Dative	Prime_A
70	40.gif	0	Different	Transitive	Prime_B
70	34.gif	1	Different	Dative	Prime_A
70	104.gif	0	Different	Locative	Prime_B
70	32.gif	0	Different	Transitive	Prime_A
70	84.gif	0	Different	Dative	Prime_B
70	T4.gif	1	Same	Dative	Prime_A
70	109.gif	1	Same	Locative	Prime_A
70	38.gif	1	Same	Transitive	Prime_A
70	44.gif	0	Same	Dative	Prime_B
70	112.gif	1	Same	Locative	Prime_B
70	1.gif	0	Same	Transitive	Prime_A
70	T11.gif	0	Same	Dative	Prime_B
70	93.gif	1	Same	Transitive	Prime_B
70	57.gif	0	Same	Transitive	Prime_B
71	29.gif	1	Different	Transitive	Prime_A
71	8.gif	1	Different	Locative	Prime_A
71	6.gif	1	Different	Transitive	Prime_A
71	33.gif	1	Different	Dative	Prime_A
71	90.gif	1	Different	Dative	Prime_B
71	22.gif	1	Different	Transitive	Prime_B
71	26.gif	1	Different	Dative	Prime_A
71	28.gif	1	Same	Transitive	Prime_B
71	13.gif	1	Same	Locative	Prime_B
71	52.gif	1	Same	Dative	Prime_B
71	25.gif	1	Same	Transitive	Prime_A
71	45.gif	1	Same	Dative	Prime_B
71	30.gif	1	Same	Transitive	Prime_B
71	T6.gif	0	Same	Dative	Prime_A
71	37.gif	1	Same	Transitive	Prime_A
71	51.gif	1	Same	Dative	Prime_A
71	36.gif	1	Same	Transitive	Prime_A
71	84.gif	1	Same	Dative	Prime_B
71	32.gif	1	Same	Transitive	Prime_A
71	104.gif	0	Same	Locative	Prime_B
71	34.gif	0	Same	Dative	Prime_A
71	40.gif	0	Same	Transitive	Prime_B
71	74.gif	1	Same	Locative	Prime_B
71	68.gif	1	Same	Dative	Prime_A
71	82.gif	1	Same	Dative	Prime_B
71	81.gif	0	Different	Locative	Prime_B
71	43.gif	0	Different	Dative	Prime_A
71	93.gif	1	Different	Transitive	Prime_B
71	108.gif	1	Different	Locative	Prime_A
71	T11.gif	1	Different	Dative	Prime_B
71	1.gif	1	Different	Transitive	Prime_A
71	112.gif	1	Different	Locative	Prime_B
71	44.gif	1	Different	Dative	Prime_B
71	109.gif	1	Different	Locative	Prime_A
71	T4.gif	1	Different	Dative	Prime_A
72	26.gif	0	Different	Dative	Prime_B
72	22.gif	0	Different	Transitive	Prime_A
72	90.gif	0	Different	Dative	Prime_A
72	19.gif	1	Different	Transitive	Prime_A
72	33.gif	1	Different	Dative	Prime_B
72	6.gif	0	Different	Transitive	Prime_B
72	29.gif	1	Different	Transitive	Prime_B
72	51.gif	0	Same	Dative	Prime_B
72	15.gif	1	Same	Locative	Prime_A
72	37.gif	1	Same	Transitive	Prime_B
72	T6.gif	1	Same	Dative	Prime_B
72	114.gif	1	Same	Locative	Prime_B
72	30.gif	1	Same	Transitive	Prime_A
72	45.gif	1	Same	Dative	Prime_A
72	66.gif	1	Same	Locative	Prime_B
72	25.gif	1	Same	Transitive	Prime_B
72	52.gif	1	Same	Dative	Prime_A
72	13.gif	1	Same	Locative	Prime_A
72	28.gif	1	Same	Transitive	Prime_A
72	82.gif	1	Same	Dative	Prime_A
72	68.gif	1	Same	Dative	Prime_B
72	74.gif	1	Same	Locative	Prime_A
72	40.gif	1	Same	Transitive	Prime_A
72	34.gif	1	Same	Dative	Prime_B
72	32.gif	1	Same	Transitive	Prime_B
72	84.gif	1	Same	Dative	Prime_A
72	70.gif	0	Same	Locative	Prime_B
72	36.gif	1	Same	Transitive	Prime_B
72	T4.gif	1	Different	Dative	Prime_B
72	109.gif	1	Different	Locative	Prime_B
72	112.gif	1	Different	Locative	Prime_A
72	1.gif	0	Different	Transitive	Prime_B
72	T11.gif	1	Different	Dative	Prime_A
72	108.gif	0	Different	Locative	Prime_B
72	93.gif	1	Different	Transitive	Prime_A
72	43.gif	1	Different	Dative	Prime_B
72	81.gif	1	Different	Locative	Prime_A
72	57.gif	1	Different	Transitive	Prime_A
73	29.gif	1	Same	Transitive	Prime_A
73	6.gif	1	Same	Transitive	Prime_A
73	33.gif	0	Same	Dative	Prime_A
73	19.gif	1	Same	Transitive	Prime_B
73	90.gif	0	Same	Dative	Prime_B
73	22.gif	0	Same	Transitive	Prime_B
73	21.gif	0	Same	Locative	Prime_A
73	28.gif	0	Different	Transitive	Prime_B
73	52.gif	0	Different	Dative	Prime_B
73	25.gif	0	Different	Transitive	Prime_A
73	45.gif	0	Different	Dative	Prime_B
73	30.gif	0	Different	Transitive	Prime_B
73	114.gif	1	Different	Locative	Prime_A
73	37.gif	1	Different	Transitive	Prime_A
73	15.gif	0	Different	Locative	Prime_B
73	36.gif	0	Different	Transitive	Prime_A
73	84.gif	0	Different	Dative	Prime_B
73	32.gif	1	Different	Transitive	Prime_A
73	40.gif	0	Different	Transitive	Prime_B
73	78.gif	1	Different	Locative	Prime_A
73	82.gif	1	Different	Dative	Prime_B
73	57.gif	1	Same	Transitive	Prime_B
73	81.gif	0	Same	Locative	Prime_B
73	43.gif	0	Same	Dative	Prime_A
73	93.gif	1	Same	Transitive	Prime_B
73	108.gif	0	Same	Locative	Prime_A
73	T11.gif	1	Same	Dative	Prime_B
73	112.gif	0	Same	Locative	Prime_B
73	44.gif	1	Same	Dative	Prime_B
73	109.gif	1	Same	Locative	Prime_A
73	T4.gif	0	Same	Dative	Prime_A
74	26.gif	0	Same	Dative	Prime_A
74	21.gif	0	Same	Locative	Prime_A
74	22.gif	0	Same	Transitive	Prime_B
74	90.gif	0	Same	Dative	Prime_B
74	19.gif	1	Same	Transitive	Prime_B
74	76.gif	1	Same	Locative	Prime_B
74	T1.gif	1	Same	Dative	Prime_B
74	29.gif	1	Same	Transitive	Prime_A
74	51.gif	0	Different	Dative	Prime_A
74	15.gif	0	Different	Locative	Prime_B
74	37.gif	1	Different	Transitive	Prime_A
74	114.gif	1	Different	Locative	Prime_A
74	30.gif	1	Different	Transitive	Prime_B
74	45.gif	1	Different	Dative	Prime_B
74	25.gif	1	Different	Transitive	Prime_A
74	52.gif	1	Different	Dative	Prime_B
74	13.gif	1	Different	Locative	Prime_B
74	78.gif	0	Different	Locative	Prime_A
74	39.gif	0	Different	Transitive	Prime_B
74	68.gif	1	Different	Dative	Prime_A
74	74.gif	1	Different	Locative	Prime_B
74	40.gif	0	Different	Transitive	Prime_B
74	104.gif	0	Different	Locative	Prime_B
74	32.gif	1	Different	Transitive	Prime_A
74	84.gif	1	Different	Dative	Prime_B
74	70.gif	0	Different	Locative	Prime_A
74	109.gif	0	Same	Locative	Prime_A
74	44.gif	0	Same	Dative	Prime_B
74	1.gif	0	Same	Transitive	Prime_A
74	108.gif	0	Same	Locative	Prime_A
74	93.gif	1	Same	Transitive	Prime_B
74	43.gif	1	Same	Dative	Prime_A
74	81.gif	0	Same	Locative	Prime_B
74	57.gif	0	Same	Transitive	Prime_B
75	29.gif	1	Different	Transitive	Prime_B
75	6.gif	1	Different	Transitive	Prime_B
75	33.gif	1	Different	Dative	Prime_B
75	19.gif	1	Different	Transitive	Prime_A
75	90.gif	1	Different	Dative	Prime_A
75	22.gif	1	Different	Transitive	Prime_A
75	21.gif	0	Different	Locative	Prime_B
75	28.gif	1	Same	Transitive	Prime_A
75	52.gif	1	Same	Dative	Prime_A
75	66.gif	1	Same	Locative	Prime_B
75	30.gif	1	Same	Transitive	Prime_A
75	114.gif	1	Same	Locative	Prime_B
75	T6.gif	0	Same	Dative	Prime_B
75	37.gif	1	Same	Transitive	Prime_B
75	15.gif	1	Same	Locative	Prime_A
75	51.gif	1	Same	Dative	Prime_B
75	84.gif	0	Same	Dative	Prime_A
75	32.gif	1	Same	Transitive	Prime_B
75	104.gif	1	Same	Locative	Prime_A
75	74.gif	1	Same	Locative	Prime_A
75	68.gif	1	Same	Dative	Prime_B
75	78.gif	0	Same	Locative	Prime_B
75	57.gif	1	Different	Transitive	Prime_A
75	81.gif	0	Different	Locative	Prime_A
75	43.gif	1	Different	Dative	Prime_B
75	93.gif	1	Different	Transitive	Prime_A
75	108.gif	1	Different	Locative	Prime_B
75	T11.gif	0	Different	Dative	Prime_A
75	1.gif	1	Different	Transitive	Prime_B
75	112.gif	1	Different	Locative	Prime_A
75	109.gif	1	Different	Locative	Prime_B
75	T4.gif	1	Different	Dative	Prime_B
76	26.gif	1	Different	Dative	Prime_B
76	21.gif	0	Different	Locative	Prime_B
76	22.gif	0	Different	Transitive	Prime_A
76	90.gif	1	Different	Dative	Prime_A
76	19.gif	1	Different	Transitive	Prime_A
76	33.gif	1	Different	Dative	Prime_B
76	6.gif	1	Different	Transitive	Prime_B
76	8.gif	1	Different	Locative	Prime_B
76	29.gif	0	Different	Transitive	Prime_B
76	51.gif	1	Same	Dative	Prime_B
76	15.gif	1	Same	Locative	Prime_A
76	T6.gif	1	Same	Dative	Prime_B
76	114.gif	1	Same	Locative	Prime_B
76	30.gif	1	Same	Transitive	Prime_A
76	45.gif	1	Same	Dative	Prime_A
76	66.gif	1	Same	Locative	Prime_B
76	25.gif	1	Same	Transitive	Prime_B
76	52.gif	1	Same	Dative	Prime_A
76	13.gif	1	Same	Locative	Prime_A
76	28.gif	1	Same	Transitive	Prime_A
76	82.gif	1	Same	Dative	Prime_A
76	39.gif	0	Same	Transitive	Prime_A
76	68.gif	1	Same	Dative	Prime_B
76	74.gif	1	Same	Locative	Prime_A
76	40.gif	0	Same	Transitive	Prime_A
76	32.gif	0	Same	Transitive	Prime_B
76	84.gif	0	Same	Dative	Prime_A
76	70.gif	0	Same	Locative	Prime_B
76	T4.gif	1	Different	Dative	Prime_B
76	109.gif	1	Different	Locative	Prime_B
76	44.gif	1	Different	Dative	Prime_A
76	1.gif	0	Different	Transitive	Prime_B
76	T11.gif	1	Different	Dative	Prime_A
76	108.gif	0	Different	Locative	Prime_B
76	93.gif	1	Different	Transitive	Prime_A
76	43.gif	0	Different	Dative	Prime_B
76	81.gif	1	Different	Locative	Prime_A
76	57.gif	1	Different	Transitive	Prime_A
77	29.gif	0	Same	Transitive	Prime_A
77	6.gif	1	Same	Transitive	Prime_A
77	33.gif	0	Same	Dative	Prime_A
77	19.gif	1	Same	Transitive	Prime_B
77	90.gif	0	Same	Dative	Prime_B
77	22.gif	0	Same	Transitive	Prime_B
77	21.gif	1	Same	Locative	Prime_A
77	26.gif	0	Same	Dative	Prime_A
77	52.gif	1	Different	Dative	Prime_B
77	25.gif	0	Different	Transitive	Prime_A
77	66.gif	1	Different	Locative	Prime_A
77	45.gif	1	Different	Dative	Prime_B
77	30.gif	0	Different	Transitive	Prime_B
77	114.gif	1	Different	Locative	Prime_A
77	T6.gif	1	Different	Dative	Prime_A
77	37.gif	1	Different	Transitive	Prime_A
77	51.gif	0	Different	Dative	Prime_A
77	36.gif	0	Different	Transitive	Prime_A
77	84.gif	0	Different	Dative	Prime_B
77	32.gif	1	Different	Transitive	Prime_A
77	104.gif	0	Different	Locative	Prime_B
77	34.gif	1	Different	Dative	Prime_A
77	40.gif	0	Different	Transitive	Prime_B
77	74.gif	1	Different	Locative	Prime_B
77	68.gif	1	Different	Dative	Prime_A
77	78.gif	0	Different	Locative	Prime_A
77	82.gif	1	Different	Dative	Prime_B
77	57.gif	1	Same	Transitive	Prime_B
77	81.gif	0	Same	Locative	Prime_B
77	43.gif	0	Same	Dative	Prime_A
77	93.gif	1	Same	Transitive	Prime_B
78	26.gif	0	Same	Dative	Prime_B
78	22.gif	1	Same	Transitive	Prime_A
78	90.gif	1	Same	Dative	Prime_A
78	11.gif	1	Same	Locative	Prime_A
78	19.gif	1	Same	Transitive	Prime_A
78	33.gif	1	Same	Dative	Prime_B
78	6.gif	0	Same	Transitive	Prime_B
78	T1.gif	1	Same	Dative	Prime_A
78	51.gif	1	Different	Dative	Prime_B
78	15.gif	1	Different	Locative	Prime_A
78	37.gif	1	Different	Transitive	Prime_B
78	T6.gif	1	Different	Dative	Prime_B
78	30.gif	1	Different	Transitive	Prime_A
78	45.gif	1	Different	Dative	Prime_A
78	25.gif	1	Different	Transitive	Prime_B
78	52.gif	1	Different	Dative	Prime_A
78	13.gif	1	Different	Locative	Prime_A
78	82.gif	1	Different	Dative	Prime_A
78	68.gif	1	Different	Dative	Prime_B
78	74.gif	0	Different	Locative	Prime_A
78	40.gif	0	Different	Transitive	Prime_A
78	34.gif	1	Different	Dative	Prime_B
78	104.gif	0	Different	Locative	Prime_A
78	32.gif	0	Different	Transitive	Prime_B
78	84.gif	1	Different	Dative	Prime_A
78	36.gif	0	Different	Transitive	Prime_B
78	T4.gif	1	Same	Dative	Prime_B
78	109.gif	0	Same	Locative	Prime_B
78	44.gif	1	Same	Dative	Prime_A
78	112.gif	1	Same	Locative	Prime_A
78	1.gif	1	Same	Transitive	Prime_B
78	T11.gif	1	Same	Dative	Prime_A
78	108.gif	1	Same	Locative	Prime_B
78	93.gif	1	Same	Transitive	Prime_A
78	43.gif	1	Same	Dative	Prime_B
78	81.gif	1	Same	Locative	Prime_A
78	57.gif	0	Same	Transitive	Prime_A
79	29.gif	1	Different	Transitive	Prime_B
79	8.gif	0	Different	Locative	Prime_B
79	T1.gif	1	Different	Dative	Prime_A
79	6.gif	1	Different	Transitive	Prime_B
79	76.gif	0	Different	Locative	Prime_A
79	33.gif	0	Different	Dative	Prime_B
79	19.gif	1	Different	Transitive	Prime_A
79	90.gif	1	Different	Dative	Prime_A
79	22.gif	1	Different	Transitive	Prime_A
79	26.gif	0	Different	Dative	Prime_B
79	28.gif	1	Same	Transitive	Prime_A
79	13.gif	1	Same	Locative	Prime_A
79	52.gif	1	Same	Dative	Prime_A
79	25.gif	0	Same	Transitive	Prime_B
79	66.gif	1	Same	Locative	Prime_B
79	45.gif	1	Same	Dative	Prime_A
79	30.gif	1	Same	Transitive	Prime_A
79	114.gif	1	Same	Locative	Prime_B
79	T6.gif	1	Same	Dative	Prime_B
79	37.gif	1	Same	Transitive	Prime_B
79	51.gif	0	Same	Dative	Prime_B
79	36.gif	1	Same	Transitive	Prime_B
79	70.gif	0	Same	Locative	Prime_B
79	84.gif	0	Same	Dative	Prime_A
79	32.gif	1	Same	Transitive	Prime_B
79	34.gif	1	Same	Dative	Prime_B
79	40.gif	0	Same	Transitive	Prime_A
79	74.gif	0	Same	Locative	Prime_A
79	68.gif	1	Same	Dative	Prime_B
79	39.gif	0	Same	Transitive	Prime_A
79	82.gif	1	Same	Dative	Prime_A
79	57.gif	1	Different	Transitive	Prime_A
79	81.gif	0	Different	Locative	Prime_A
79	43.gif	0	Different	Dative	Prime_B
79	93.gif	1	Different	Transitive	Prime_A
79	108.gif	0	Different	Locative	Prime_B
79	T11.gif	1	Different	Dative	Prime_A
79	1.gif	0	Different	Transitive	Prime_B
79	44.gif	1	Different	Dative	Prime_A
79	38.gif	0	Different	Transitive	Prime_B
79	109.gif	1	Different	Locative	Prime_B
79	T4.gif	1	Different	Dative	Prime_B
80	26.gif	0	Different	Dative	Prime_A
80	22.gif	0	Different	Transitive	Prime_B
80	90.gif	0	Different	Dative	Prime_B
80	19.gif	1	Different	Transitive	Prime_B
80	33.gif	1	Different	Dative	Prime_A
80	6.gif	0	Different	Transitive	Prime_A
80	T1.gif	1	Different	Dative	Prime_B
80	8.gif	1	Different	Locative	Prime_A
80	29.gif	1	Different	Transitive	Prime_A
80	51.gif	0	Same	Dative	Prime_A
80	15.gif	1	Same	Locative	Prime_B
80	37.gif	1	Same	Transitive	Prime_A
80	T6.gif	0	Same	Dative	Prime_A
80	114.gif	1	Same	Locative	Prime_A
80	30.gif	0	Same	Transitive	Prime_B
80	45.gif	1	Same	Dative	Prime_B
80	25.gif	0	Same	Transitive	Prime_A
80	52.gif	0	Same	Dative	Prime_B
80	13.gif	1	Same	Locative	Prime_B
80	28.gif	1	Same	Transitive	Prime_B
80	82.gif	1	Same	Dative	Prime_B
80	39.gif	0	Same	Transitive	Prime_B
80	68.gif	1	Same	Dative	Prime_A
80	74.gif	1	Same	Locative	Prime_B
80	40.gif	0	Same	Transitive	Prime_B
80	34.gif	1	Same	Dative	Prime_A
80	104.gif	1	Same	Locative	Prime_B
80	32.gif	1	Same	Transitive	Prime_A
80	84.gif	0	Same	Dative	Prime_B
80	70.gif	0	Same	Locative	Prime_A
80	36.gif	0	Same	Transitive	Prime_A
80	T4.gif	1	Different	Dative	Prime_A
80	109.gif	1	Different	Locative	Prime_A
80	44.gif	1	Different	Dative	Prime_B
80	112.gif	1	Different	Locative	Prime_B
80	1.gif	0	Different	Transitive	Prime_A
80	T11.gif	1	Different	Dative	Prime_B
80	108.gif	1	Different	Locative	Prime_A
80	93.gif	1	Different	Transitive	Prime_B
80	43.gif	1	Different	Dative	Prime_A
80	81.gif	1	Different	Locative	Prime_B
80	57.gif	0	Different	Transitive	Prime_B
83	29.gif	1	Different	Transitive	Prime_A
83	76.gif	1	Different	Locative	Prime_B
83	33.gif	1	Different	Dative	Prime_A
83	19.gif	1	Different	Transitive	Prime_B
83	22.gif	0	Different	Transitive	Prime_B
83	21.gif	1	Different	Locative	Prime_A
83	26.gif	1	Different	Dative	Prime_A
83	52.gif	0	Same	Dative	Prime_B
83	25.gif	1	Same	Transitive	Prime_A
83	45.gif	1	Same	Dative	Prime_B
83	114.gif	1	Same	Locative	Prime_A
83	T6.gif	1	Same	Dative	Prime_A
83	37.gif	1	Same	Transitive	Prime_A
83	51.gif	1	Same	Dative	Prime_A
83	70.gif	0	Same	Locative	Prime_A
83	84.gif	0	Same	Dative	Prime_B
83	32.gif	1	Same	Transitive	Prime_A
83	40.gif	0	Same	Transitive	Prime_B
83	74.gif	1	Same	Locative	Prime_B
83	82.gif	1	Same	Dative	Prime_B
83	57.gif	1	Different	Transitive	Prime_B
83	81.gif	0	Different	Locative	Prime_B
83	43.gif	0	Different	Dative	Prime_A
83	93.gif	1	Different	Transitive	Prime_B
83	108.gif	0	Different	Locative	Prime_A
83	T11.gif	0	Different	Dative	Prime_B
83	1.gif	0	Different	Transitive	Prime_A
83	44.gif	1	Different	Dative	Prime_B
84	26.gif	0	Different	Dative	Prime_A
84	22.gif	0	Different	Transitive	Prime_B
84	90.gif	0	Different	Dative	Prime_B
84	11.gif	0	Different	Locative	Prime_B
84	19.gif	1	Different	Transitive	Prime_B
84	33.gif	0	Different	Dative	Prime_A
84	76.gif	0	Different	Locative	Prime_B
84	6.gif	1	Different	Transitive	Prime_A
84	T1.gif	0	Different	Dative	Prime_B
84	8.gif	0	Different	Locative	Prime_A
84	29.gif	1	Different	Transitive	Prime_A
84	51.gif	0	Same	Dative	Prime_A
84	15.gif	0	Same	Locative	Prime_B
84	37.gif	1	Same	Transitive	Prime_A
84	T6.gif	0	Same	Dative	Prime_A
84	30.gif	0	Same	Transitive	Prime_B
84	45.gif	0	Same	Dative	Prime_B
84	25.gif	1	Same	Transitive	Prime_A
84	52.gif	0	Same	Dative	Prime_B
84	28.gif	1	Same	Transitive	Prime_B
84	82.gif	1	Same	Dative	Prime_B
84	39.gif	0	Same	Transitive	Prime_B
84	68.gif	0	Same	Dative	Prime_A
84	74.gif	0	Same	Locative	Prime_B
84	40.gif	0	Same	Transitive	Prime_B
84	34.gif	0	Same	Dative	Prime_A
84	32.gif	1	Same	Transitive	Prime_A
84	84.gif	0	Same	Dative	Prime_B
84	36.gif	0	Same	Transitive	Prime_A
84	109.gif	1	Different	Locative	Prime_A
84	1.gif	0	Different	Transitive	Prime_A
84	T11.gif	1	Different	Dative	Prime_B
84	108.gif	0	Different	Locative	Prime_A
84	93.gif	1	Different	Transitive	Prime_B
84	43.gif	0	Different	Dative	Prime_A
84	81.gif	0	Different	Locative	Prime_B
85	29.gif	0	Same	Transitive	Prime_B
85	T1.gif	1	Same	Dative	Prime_A
85	6.gif	1	Same	Transitive	Prime_B
85	33.gif	1	Same	Dative	Prime_B
85	19.gif	1	Same	Transitive	Prime_A
85	90.gif	1	Same	Dative	Prime_A
85	22.gif	1	Same	Transitive	Prime_A
85	28.gif	0	Different	Transitive	Prime_A
85	13.gif	1	Different	Locative	Prime_A
85	52.gif	0	Different	Dative	Prime_A
85	25.gif	1	Different	Transitive	Prime_B
85	45.gif	1	Different	Dative	Prime_A
85	30.gif	1	Different	Transitive	Prime_A
85	T6.gif	1	Different	Dative	Prime_B
85	37.gif	1	Different	Transitive	Prime_B
85	51.gif	1	Different	Dative	Prime_B
85	70.gif	1	Different	Locative	Prime_B
85	84.gif	1	Different	Dative	Prime_A
85	32.gif	1	Different	Transitive	Prime_B
85	104.gif	1	Different	Locative	Prime_A
85	34.gif	1	Different	Dative	Prime_B
85	40.gif	0	Different	Transitive	Prime_A
85	74.gif	1	Different	Locative	Prime_A
85	68.gif	1	Different	Dative	Prime_B
85	39.gif	0	Different	Transitive	Prime_A
85	82.gif	1	Different	Dative	Prime_A
85	43.gif	0	Same	Dative	Prime_B
85	93.gif	1	Same	Transitive	Prime_A
85	108.gif	1	Same	Locative	Prime_B
85	T11.gif	1	Same	Dative	Prime_A
85	1.gif	1	Same	Transitive	Prime_B
85	44.gif	0	Same	Dative	Prime_A
85	38.gif	1	Same	Transitive	Prime_B
85	T4.gif	0	Same	Dative	Prime_B
86	26.gif	0	Same	Dative	Prime_A
86	22.gif	0	Same	Transitive	Prime_B
86	90.gif	0	Same	Dative	Prime_B
86	19.gif	1	Same	Transitive	Prime_B
86	33.gif	0	Same	Dative	Prime_A
86	76.gif	1	Same	Locative	Prime_B
86	6.gif	1	Same	Transitive	Prime_A
86	8.gif	1	Same	Locative	Prime_A
86	51.gif	0	Different	Dative	Prime_A
86	15.gif	0	Different	Locative	Prime_B
86	37.gif	1	Different	Transitive	Prime_A
86	T6.gif	0	Different	Dative	Prime_A
86	114.gif	1	Different	Locative	Prime_A
86	30.gif	0	Different	Transitive	Prime_B
86	45.gif	1	Different	Dative	Prime_B
86	25.gif	1	Different	Transitive	Prime_A
86	52.gif	0	Different	Dative	Prime_B
86	13.gif	1	Different	Locative	Prime_B
86	28.gif	0	Different	Transitive	Prime_B
86	82.gif	1	Different	Dative	Prime_B
86	78.gif	1	Different	Locative	Prime_A
86	68.gif	1	Different	Dative	Prime_A
86	40.gif	0	Different	Transitive	Prime_B
86	34.gif	1	Different	Dative	Prime_A
86	104.gif	0	Different	Locative	Prime_B
86	32.gif	1	Different	Transitive	Prime_A
86	84.gif	1	Different	Dative	Prime_B
86	70.gif	0	Different	Locative	Prime_A
86	36.gif	1	Different	Transitive	Prime_A
86	T4.gif	1	Same	Dative	Prime_A
86	109.gif	1	Same	Locative	Prime_A
86	38.gif	1	Same	Transitive	Prime_A
86	44.gif	1	Same	Dative	Prime_B
86	112.gif	0	Same	Locative	Prime_B
86	1.gif	1	Same	Transitive	Prime_A
86	T11.gif	1	Same	Dative	Prime_B
86	108.gif	0	Same	Locative	Prime_A
86	93.gif	1	Same	Transitive	Prime_B
86	43.gif	1	Same	Dative	Prime_A
86	81.gif	0	Same	Locative	Prime_B
86	57.gif	1	Same	Transitive	Prime_B
87	29.gif	1	Different	Transitive	Prime_A
87	6.gif	1	Different	Transitive	Prime_A
87	33.gif	1	Different	Dative	Prime_A
87	19.gif	1	Different	Transitive	Prime_B
